date_time,ageur,jeur,ageur_percent,jeur_percent,ideal
2022-08-10T00:00:00+00:00,892461.933806375652233214000000000000000000,723569.434482892016684249000000000000000000,0.5522553282806241,0.44774467171937593,0.5
2022-08-09T00:00:00+00:00,871567.998306065248129014000000000000000000,742753.851791617924666514000000000000000000,0.5398972938719292,0.4601027061280708,0.5
2022-08-08T00:00:00+00:00,910353.884020821901878004000000000000000000,727546.425647851699216447000000000000000000,0.5558054288450406,0.4441945711549594,0.5
2022-08-07T00:00:00+00:00,907239.883687987957807604000000000000000000,724362.801962314520174778000000000000000000,0.5560421612853576,0.4439578387146425,0.5
2022-08-06T00:00:00+00:00,857036.639559535492987404000000000000000000,724424.141682896127724855000000000000000000,0.5419272167383298,0.4580727832616703,0.5
2022-08-05T00:00:00+00:00,846108.947445107284404604000000000000000000,737632.892578304349395025000000000000000000,0.534246760464824,0.46575323953517594,0.5
2022-08-04T00:00:00+00:00,846212.228020456179937104000000000000000000,738616.266356381817246114000000000000000000,0.5339456168430331,0.4660543831569669,0.5
2022-08-03T00:00:00+00:00,838562.654321005511534733000000000000000000,742513.334002659257577406000000000000000000,0.5303746692213644,0.4696253307786356,0.5
2022-08-02T00:00:00+00:00,824151.413872467456988033000000000000000000,760856.143657863692369603000000000000000000,0.5199668670076334,0.48003313299236666,0.5
2022-08-01T00:00:00+00:00,894088.009814168889747395000000000000000000,699641.731331837016661240000000000000000000,0.5610035294762433,0.43899647052375673,0.5
2022-07-31T00:00:00+00:00,874728.564822979692159995000000000000000000,719475.102418100134597340000000000000000000,0.5486931079118518,0.4513068920881482,0.5
2022-07-30T00:00:00+00:00,859720.335365658137558395000000000000000000,667975.010531600934675240000000000000000000,0.5627564014477768,0.4372435985522232,0.5
2022-07-29T00:00:00+00:00,869670.305854662264299595000000000000000000,685658.648678427018171340000000000000000000,0.5591552213568466,0.44084477864315347,0.5
2022-07-28T00:00:00+00:00,949909.069214936239253695000000000000000000,725019.977574240992185988000000000000000000,0.5671339159326795,0.4328660840673205,0.5
2022-07-27T00:00:00+00:00,972925.841634054997774095000000000000000000,878072.240329393174889791000000000000000000,0.5256222851414426,0.47437771485855734,0.5
2022-07-26T00:00:00+00:00,967463.407321652765802095000000000000000000,908317.541463074305010871000000000000000000,0.5157656644015117,0.4842343355984883,0.5
2022-07-25T00:00:00+00:00,979924.221287057607050095000000000000000000,973562.279562970574931871000000000000000000,0.5016283556915594,0.49837164430844066,0.5
2022-07-24T00:00:00+00:00,932930.281707273991820595000000000000000000,945910.089820090505117316000000000000000000,0.4965457927374999,0.5034542072625001,0.5
2022-07-23T00:00:00+00:00,958998.310595306568583795000000000000000000,913479.159235606301601016000000000000000000,0.5121547928060813,0.48784520719391866,0.5
2022-07-22T00:00:00+00:00,994690.057572165992452895000000000000000000,896318.055535208187932316000000000000000000,0.5260104653584244,0.47398953464157556,0.5
2022-07-21T00:00:00+00:00,1006063.855803442884149495000000000000000000,910717.031857941891174516000000000000000000,0.5248716023201356,0.47512839767986437,0.5
2022-07-20T00:00:00+00:00,1023355.294648597577362995000000000000000000,897244.578490948161320116000000000000000000,0.5328310747911016,0.46716892520889836,0.5
2022-07-19T00:00:00+00:00,1037424.376238066027860828000000000000000000,909870.753824507490820373000000000000000000,0.5327514870356246,0.4672485129643754,0.5
2022-07-18T00:00:00+00:00,1003885.792071173351348128000000000000000000,970880.302968907965784595000000000000000000,0.5083568097470287,0.4916431902529713,0.5
2022-07-17T00:00:00+00:00,1125547.150372487940553928000000000000000000,904913.818372164738206856000000000000000000,0.5543308478706516,0.4456691521293484,0.5
2022-07-16T00:00:00+00:00,1131187.274271706239743028000000000000000000,907135.893799385086100656000000000000000000,0.5549597296400123,0.44504027035998767,0.5
2022-07-15T00:00:00+00:00,1171945.533719899657926528000000000000000000,877529.422483682549929656000000000000000000,0.5718272039248504,0.4281727960751496,0.5
2022-07-14T00:00:00+00:00,1169291.282086642075104928000000000000000000,944720.793313829938495435000000000000000000,0.5531147601723775,0.4468852398276225,0.5
2022-07-13T00:00:00+00:00,1356011.296025595668690128000000000000000000,879333.853331984278181274000000000000000000,0.6066227832490666,0.3933772167509334,0.5
2022-07-12T00:00:00+00:00,1399008.397418692239841395000000000000000000,1072723.453861026592844525000000000000000000,0.5660033052106227,0.43399669478937725,0.5
2022-07-11T00:00:00+00:00,1488340.522527089982842454000000000000000000,1048221.143757321995655160000000000000000000,0.5867551111845155,0.41324488881548455,0.5
2022-07-10T00:00:00+00:00,1579260.629106151677353012000000000000000000,1032694.701661982717345648000000000000000000,0.6046277325277674,0.39537226747223264,0.5
2022-07-09T00:00:00+00:00,1457432.342070228661174063000000000000000000,1099678.426207982085486648000000000000000000,0.5699527608072947,0.43004723919270527,0.5
2022-07-08T00:00:00+00:00,1402649.054289401461931793000000000000000000,1072510.169877738689134748000000000000000000,0.566690433728107,0.433309566271893,0.5
2022-07-07T00:00:00+00:00,1369658.723308752338069883000000000000000000,1101467.309817440654396248000000000000000000,0.5542650212688719,0.4457349787311281,0.5
2022-07-06T00:00:00+00:00,1473931.424226315149104018000000000000000000,1015041.714691884369184932000000000000000000,0.5921845443727611,0.40781545562723887,0.5
2022-07-05T00:00:00+00:00,1507888.871344100206113360000000000000000000,914132.983889514896372232000000000000000000,0.6225744280902277,0.3774255719097723,0.5
2022-07-04T00:00:00+00:00,1567711.758630010478416263000000000000000000,1136488.250228816438344728000000000000000000,0.5797321771667271,0.4202678228332729,0.5
