time,mim,ust,mim_p,ust_p,ideal
2022-04-18T00:00:00+00:00,70175988.518445443607254652000000000000000000,19583708.659006213354662355000000000000000000,0.781820691526065,0.21817930847393496,0.50
2022-04-17T00:00:00+00:00,70114097.154578112653036252000000000000000000,19643407.742123914778608655000000000000000000,0.7811502473834289,0.21884975261657116,0.50
2022-04-16T00:00:00+00:00,68075670.004448899937903052000000000000000000,21765810.209404356815989355000000000000000000,0.7577309483593287,0.24226905164067122,0.50
2022-04-15T00:00:00+00:00,67498831.556997025216919452000000000000000000,21343181.111632458438044455000000000000000000,0.7597625214633523,0.2402374785366477,0.50
2022-04-14T00:00:00+00:00,61776835.493910468149093652000000000000000000,28042971.596556120554250155000000000000000000,0.6877863301542029,0.31221366984579707,0.50
2022-04-13T00:00:00+00:00,55633104.168228934916628152000000000000000000,34825196.003611021587690055000000000000000000,0.6150138136859192,0.38498618631408077,0.50
2022-04-12T00:00:00+00:00,48314104.109445162731219252000000000000000000,43069793.335996293078127555000000000000000000,0.5286938449773378,0.47130615502266215,0.50
2022-04-11T00:00:00+00:00,48120154.766655017787201252000000000000000000,43255453.561357011672075155000000000000000000,0.5266192548225515,0.4733807451774486,0.50
2022-04-10T00:00:00+00:00,46608551.730557278807916052000000000000000000,43865319.486302172056996155000000000000000000,0.5151603562849641,0.48483964371503585,0.50
2022-04-09T00:00:00+00:00,54494265.841797945702137355000000000000000000,41056434.910372840147912242000000000000000000,0.5703178041900432,0.42968219580995687,0.50
2022-04-08T00:00:00+00:00,54979080.414915663367685455000000000000000000,46170008.975139012074747342000000000000000000,0.5435449863804843,0.4564550136195156,0.50
2022-04-07T00:00:00+00:00,55132925.100024946454355355000000000000000000,46250112.015130939836482242000000000000000000,0.5438081820078268,0.45619181799217323,0.50
2022-04-06T00:00:00+00:00,58625815.700164457452696955000000000000000000,43086169.950222623020851042000000000000000000,0.576390435456427,0.42360956454357307,0.50
2022-04-05T00:00:00+00:00,57742179.562216510186796255000000000000000000,44653954.074451588868265142000000000000000000,0.5639097640844811,0.4360902359155189,0.50
2022-04-04T00:00:00+00:00,62914436.395037545277615455000000000000000000,44131617.337537923244066542000000000000000000,0.5877324217127294,0.4122675782872705,0.50
2022-04-03T00:00:00+00:00,77298064.216095002526431155000000000000000000,31894572.000572075246171942000000000000000000,0.7079054677525616,0.2920945322474384,0.50
2022-04-02T00:00:00+00:00,57334511.551405313415950755000000000000000000,25513320.234299845626692542000000000000000000,0.6920460115324104,0.30795398846758953,0.50
2022-04-01T00:00:00+00:00,52275865.458301181597374955000000000000000000,30179807.621198022019637442000000000000000000,0.6339874929878953,0.3660125070121048,0.50
2022-03-31T00:00:00+00:00,49163437.792111888847636055000000000000000000,26640829.453605766965774242000000000000000000,0.64855765484481,0.35144234515518996,0.50
2022-03-30T00:00:00+00:00,62958005.650807763378987355000000000000000000,9127493.754754754945846242000000000000000000,0.8733796140690894,0.12662038593091063,0.50
2022-03-29T00:00:00+00:00,72627224.718314233039252855000000000000000000,9686523.514037930707737042000000000000000000,0.8823219240764596,0.11767807592354045,0.50
2022-03-28T00:00:00+00:00,72032056.753014814069919555000000000000000000,10355002.533817146798164742000000000000000000,0.8743127546552423,0.1256872453447577,0.50
2022-03-27T00:00:00+00:00,73714751.210033497447005955000000000000000000,8945455.996596979357413342000000000000000000,0.891780382618259,0.10821961738174099,0.50
2022-03-26T00:00:00+00:00,73814154.757185740126963955000000000000000000,8846042.933611882555677472000000000000000000,0.8929830416483907,0.10701695835160932,0.50
2022-03-25T00:00:00+00:00,70644589.638241957577999255000000000000000000,8689254.912545968413157672000000000000000000,0.8904722825201887,0.10952771747981131,0.50
2022-03-24T00:00:00+00:00,71660811.893931393351410055000000000000000000,7943192.556605771154586472000000000000000000,0.9002161686282835,0.09978383137171651,0.50
2022-03-23T00:00:00+00:00,68515197.695904394544298355000000000000000000,10150831.952128809733565572000000000000000000,0.870962955705969,0.12903704429403093,0.50
2022-03-22T00:00:00+00:00,68351863.399903903551747355000000000000000000,11308406.952233920472813372000000000000000000,0.8580420716343898,0.14195792836561016,0.50
2022-03-21T00:00:00+00:00,70600448.025159391936546155000000000000000000,11517344.068996413320727872000000000000000000,0.8597460577630888,0.14025394223691123,0.50
2022-03-20T00:00:00+00:00,71821129.320955572649546155000000000000000000,11347915.346757658385801772000000000000000000,0.8635560214488914,0.13644397855110862,0.50
2022-03-19T00:00:00+00:00,70849731.004632200997127155000000000000000000,12410893.608793492496076372000000000000000000,0.8509392204728639,0.14906077952713614,0.50
2022-03-18T00:00:00+00:00,70601409.105073345199643355000000000000000000,12970810.992507660456055676000000000000000000,0.8447951846036563,0.15520481539634365,0.50
2022-03-17T00:00:00+00:00,71726730.056915936330092863000000000000000000,12377723.195292095528806843000000000000000000,0.8528291580687835,0.1471708419312165,0.50
2022-03-16T00:00:00+00:00,72112478.686673518447004463000000000000000000,11989285.918971704864393943000000000000000000,0.8574431110311455,0.14255688896885452,0.50
2022-03-15T00:00:00+00:00,72410837.533060138095654863000000000000000000,12395845.254196760629067943000000000000000000,0.8538340983658971,0.14616590163410292,0.50
2022-03-14T00:00:00+00:00,73138751.533631780536786263000000000000000000,11831509.389575326199803143000000000000000000,0.8607570547503886,0.13924294524961145,0.50
2022-03-13T00:00:00+00:00,74368047.832456073274058456000000000000000000,11901135.499054527999737155000000000000000000,0.8620465032881848,0.13795349671181517,0.50
