time,frax,crv3,frax_p,crv3_p,total,ideal
2022-05-09T00:00:00+00:00,1553399382.980969865334339762000000000000000000,1196989808.530978611002187185000000000000000000,0.5647925710931959,0.4352074289068041,2750389191.511948476336526947000000000000000000,0.50
2022-05-08T00:00:00+00:00,1545059547.360778300634656762000000000000000000,1226898262.392893678056185276000000000000000000,0.5573892726376232,0.44261072736237683,2771957809.753671978690842038000000000000000000,0.50
2022-05-07T00:00:00+00:00,1531532962.841895242677095162000000000000000000,1229626693.744570994637334751000000000000000000,0.5546701941659109,0.44532980583408904,2761159656.586466237314429913000000000000000000,0.50
2022-05-06T00:00:00+00:00,1549350198.950864228304265951000000000000000000,1232528827.966583411134672551000000000000000000,0.556943772162398,0.44305622783760207,2781879026.917447639438938502000000000000000000,0.50
2022-05-05T00:00:00+00:00,1569602402.853117736664931151000000000000000000,1201387347.191892266927331297000000000000000000,0.5664410713997128,0.4335589286002872,2770989750.045010003592262448000000000000000000,0.50
2022-05-04T00:00:00+00:00,1603711752.249696860415393351000000000000000000,1120088853.790918527515251897000000000000000000,0.5887772213183007,0.4112227786816993,2723800606.040615387930645248000000000000000000,0.50
2022-05-03T00:00:00+00:00,1608999768.788591059975871251000000000000000000,1117527711.197453090533256784000000000000000000,0.5901278386516855,0.40987216134831445,2726527479.986044150509128035000000000000000000,0.50
2022-05-02T00:00:00+00:00,1612113147.577822614518376792000000000000000000,1117306420.090674233174189684000000000000000000,0.5906432146505454,0.4093567853494547,2729419567.668496847692566476000000000000000000,0.50
2022-05-01T00:00:00+00:00,1608042047.278366775082393492000000000000000000,1115389606.683006852537923766000000000000000000,0.5904469990790426,0.40955300092095737,2723431653.961373627620317258000000000000000000,0.50
2022-04-30T00:00:00+00:00,1602174010.274680470007681392000000000000000000,1125258040.504191328648433266000000000000000000,0.5874294869480426,0.41257051305195735,2727432050.778871798656114658000000000000000000,0.50
2022-04-29T00:00:00+00:00,1585290758.347955314632168592000000000000000000,1143190458.425414365343085188000000000000000000,0.5810158225031429,0.4189841774968572,2728481216.773369679975253780000000000000000000,0.50
2022-04-28T00:00:00+00:00,1586944544.391217740682123092000000000000000000,1141399145.970349567189352688000000000000000000,0.5816512596992176,0.4183487403007824,2728343690.361567307871475780000000000000000000,0.50
2022-04-27T00:00:00+00:00,1597830798.368648234905506192000000000000000000,1135965127.944629475652484988000000000000000000,0.5844733262601057,0.4155266737398943,2733795926.313277710557991180000000000000000000,0.50
2022-04-26T00:00:00+00:00,1600762936.101374570505457792000000000000000000,1134517217.473738800818539111000000000000000000,0.5852281471092157,0.4147718528907843,2735280153.575113371323996903000000000000000000,0.50
2022-04-25T00:00:00+00:00,1597483929.400061210239027992000000000000000000,1200337151.981661488931671311000000000000000000,0.5709742985463292,0.42902570145367086,2797821081.381722699170699303000000000000000000,0.50
2022-04-24T00:00:00+00:00,1594941424.790288998097380292000000000000000000,1203825200.423846962199768087000000000000000000,0.5698729613328366,0.43012703866716334,2798766625.214135960297148379000000000000000000,0.50
2022-04-23T00:00:00+00:00,1594456661.592873867274680030000000000000000000,1200116108.732862154397692976000000000000000000,0.5705547118055629,0.4294452881944371,2794572770.325736021672373006000000000000000000,0.50
2022-04-22T00:00:00+00:00,1594197170.666878230003684930000000000000000000,1200321264.156171689090093943000000000000000000,0.5704729483267207,0.42952705167327926,2794518434.823049919093778873000000000000000000,0.50
2022-04-21T00:00:00+00:00,1595652438.142601900080003730000000000000000000,1204469160.635727003924615943000000000000000000,0.5698511231936401,0.43014887680635994,2800121598.778328904004619673000000000000000000,0.50
2022-04-20T00:00:00+00:00,1596646372.317033302713076230000000000000000000,1199366967.071390383681468443000000000000000000,0.5710439037698833,0.4289560962301166,2796013339.388423686394544673000000000000000000,0.50
2022-04-19T00:00:00+00:00,1596903801.205521843695152429000000000000000000,1225663257.666531350444123209000000000000000000,0.5657629271148911,0.43423707288510893,2822567058.872053194139275638000000000000000000,0.50
2022-04-18T00:00:00+00:00,1592543746.678901772196005229000000000000000000,1248720383.940271210154993703000000000000000000,0.5605053502476913,0.4394946497523087,2841264130.619172982350998932000000000000000000,0.50
2022-04-17T00:00:00+00:00,1604181813.082044888758111829000000000000000000,1239577538.563296490502983577000000000000000000,0.5641060352571317,0.4358939647428683,2843759351.645341379261095406000000000000000000,0.50
2022-04-16T00:00:00+00:00,1601762307.993724470073013229000000000000000000,1236686920.699944818601833999000000000000000000,0.5643089514519513,0.4356910485480487,2838449228.693669288674847228000000000000000000,0.50
2022-04-15T00:00:00+00:00,1601783786.792626855523277029000000000000000000,1243362020.216725511082425336000000000000000000,0.5629882949571314,0.4370117050428686,2845145807.009352366605702365000000000000000000,0.50
2022-04-14T00:00:00+00:00,1600816134.168154888948174312000000000000000000,1247125422.703120549437857007000000000000000000,0.5620958514074278,0.43790414859257226,2847941556.871275438386031319000000000000000000,0.50
2022-04-13T00:00:00+00:00,1605158944.663515133714587012000000000000000000,1246042898.204082099775978807000000000000000000,0.5629762581273888,0.43702374187261117,2851201842.867597233490565819000000000000000000,0.50
2022-04-12T00:00:00+00:00,1615063111.089213499110167412000000000000000000,1232760739.573926924551019607000000000000000000,0.5671218431270362,0.4328781568729639,2847823850.663140423661187019000000000000000000,0.50
2022-04-11T00:00:00+00:00,1614281264.693558920669307235000000000000000000,1233934339.156636754972947751000000000000000000,0.5667693353380222,0.4332306646619778,2848215603.850195675642254986000000000000000000,0.50
2022-04-10T00:00:00+00:00,1604441434.179837430025608535000000000000000000,1240696808.290085118238009951000000000000000000,0.5639238931275934,0.4360761068724066,2845138242.469922548263618486000000000000000000,0.50
2022-04-09T00:00:00+00:00,1604234110.075575097296859356000000000000000000,1240339428.193107176442716108000000000000000000,0.5639629591196909,0.4360370408803092,2844573538.268682273739575464000000000000000000,0.50
2022-04-08T00:00:00+00:00,1616225025.326890358483826056000000000000000000,1226816713.501202219105815408000000000000000000,0.5684844521463486,0.4315155478536514,2843041738.828092577589641464000000000000000000,0.50
2022-04-07T00:00:00+00:00,1625087132.101948817695053156000000000000000000,1220291880.090405195261942256000000000000000000,0.5711320443211624,0.4288679556788376,2845379012.192354012956995412000000000000000000,0.50
2022-04-06T00:00:00+00:00,1627284435.021495647601076456000000000000000000,1217261081.519957863073688256000000000000000000,0.5720718566669423,0.42792814333305773,2844545516.541453510674764712000000000000000000,0.50
2022-04-05T00:00:00+00:00,1624568829.266570591550914956000000000000000000,1202750058.280610557018363056000000000000000000,0.5745969570047165,0.4254030429952835,2827318887.547181148569278012000000000000000000,0.50
2022-04-04T00:00:00+00:00,1630688302.717156463489283056000000000000000000,1180453341.959087618106163556000000000000000000,0.5800804473176807,0.41991955268231923,2811141644.676244081595446612000000000000000000,0.50
2022-04-03T00:00:00+00:00,1623668929.664185932124928756000000000000000000,1186861863.332742778557582556000000000000000000,0.5777089984959152,0.42229100150408483,2810530792.996928710682511312000000000000000000,0.50
2022-04-02T00:00:00+00:00,1628135494.820597305377224956000000000000000000,1181282828.884614323123787856000000000000000000,0.5795276129164435,0.42047238708355655,2809418323.705211628501012812000000000000000000,0.50
2022-04-01T00:00:00+00:00,1632424450.532685587066784956000000000000000000,1230037845.392648191363824156000000000000000000,0.5702867956920914,0.42971320430790866,2862462295.925333778430609112000000000000000000,0.50
2022-03-31T00:00:00+00:00,1636574860.840079911413743156000000000000000000,1220616317.296337889070303956000000000000000000,0.5727915140447564,0.42720848595524363,2857191178.136417800484047112000000000000000000,0.50
2022-03-30T00:00:00+00:00,1636534825.654936086253261056000000000000000000,1216093087.190244842473028556000000000000000000,0.5736937573546609,0.42630624264533906,2852627912.845180928726289612000000000000000000,0.50
2022-03-29T00:00:00+00:00,1638357028.183595266561237256000000000000000000,1221834038.162231425075708459000000000000000000,0.5728138401175962,0.4271861598824038,2860191066.345826691636945715000000000000000000,0.50
2022-03-28T00:00:00+00:00,1638385576.530015185392236656000000000000000000,1197415031.479954690612605959000000000000000000,0.5777506260144842,0.42224937398551576,2835800608.009969876004842615000000000000000000,0.50
2022-03-27T00:00:00+00:00,1736178554.033374522071012256000000000000000000,1203919983.433916765916155332000000000000000000,0.5905171312826074,0.4094828687173926,2940098537.467291287987167588000000000000000000,0.50
2022-03-26T00:00:00+00:00,1744862700.404558142009919456000000000000000000,1206853540.417991598292277832000000000000000000,0.5911349730278681,0.4088650269721319,2951716240.822549740302197288000000000000000000,0.50
2022-03-25T00:00:00+00:00,1745316258.975914222622386156000000000000000000,1206108053.998809548565618787000000000000000000,0.5913471171540292,0.4086528828459708,2951424312.974723771188004943000000000000000000,0.50
2022-03-24T00:00:00+00:00,1732290807.169982699802663856000000000000000000,1237775361.673425293389086187000000000000000000,0.583249903770516,0.41675009622948406,2970066168.843407993191750043000000000000000000,0.50
2022-03-23T00:00:00+00:00,1729441202.109241898321231756000000000000000000,1257666010.221504491868706487000000000000000000,0.5789685736655609,0.42103142633443913,2987107212.330746390189938243000000000000000000,0.50
2022-03-22T00:00:00+00:00,1720838577.748897308343998656000000000000000000,1278201549.462339876210247687000000000000000000,0.573796449782444,0.42620355021755596,2999040127.211237184554246343000000000000000000,0.50
2022-03-21T00:00:00+00:00,1712926656.425164645158439226000000000000000000,1295110207.808340725603002040000000000000000000,0.5694500213053888,0.43054997869461115,3008036864.233505370761441266000000000000000000,0.50
2022-03-20T00:00:00+00:00,1711385606.014496147225137426000000000000000000,1306352505.193307685408413740000000000000000000,0.5671087228074738,0.4328912771925261,3017738111.207803832633551166000000000000000000,0.50
2022-03-19T00:00:00+00:00,1712907663.851168349687084226000000000000000000,1317578810.953573308469014940000000000000000000,0.5652253122038874,0.43477468779611256,3030486474.804741658156099166000000000000000000,0.50
2022-03-18T00:00:00+00:00,1711915102.718413033335446726000000000000000000,1326836124.815750850160913331000000000000000000,0.5633613858241268,0.4366386141758732,3038751227.534163883496360057000000000000000000,0.50
2022-03-17T00:00:00+00:00,1711379210.222827068137432596000000000000000000,1330026078.863815565491486784000000000000000000,0.5626935733832328,0.4373064266167672,3041405289.086642633628919380000000000000000000,0.50
2022-03-16T00:00:00+00:00,1708815588.379794149998099396000000000000000000,1341262588.802628059498562684000000000000000000,0.5602530456967993,0.4397469543032006,3050078177.182422209496662080000000000000000000,0.50
2022-03-15T00:00:00+00:00,1706824968.643428500805275596000000000000000000,1338202344.663631208573299184000000000000000000,0.5605286235642093,0.4394713764357907,3045027313.307059709378574780000000000000000000,0.50
2022-03-14T00:00:00+00:00,1745144082.576038228073471251000000000000000000,1341221697.302805123861687006000000000000000000,0.565436570724467,0.43456342927553304,3086365779.878843351935158257000000000000000000,0.50
2022-03-13T00:00:00+00:00,1742249919.915537489994658251000000000000000000,1354517840.029577034377493806000000000000000000,0.5626027054564842,0.43739729454351584,3096767759.945114524372152057000000000000000000,0.50
2022-03-12T00:00:00+00:00,1738563645.010179253475268751000000000000000000,1364906081.227517230665087076000000000000000000,0.5601999691866888,0.43980003081331115,3103469726.237696484140355827000000000000000000,0.50
