time,cvxcrv,crv,cvxcrv_p,crv_p,ideal
2021-10-31T00:00:00+00:00,35549909.766744703512383440000000000000000000,15026121.560338951552920442000000000000000000,0.7029003429873232,0.2970996570126768,0.50
2021-10-30T00:00:00+00:00,35522382.826024286020800340000000000000000000,14944825.569722839593378042000000000000000000,0.703870571708059,0.29612942829194094,0.50
2021-10-29T00:00:00+00:00,35943398.850820985272843740000000000000000000,14938940.659487018510212741000000000000000000,0.7064022448012515,0.29359775519874853,0.50
2021-10-28T00:00:00+00:00,36217453.065982798965632240000000000000000000,15059264.563081959220617041000000000000000000,0.7063137958240517,0.29368620417594826,0.50
2021-10-27T00:00:00+00:00,35435807.689300835977531740000000000000000000,17760237.257038385843372614000000000000000000,0.6661361333355933,0.33386386666440676,0.50
2021-10-26T00:00:00+00:00,34759776.685220798329733191000000000000000000,17996467.563702816517423481000000000000000000,0.6588751185776459,0.3411248814223541,0.50
2021-10-25T00:00:00+00:00,32470928.700426899477330991000000000000000000,18633372.441194067745979388000000000000000000,0.6353854367451969,0.3646145632548032,0.50
2021-10-24T00:00:00+00:00,33269662.153096191907722574000000000000000000,21194164.864104914351189588000000000000000000,0.6108579579358013,0.3891420420641987,0.50
2021-10-23T00:00:00+00:00,32985886.615752325487467074000000000000000000,22814073.197613317979711851000000000000000000,0.5911453471665635,0.40885465283343647,0.50
2021-10-22T00:00:00+00:00,32637619.789467879661921474000000000000000000,21927154.495595734557758551000000000000000000,0.5981445028794337,0.40185549712056634,0.50
2021-10-21T00:00:00+00:00,32182451.280476386538967374000000000000000000,22327934.194894575659367852000000000000000000,0.5903911887582808,0.40960881124171916,0.50
2021-10-20T00:00:00+00:00,32217547.808870401411259152000000000000000000,22139217.189904251329771583000000000000000000,0.5927053938842143,0.4072946061157858,0.50
