time,fei,crv,fei_p,crv_p,ideal
2022-08-09T00:00:00+00:00,1010609.178171364287256281000000000000000000,1013628.065311659622084788000000000000000000,0.499254314890704,0.500745685109296,0.5
2022-08-08T00:00:00+00:00,1010109.178171364287256281000000000000000000,1014117.303895498470445188000000000000000000,0.49900996114821067,0.5009900388517894,0.5
2022-08-05T00:00:00+00:00,1034073.645154766740256281000000000000000000,990655.072996309995445188000000000000000000,0.5107220714975844,0.4892779285024155,0.5
2022-08-04T00:00:00+00:00,1050987.565481476836332981000000000000000000,974101.854464723518496088000000000000000000,0.5189832879129841,0.4810167120870159,0.5
2022-08-03T00:00:00+00:00,1051716.741565510834825681000000000000000000,973388.358419859629646688000000000000000000,0.5193393377820779,0.48066066221792214,0.5
2022-08-02T00:00:00+00:00,1049438.701460687816642781000000000000000000,975614.508511856908778888000000000000000000,0.5182277168286931,0.48177228317130694,0.5
2022-08-01T00:00:00+00:00,1028503.287237322271647981000000000000000000,996088.331599127720757588000000000000000000,0.5080053071781517,0.49199469282184827,0.5
2022-07-31T00:00:00+00:00,1044498.887317651715647981000000000000000000,980432.001533138374757588000000000000000000,0.5158195240482685,0.4841804759517316,0.5
2022-07-30T00:00:00+00:00,1030809.776155083555503181000000000000000000,993819.578217023574835488000000000000000000,0.5091350542404666,0.49086494575953343,0.5
2022-07-29T00:00:00+00:00,993386.298568376463775481000000000000000000,1030432.248445988158421788000000000000000000,0.49084751201330185,0.5091524879866981,0.5
2022-07-28T00:00:00+00:00,1000467.798543137944646381000000000000000000,1023495.599831433124416788000000000000000000,0.4943112110360324,0.5056887889639676,0.5
2022-07-27T00:00:00+00:00,1029201.923451520356646381000000000000000000,1000891.050107301162386088000000000000000000,0.506972802160531,0.4930271978394691,0.5
2022-07-25T00:00:00+00:00,1033634.583916353665464581000000000000000000,996551.332560707228451288000000000000000000,0.5091329693144547,0.4908670306855452,0.5
2022-07-22T00:00:00+00:00,1009904.907303216188715081000000000000000000,1019766.807018792957163590000000000000000000,0.4975705677804967,0.5024294322195033,0.5
2022-07-21T00:00:00+00:00,1017802.832362557934912581000000000000000000,1012032.349450764835400890000000000000000000,0.5014214166163575,0.49857858338364247,0.5
2022-07-20T00:00:00+00:00,1054672.709147245246987981000000000000000000,975941.120496657841609190000000000000000000,0.5193861549402513,0.48061384505974875,0.5
2022-07-19T00:00:00+00:00,1092146.080636746821699781000000000000000000,1086418.834697473440833590000000000000000000,0.5013144538175018,0.49868554618249816,0.5
2022-07-18T00:00:00+00:00,1120236.320072958402699781000000000000000000,1117171.166389453837833590000000000000000000,0.5006849788655063,0.4993150211344937,0.5
2022-07-17T00:00:00+00:00,1112146.330725580407954781000000000000000000,1125087.734351341918278490000000000000000000,0.4971077224712926,0.5028922775287075,0.5
2022-07-14T00:00:00+00:00,1153915.125917658385951481000000000000000000,1084149.312062353105129290000000000000000000,0.515586194184443,0.48441380581555704,0.5
2022-07-13T00:00:00+00:00,1163694.154481786198503581000000000000000000,1074579.226243852481162090000000000000000000,0.5199070696647974,0.4800929303352026,0.5
2022-07-11T00:00:00+00:00,1161760.314852473738635381000000000000000000,1076464.209933551154597790000000000000000000,0.5190544120963639,0.48094558790363606,0.5
2022-07-10T00:00:00+00:00,1161230.061443712814034681000000000000000000,1076982.700634731433560690000000000000000000,0.5188202306403498,0.4811797693596502,0.5
2022-07-09T00:00:00+00:00,1145510.073455626477130381000000000000000000,1106899.283047325853789290000000000000000000,0.5085709976068131,0.4914290023931869,0.5
2022-07-08T00:00:00+00:00,1171806.944554685495151581000000000000000000,1081160.328579698483793090000000000000000000,0.5201171621656264,0.4798828378343736,0.5
2022-07-07T00:00:00+00:00,1134134.542410607168782681000000000000000000,1117840.824378254738367990000000000000000000,0.5036176501467656,0.49638234985323443,0.5
2022-07-06T00:00:00+00:00,1144133.735076918991151581000000000000000000,1108050.378276068386710890000000000000000000,0.5080107475643123,0.4919892524356877,0.5
2022-07-05T00:00:00+00:00,1178967.404133295633151581000000000000000000,1073957.150593723986710890000000000000000000,0.5233053195943118,0.4766946804056882,0.5
2022-07-04T00:00:00+00:00,1181985.313288171059385081000000000000000000,1072295.886275116023454290000000000000000000,0.5243291358314803,0.4756708641685197,0.5
2022-07-03T00:00:00+00:00,1412099.999110470989607981000000000000000000,1269752.921665799207873590000000000000000000,0.5265389418528346,0.4734610581471655,0.5
2022-07-02T00:00:00+00:00,1411987.087559440417971581000000000000000000,1269863.298889092256295390000000000000000000,0.5264973373213703,0.47350266267862967,0.5
2022-07-01T00:00:00+00:00,1531488.456557912242825581000000000000000000,1348706.991693498298283890000000000000000000,0.5317307398314552,0.4682692601685448,0.5
2022-06-30T00:00:00+00:00,1511923.682508230509213381000000000000000000,1367809.504239149082356290000000000000000000,0.5250221407546191,0.4749778592453809,0.5
2022-06-29T00:00:00+00:00,1515292.034112999125713781000000000000000000,1364505.967665878209363190000000000000000000,0.5261799727539881,0.47382002724601185,0.5
2022-06-28T00:00:00+00:00,1514029.275465165174144681000000000000000000,1365740.447848151257453390000000000000000000,0.525746646757297,0.47425335324270296,0.5
2022-06-27T00:00:00+00:00,1471913.337412871719297581000000000000000000,1406819.091122910379657290000000000000000000,0.5113060605502454,0.48869393944975453,0.5
2022-06-26T00:00:00+00:00,1501900.671535968779645281000000000000000000,1377468.360439912932193490000000000000000000,0.5216075657052316,0.4783924342947684,0.5
2022-06-25T00:00:00+00:00,1501900.671535968779645281000000000000000000,1377468.360439912932193490000000000000000000,0.5216075657052316,0.4783924342947684,0.5
2022-06-24T00:00:00+00:00,1471476.041396730341645281000000000000000000,1421828.197210109131193490000000000000000000,0.5085797828524468,0.4914202171475532,0.5
2022-06-23T00:00:00+00:00,1477794.030887676622544481000000000000000000,1415642.597054995456245390000000000000000000,0.5107400717251708,0.4892599282748292,0.5
2022-06-22T00:00:00+00:00,1497147.740163868256544481000000000000000000,1396697.359771041975245390000000000000000000,0.5173558668352853,0.4826441331647147,0.5
2022-06-20T00:00:00+00:00,1521165.302977584412329881000000000000000000,1393292.199620223007608390000000000000000000,0.5219377196688203,0.47806228033117976,0.5
2022-06-19T00:00:00+00:00,1397282.497278067948476881000000000000000000,1514527.499196973524931490000000000000000000,0.47986733302295836,0.5201326669770416,0.5
2022-06-18T00:00:00+00:00,1395852.864077514323487681000000000000000000,1515868.544396893945441590000000000000000000,0.4793909403609012,0.5206090596390988,0.5
2022-06-17T00:00:00+00:00,1485366.301888472598950581000000000000000000,1439767.941058048294148290000000000000000000,0.5077942338783898,0.4922057661216101,0.5
2022-06-16T00:00:00+00:00,1544057.577299884341626481000000000000000000,1420462.199937211519394490000000000000000000,0.5208457670466046,0.4791542329533955,0.5
2022-06-15T00:00:00+00:00,1497832.112656932062672681000000000000000000,1478783.046168000441627590000000000000000000,0.5031997865818253,0.4968002134181747,0.5
2022-06-14T00:00:00+00:00,1498746.006052978310211181000000000000000000,1485415.755648349095758190000000000000000000,0.5022334999690213,0.49776650003097866,0.5
2022-06-13T00:00:00+00:00,21849177.058820474251787681000000000000000000,23459766.544699501044259590000000000000000000,0.48222658312261,0.51777341687739,0.5
2022-06-12T00:00:00+00:00,25911192.980158853988787681000000000000000000,27550558.569699326399122315000000000000000000,0.4846678649500325,0.5153321350499676,0.5
2022-06-11T00:00:00+00:00,28336327.187135499482468781000000000000000000,25306133.875201940692226715000000000000000000,0.5282443539308552,0.4717556460691448,0.5
