time,susd,crv3,susd_p,crv3_p,ideal
2022-07-03T00:00:00+00:00,23989610.699289998752222336000000000000000000,34004167.869314669454476101000000000000000000,0.413658349074653,0.5863416509253471,0.50
2022-07-02T00:00:00+00:00,24089670.276678108088392692000000000000000000,33981103.019314489980105002000000000000000000,0.41483295140380905,0.585167048596191,0.50
2022-07-01T00:00:00+00:00,25596227.807823438910370892000000000000000000,33622777.209834509656352634000000000000000000,0.43222995388374297,0.567770046116257,0.50
2022-06-30T00:00:00+00:00,15981263.766682472900932192000000000000000000,37157181.955964657365059622000000000000000000,0.3007476705302165,0.6992523294697834,0.50
2022-06-29T00:00:00+00:00,27522356.805843053452226192000000000000000000,32611572.128989100487471519000000000000000000,0.4576843271902183,0.5423156728097818,0.50
2022-06-28T00:00:00+00:00,29041304.056879168060044134000000000000000000,34390423.023680457309213370000000000000000000,0.4578356193895856,0.5421643806104144,0.50
2022-06-27T00:00:00+00:00,32899728.530223494669241350000000000000000000,37687925.704747837956707357000000000000000000,0.46608332415619413,0.5339166758438059,0.50
2022-06-26T00:00:00+00:00,31302445.222517490232737750000000000000000000,40001185.865441077188243774000000000000000000,0.43900212015715573,0.5609978798428443,0.50
2022-06-25T00:00:00+00:00,30823948.160375511862389450000000000000000000,39339264.381475264337271001000000000000000000,0.43931779979415453,0.5606822002058455,0.50
2022-06-24T00:00:00+00:00,28703839.014643446127184750000000000000000000,35095513.606082595802111448000000000000000000,0.4499079980526109,0.5500920019473892,0.50
2022-06-23T00:00:00+00:00,29221440.592456603640806350000000000000000000,34269778.885874100495614130000000000000000000,0.46024380745167076,0.5397561925483293,0.50
2022-06-22T00:00:00+00:00,29416946.997179680247356650000000000000000000,32624172.250798680560913148000000000000000000,0.47415242267954805,0.525847577320452,0.50
2022-06-21T00:00:00+00:00,25120583.791980264522240750000000000000000000,30153669.357039999692338328000000000000000000,0.4544716999477998,0.5455283000522002,0.50
2022-06-20T00:00:00+00:00,20442496.283191281205277950000000000000000000,27775731.560035037969858621000000000000000000,0.42395785157548127,0.5760421484245187,0.50
2022-06-19T00:00:00+00:00,19336897.863345269631647950000000000000000000,21836280.802474580752905108000000000000000000,0.4696479234768897,0.5303520765231102,0.50
2022-06-18T00:00:00+00:00,16693153.600840217027896350000000000000000000,21225276.403872088447642918000000000000000000,0.4402385225012132,0.5597614774987868,0.50
2022-06-17T00:00:00+00:00,20872225.600178914997567750000000000000000000,23411877.470095216397078320000000000000000000,0.4713254679011321,0.5286745320988679,0.50
2022-06-16T00:00:00+00:00,18200303.017458341039929850000000000000000000,21313784.823217669179694085000000000000000000,0.46060288904664665,0.5393971109533534,0.50
2022-06-15T00:00:00+00:00,17740285.516403001939908650000000000000000000,22136082.062533650330797186000000000000000000,0.44488218444885913,0.5551178155511408,0.50
2022-06-14T00:00:00+00:00,19236373.339002769947399450000000000000000000,21235666.661885417767615514000000000000000000,0.47530031445364784,0.5246996855463522,0.50
2022-06-13T00:00:00+00:00,15372509.702850782176084650000000000000000000,20132809.128621798368210473000000000000000000,0.4329635730301991,0.5670364269698009,0.50
2022-06-12T00:00:00+00:00,22534393.297742713408765262000000000000000000,29546001.794699227462113033000000000000000000,0.4326847608921648,0.5673152391078352,0.50
2022-06-11T00:00:00+00:00,22977407.921845299027016662000000000000000000,29635699.187199676258055091000000000000000000,0.43672402533123045,0.5632759746687696,0.50
2022-06-10T00:00:00+00:00,23373869.858320375708890462000000000000000000,29998062.507042100680795150000000000000000000,0.43794310646862844,0.5620568935313716,0.50
2022-06-09T00:00:00+00:00,24037386.279545720120249262000000000000000000,29742655.446891801081090135000000000000000000,0.4469573750391732,0.5530426249608268,0.50
2022-06-08T00:00:00+00:00,22547278.770482234713634862000000000000000000,29288603.172729184999088528000000000000000000,0.4349743445126256,0.5650256554873744,0.50
2022-06-07T00:00:00+00:00,21344858.016942145590684462000000000000000000,28213456.206415848274915836000000000000000000,0.43070185803216476,0.5692981419678352,0.50
2022-06-06T00:00:00+00:00,23683587.395303363786345062000000000000000000,27317575.550954024445569076000000000000000000,0.46437347752756164,0.5356265224724384,0.50
2022-06-05T00:00:00+00:00,20377484.062495093085269862000000000000000000,27248909.700280859209008889000000000000000000,0.42786115959134025,0.5721388404086598,0.50
2022-06-04T00:00:00+00:00,20587534.146483732486062762000000000000000000,26726986.208876775254682415000000000000000000,0.4351208464517651,0.5648791535482349,0.50
2022-06-03T00:00:00+00:00,20948581.223529769830507862000000000000000000,26783471.920084152063347625000000000000000000,0.43887869563248577,0.5611213043675143,0.50
2022-06-02T00:00:00+00:00,24742882.177281313484773362000000000000000000,24809792.136845510249544893000000000000000000,0.49932486025738954,0.5006751397426105,0.50
2022-06-01T00:00:00+00:00,29214253.340752558792543062000000000000000000,23337462.643774298681463336000000000000000000,0.5559143558576527,0.4440856441423473,0.50
2022-05-31T00:00:00+00:00,28216133.923763088654448462000000000000000000,23982119.251504198177463485000000000000000000,0.540557053298721,0.45944294670127905,0.50
2022-05-30T00:00:00+00:00,23293695.683855161893984062000000000000000000,24275823.691070671117555904000000000000000000,0.4896769189586011,0.5103230810413989,0.50
2022-05-29T00:00:00+00:00,24214608.776518684284426262000000000000000000,25302141.566250414961429745000000000000000000,0.48901853633160985,0.5109814636683901,0.50
2022-05-28T00:00:00+00:00,24007887.031787065989689962000000000000000000,25305440.415411058437606518000000000000000000,0.4868437859419106,0.5131562140580894,0.50
2022-05-27T00:00:00+00:00,23702104.576012039839570862000000000000000000,25388675.582131715500064185000000000000000000,0.48282191685804887,0.5171780831419511,0.50
2022-05-26T00:00:00+00:00,24277400.518636216958588162000000000000000000,22414829.059819397420504318000000000000000000,0.5199451972590771,0.48005480274092294,0.50
2022-05-25T00:00:00+00:00,21506893.601709941663217362000000000000000000,23164417.531440519628487287000000000000000000,0.4814475567463193,0.5185524432536807,0.50
2022-05-24T00:00:00+00:00,20684100.004620029775961862000000000000000000,19647820.947280051371420754000000000000000000,0.5128468844637458,0.4871531155362542,0.50
2022-05-23T00:00:00+00:00,20812305.418694685398508462000000000000000000,19974640.143271355704266824000000000000000000,0.510268791446404,0.4897312085535959,0.50
2022-05-22T00:00:00+00:00,21201381.612519415827737162000000000000000000,19264808.444965715925030126000000000000000000,0.5239282863645263,0.47607171363547374,0.50
2022-05-21T00:00:00+00:00,21023270.357430858806103262000000000000000000,18799477.383704373416924458000000000000000000,0.5279211392968421,0.47207886070315785,0.50
2022-05-20T00:00:00+00:00,20660079.545221320333709747000000000000000000,17012647.870778061427770857000000000000000000,0.5484094453019908,0.45159055469800924,0.50
2022-05-19T00:00:00+00:00,19870844.406483990031734547000000000000000000,16861431.905403981830030095000000000000000000,0.5409641438435173,0.4590358561564826,0.50
2022-05-18T00:00:00+00:00,17449126.190965231878658647000000000000000000,15895407.127254720098763766000000000000000000,0.5232979578523826,0.4767020421476174,0.50
2022-05-17T00:00:00+00:00,16137012.258078475569457047000000000000000000,15918204.856483734323553896000000000000000000,0.5034129764401961,0.49658702355980394,0.50
2022-05-16T00:00:00+00:00,16320717.390333963492268947000000000000000000,16312540.739538355143260026000000000000000000,0.5001252809444137,0.4998747190555864,0.50
2022-05-15T00:00:00+00:00,15122269.313084351058039247000000000000000000,15164988.406673516154414291000000000000000000,0.4992947678858146,0.5007052321141854,0.50
2022-05-14T00:00:00+00:00,16512962.698710222138252247000000000000000000,14910233.062586735566532909000000000000000000,0.5255023335038622,0.47449766649613784,0.50
2022-05-13T00:00:00+00:00,16835598.798311791200992947000000000000000000,14004133.790723331558094271000000000000000000,0.545906121257925,0.4540938787420749,0.50
2022-05-12T00:00:00+00:00,16323763.333946528891498047000000000000000000,12366660.784127659674595646000000000000000000,0.56896207831459,0.43103792168541,0.50
2022-05-11T00:00:00+00:00,29741522.311758197587379347000000000000000000,16539790.595388208860586454000000000000000000,0.6426248618190289,0.3573751381809711,0.50
2022-05-10T00:00:00+00:00,30113618.158551906066563447000000000000000000,26440693.530853452482088766000000000000000000,0.5324725429236064,0.46752745707639365,0.50
2022-05-09T00:00:00+00:00,32843715.343374643047870547000000000000000000,26794427.851575280870432411000000000000000000,0.5507165982014646,0.4492834017985355,0.50
2022-05-08T00:00:00+00:00,31674377.042347292092469428000000000000000000,31697928.395014009936043142000000000000000000,0.4998141826109672,0.5001858173890328,0.50
2022-05-07T00:00:00+00:00,31310482.356206648427469928000000000000000000,32121867.051008558102591384000000000000000000,0.4936043304214299,0.5063956695785701,0.50
2022-05-06T00:00:00+00:00,29463617.924337570166469928000000000000000000,30335425.214004618132511058000000000000000000,0.49271052475162386,0.5072894752483762,0.50
2022-05-05T00:00:00+00:00,28707912.897375230172714947000000000000000000,30992450.136994824588855714000000000000000000,0.48086663863078716,0.5191333613692128,0.50
2022-05-04T00:00:00+00:00,24709822.866221735558714947000000000000000000,28732097.724529250520959543000000000000000000,0.46236779279407453,0.5376322072059255,0.50
2022-05-03T00:00:00+00:00,26769781.893738885407790747000000000000000000,28443014.802897306262923863000000000000000000,0.484847417543872,0.5151525824561279,0.50
2022-05-02T00:00:00+00:00,27527519.230982234278135747000000000000000000,28176385.173970747530689367000000000000000000,0.494175758863585,0.505824241136415,0.50
2022-05-01T00:00:00+00:00,28735391.519208649180135747000000000000000000,26970181.495114461348202799000000000000000000,0.5158441061511055,0.4841558938488945,0.50
2022-04-30T00:00:00+00:00,27381462.862444661183135747000000000000000000,26842822.645519951716903088000000000000000000,0.5049667802155327,0.4950332197844673,0.50
2022-04-29T00:00:00+00:00,24078293.232982547101262247000000000000000000,28489024.089266572235635402000000000000000000,0.45804683327051593,0.541953166729484,0.50
2022-04-28T00:00:00+00:00,24072693.059120065631316447000000000000000000,27789441.992387619714665524000000000000000000,0.46416702735457954,0.5358329726454205,0.50
2022-04-27T00:00:00+00:00,22955698.633295844761154947000000000000000000,25302938.569940339682070027000000000000000000,0.475680623483426,0.524319376516574,0.50
2022-04-26T00:00:00+00:00,24049140.388472258524153847000000000000000000,24185995.578488244559424311000000000000000000,0.4985813744765877,0.5014186255234123,0.50
2022-04-25T00:00:00+00:00,21263837.845914088030782647000000000000000000,23042514.519379555311088323000000000000000000,0.4799275207897869,0.5200724792102132,0.50
2022-04-24T00:00:00+00:00,20989007.959012046068326547000000000000000000,22889259.679806661578662844000000000000000000,0.4783463224159575,0.5216536775840426,0.50
2022-04-23T00:00:00+00:00,21032929.280224935922596347000000000000000000,22859073.709603533203484373000000000000000000,0.47919729899542535,0.5208027010045747,0.50
2022-04-22T00:00:00+00:00,20984372.733497867317749847000000000000000000,22860487.083489191526965371000000000000000000,0.47860508212567654,0.5213949178743235,0.50
2022-04-21T00:00:00+00:00,23145778.431302035509179247000000000000000000,22741193.584193660312249805000000000000000000,0.5044084936239828,0.49559150637601723,0.50
2022-04-20T00:00:00+00:00,24068402.487152281889473647000000000000000000,24619058.227652422780140531000000000000000000,0.49434499425092526,0.5056550057490747,0.50
2022-04-19T00:00:00+00:00,23814727.790144345660340947000000000000000000,24757442.930952542926355578000000000000000000,0.4902957277097898,0.5097042722902102,0.50
2022-04-18T00:00:00+00:00,25121238.975403806471189847000000000000000000,25594382.509461527904898398000000000000000000,0.49533532745725184,0.5046646725427482,0.50
2022-04-17T00:00:00+00:00,26064171.809569331970638747000000000000000000,25382102.159143540418789147000000000000000000,0.5066289509211162,0.4933710490788838,0.50
2022-04-16T00:00:00+00:00,26074459.484059746572638747000000000000000000,25354991.716348472921269666000000000000000000,0.506994705863258,0.493005294136742,0.50
2022-04-15T00:00:00+00:00,26524545.973178664288334047000000000000000000,24853906.479060609881630220000000000000000000,0.5162581725838381,0.4837418274161619,0.50
2022-04-14T00:00:00+00:00,28509944.554907163418273947000000000000000000,24095169.252733078702114362000000000000000000,0.541961465175396,0.45803853482460394,0.50
2022-04-13T00:00:00+00:00,24261181.321355016820358347000000000000000000,23967101.065567902059970108000000000000000000,0.5030488360898672,0.4969511639101328,0.50
2022-04-12T00:00:00+00:00,24883692.114981641874661347000000000000000000,24369970.363193530147077412000000000000000000,0.5052150614384844,0.4947849385615156,0.50
2022-04-11T00:00:00+00:00,26440929.625494400880584147000000000000000000,22999399.314126690806447191000000000000000000,0.5348048888951636,0.46519511110483636,0.50
2022-04-10T00:00:00+00:00,23901105.026026640311862247000000000000000000,24123243.364462775043903727000000000000000000,0.4976872321449329,0.5023127678550671,0.50
2022-04-09T00:00:00+00:00,26060268.013149524383862247000000000000000000,25194210.525197165554590438000000000000000000,0.5084486030552863,0.4915513969447137,0.50
2022-04-08T00:00:00+00:00,26164450.041080710405438447000000000000000000,25033763.378587352610832723000000000000000000,0.5110422472482116,0.48895775275178843,0.50
2022-04-07T00:00:00+00:00,25308763.208627556101438447000000000000000000,24975879.714760771765020046000000000000000000,0.5033099916248183,0.49669000837518174,0.50
2022-04-06T00:00:00+00:00,28400473.744246664063438447000000000000000000,25288245.340116607657526435000000000000000000,0.528984006856633,0.471015993143367,0.50
2022-04-05T00:00:00+00:00,29146033.717533282686796847000000000000000000,26803660.019326538492407351000000000000000000,0.520932855407782,0.479067144592218,0.50
2022-04-04T00:00:00+00:00,27903562.168766010447796847000000000000000000,26792788.147499259502739924000000000000000000,0.5101540049276052,0.48984599507239485,0.50
2022-04-03T00:00:00+00:00,24806796.232180644083796847000000000000000000,26876156.780666346416664291000000000000000000,0.4799802407965029,0.5200197592034971,0.50
2022-04-02T00:00:00+00:00,24882070.617952177763097747000000000000000000,26873656.353202549159046570000000000000000000,0.48075975498942997,0.5192402450105701,0.50
2022-04-01T00:00:00+00:00,24825120.649238915657563447000000000000000000,27237172.474637270518911166000000000000000000,0.47683494444185204,0.523165055558148,0.50
2022-03-31T00:00:00+00:00,26821334.478543317642563447000000000000000000,26455023.646137148852046210000000000000000000,0.5034378366436845,0.49656216335631553,0.50
2022-03-30T00:00:00+00:00,24599634.627159497760128247000000000000000000,25439265.732765694599081203000000000000000000,0.4916102162560847,0.5083897837439153,0.50
2022-03-29T00:00:00+00:00,23213684.838463519041050447000000000000000000,25835380.626629645461493353000000000000000000,0.47327476310397887,0.5267252368960211,0.50
2022-03-28T00:00:00+00:00,24308856.161796433671090227000000000000000000,25023412.468625511853000684000000000000000000,0.4927577189670492,0.5072422810329508,0.50
2022-03-27T00:00:00+00:00,23674226.959493436580161727000000000000000000,25341667.261426486922177524000000000000000000,0.48299082034066626,0.5170091796593337,0.50
2022-03-26T00:00:00+00:00,23043397.638892745102293027000000000000000000,25585714.410156654503345546000000000000000000,0.47386013578965186,0.5261398642103481,0.50
2022-03-25T00:00:00+00:00,23687580.294747420858749227000000000000000000,25198199.030106204542384513000000000000000000,0.4845495074823244,0.5154504925176756,0.50
2022-03-24T00:00:00+00:00,24035603.621428372634749227000000000000000000,25077748.518861090692039346000000000000000000,0.4893904116496071,0.5106095883503929,0.50
2022-03-23T00:00:00+00:00,22570275.717652991044615927000000000000000000,25101917.888519502163161580000000000000000000,0.47344739166209965,0.5265526083379003,0.50
2022-03-22T00:00:00+00:00,23387942.320189144104951327000000000000000000,25172798.613285935544040403000000000000000000,0.4816224355437459,0.5183775644562542,0.50
2022-03-21T00:00:00+00:00,23537373.539226858487951327000000000000000000,24960326.780607678626998684000000000000000000,0.4853296833458425,0.5146703166541575,0.50
2022-03-20T00:00:00+00:00,23913228.155485438877951327000000000000000000,24666239.395166170235418203000000000000000000,0.4922496964494763,0.5077503035505236,0.50
2022-03-19T00:00:00+00:00,24562443.567201409179563727000000000000000000,24564766.528735079621318386000000000000000000,0.49997635768926085,0.5000236423107391,0.50
2022-03-18T00:00:00+00:00,22870571.615435890402007827000000000000000000,25508456.359169740580953681000000000000000000,0.47273731145323455,0.5272626885467654,0.50
2022-03-17T00:00:00+00:00,23780972.755500935059689227000000000000000000,25763536.167041105906893671000000000000000000,0.47999209746291244,0.5200079025370875,0.50
2022-03-16T00:00:00+00:00,25450719.079924850194194727000000000000000000,25213554.060637052823760674000000000000000000,0.502340554838612,0.49765944516138805,0.50
2022-03-15T00:00:00+00:00,25145443.457806993325194727000000000000000000,26220627.517375033015035047000000000000000000,0.489534102578261,0.510465897421739,0.50
2022-03-14T00:00:00+00:00,24747200.754684903994060227000000000000000000,26474571.734933645155412216000000000000000000,0.48313831310114425,0.5168616868988557,0.50
2022-03-13T00:00:00+00:00,23552062.494311351577399727000000000000000000,26768417.943072114062958426000000000000000000,0.4680412883501475,0.5319587116498525,0.50
2022-03-12T00:00:00+00:00,23475416.555018982685914927000000000000000000,26052592.795667323201065501000000000000000000,0.47398263856719464,0.5260173614328054,0.50
2022-03-11T00:00:00+00:00,23626325.051848929972688827000000000000000000,25539408.617653849113903952000000000000000000,0.4805445436992269,0.519455456300773,0.50
2022-03-10T00:00:00+00:00,23699768.164124386311459027000000000000000000,25088085.193779297447232090000000000000000000,0.4857718988016307,0.5142281011983693,0.50
2022-03-09T00:00:00+00:00,22924117.488495653755322127000000000000000000,25222038.874506444903620643000000000000000000,0.47613598301923193,0.523864016980768,0.50
2022-03-08T00:00:00+00:00,24088517.957677876983729927000000000000000000,24423747.335922850329385979000000000000000000,0.49654490079760105,0.503455099202399,0.50
2022-03-07T00:00:00+00:00,27858438.175830517699506827000000000000000000,25888917.198902434979216362000000000000000000,0.5183220268531944,0.48167797314680555,0.50
2022-03-06T00:00:00+00:00,26961736.672350017044016227000000000000000000,26273660.388969512453519495000000000000000000,0.5064625824297688,0.4935374175702311,0.50
2022-03-05T00:00:00+00:00,25999021.364212394034611227000000000000000000,28772954.410208820012022682000000000000000000,0.4746774421884935,0.5253225578115065,0.50
2022-03-04T00:00:00+00:00,23070911.527073321853819527000000000000000000,27857721.531140842333330979000000000000000000,0.453004727236681,0.546995272763319,0.50
2022-03-03T00:00:00+00:00,27609449.723122445619819527000000000000000000,24556751.880037778757946928000000000000000000,0.529259345603761,0.4707406543962391,0.50
2022-03-02T00:00:00+00:00,28036216.243210780179819527000000000000000000,24865873.059280377612611011000000000000000000,0.5299642530732819,0.4700357469267182,0.50
2022-03-01T00:00:00+00:00,30456856.051655338790337627000000000000000000,27144666.219260103907866867000000000000000000,0.5287508880131424,0.4712491119868576,0.50
2022-02-28T00:00:00+00:00,33328900.821399810052337627000000000000000000,26780002.105622505398240732000000000000000000,0.5544752806728835,0.44552471932711646,0.50
2022-02-27T00:00:00+00:00,33610829.920637908504780327000000000000000000,27015706.824686589111249238000000000000000000,0.5543913890682526,0.44560861093174736,0.50
2022-02-26T00:00:00+00:00,31901301.402291473286780327000000000000000000,28499625.898910533845527936000000000000000000,0.5281591331074916,0.4718408668925084,0.50
2022-02-25T00:00:00+00:00,32092633.445280344344010027000000000000000000,28348019.672979182962956255000000000000000000,0.5309776084399218,0.46902239156007824,0.50
2022-02-24T00:00:00+00:00,29306195.142586286139010027000000000000000000,32402625.293230620203115012000000000000000000,0.4749109598208499,0.52508904017915,0.50
2022-02-23T00:00:00+00:00,30402541.286210013648229127000000000000000000,32416865.906107549861304609000000000000000000,0.48396733820067095,0.516032661799329,0.50
2022-02-22T00:00:00+00:00,27408853.411636591027061827000000000000000000,33480040.597974520281729786000000000000000000,0.4501453648888777,0.5498546351111223,0.50
2022-02-21T00:00:00+00:00,29647535.355764299772971827000000000000000000,34071802.036211821860229356000000000000000000,0.4652831710001064,0.5347168289998936,0.50
2022-02-20T00:00:00+00:00,30726348.000678166964544827000000000000000000,34026640.269421830666873940000000000000000000,0.47451629371159393,0.525483706288406,0.50
2022-02-19T00:00:00+00:00,30730738.171869455862711427000000000000000000,34577375.586325822779287390000000000000000000,0.4705500802802342,0.5294499197197658,0.50
2022-02-18T00:00:00+00:00,28400384.430466860707723827000000000000000000,34641339.117849377145802549000000000000000000,0.45050139545598444,0.5494986045440156,0.50
2022-02-17T00:00:00+00:00,30813885.457116002065723827000000000000000000,34778925.315649942457177333000000000000000000,0.46977534723835757,0.5302246527616424,0.50
2022-02-16T00:00:00+00:00,35391567.712680862448703027000000000000000000,34139798.511320543038204189000000000000000000,0.5090014713455193,0.4909985286544807,0.50
2022-02-15T00:00:00+00:00,31640536.632840361160087527000000000000000000,35890542.082655911277648817000000000000000000,0.4685329663715241,0.5314670336284759,0.50
2022-02-14T00:00:00+00:00,32088001.854235378745904227000000000000000000,35537853.515459091524057642000000000000000000,0.47449310147454554,0.5255068985254545,0.50
2022-02-13T00:00:00+00:00,30815728.991097610599337227000000000000000000,37053478.653417032618566884000000000000000000,0.45404580457906984,0.5459541954209302,0.50
2022-02-12T00:00:00+00:00,29539667.895468657918016627000000000000000000,37470279.493285933290748663000000000000000000,0.4408251169650361,0.5591748830349639,0.50
2022-02-11T00:00:00+00:00,33078612.805310321518016627000000000000000000,36559236.165970752641318721000000000000000000,0.47500911205560176,0.5249908879443983,0.50
2022-02-10T00:00:00+00:00,34351284.748364799724043227000000000000000000,35349002.099571513836318745000000000000000000,0.4928428031194232,0.5071571968805768,0.50
2022-02-09T00:00:00+00:00,32743279.979087165375244027000000000000000000,36250783.528415334365666927000000000000000000,0.4745811206717317,0.5254188793282683,0.50
2022-02-08T00:00:00+00:00,29293833.456337664077168927000000000000000000,37029042.527391799756303511000000000000000000,0.44168521074876366,0.5583147892512363,0.50
2022-02-07T00:00:00+00:00,30137019.872977369668302727000000000000000000,35480481.069691646467785793000000000000000000,0.4592832619350824,0.5407167380649176,0.50
2022-02-06T00:00:00+00:00,25812380.491340832637302727000000000000000000,36326429.779415441856430742000000000000000000,0.41539869171728633,0.5846013082827136,0.50
2022-02-05T00:00:00+00:00,28168957.652600584482207327000000000000000000,35151976.644493580632921077000000000000000000,0.4448601077241729,0.555139892275827,0.50
2022-02-04T00:00:00+00:00,26948284.562486465769207327000000000000000000,35384212.570363184151675463000000000000000000,0.43233122050367107,0.567668779496329,0.50
2022-02-03T00:00:00+00:00,27196767.742515186967727827000000000000000000,34764944.400427744337601772000000000000000000,0.43892860287290714,0.5610713971270929,0.50
2022-02-02T00:00:00+00:00,28320019.812719178346287127000000000000000000,34934590.036357843683546539000000000000000000,0.447714718030664,0.552285281969336,0.50
2022-02-01T00:00:00+00:00,28261688.265315766615369827000000000000000000,34305318.504582184909632481000000000000000000,0.45170273798223226,0.5482972620177677,0.50
