time,crv3,mim,mim_p,crv3_p,ideal
2022-01-20T00:00:00+00:00,1689335733.465656859026456175000000000000000000,1426875375.703200578488136471000000000000000000,0.45788790480365454,0.5421120951963454,0.50
2022-01-19T00:00:00+00:00,1697891026.467919956977941771000000000000000000,1548209523.886577841486193371000000000000000000,0.47694441372664875,0.5230555862733512,0.50
2022-01-18T00:00:00+00:00,1717664715.914047796705276359000000000000000000,1623997265.836024683899099694000000000000000000,0.4859849005390772,0.5140150994609227,0.50
2022-01-17T00:00:00+00:00,1700746173.578097299003270559000000000000000000,1660873973.927111952656927794000000000000000000,0.49406949656691934,0.5059305034330807,0.50
2022-01-16T00:00:00+00:00,1692426031.897695019253041337000000000000000000,1674728894.220064323386991200000000000000000000,0.49737209334498383,0.5026279066550162,0.50
2022-01-15T00:00:00+00:00,1667174057.845791858459462737000000000000000000,1695317281.341014245339786600000000000000000000,0.5041848767262592,0.4958151232737407,0.50
2022-01-14T00:00:00+00:00,1593555891.760079443641212137000000000000000000,1749478304.366077674156772100000000000000000000,0.523320493219405,0.476679506780595,0.50
2022-01-13T00:00:00+00:00,1653688185.790137697878824877000000000000000000,1751476652.941553610465198729000000000000000000,0.5143588448405098,0.4856411551594902,0.50
2022-01-12T00:00:00+00:00,1648548698.752117527610685877000000000000000000,1726521175.977310957115632429000000000000000000,0.5115512389549334,0.4884487610450666,0.50
2022-01-11T00:00:00+00:00,1667326172.451874275214359877000000000000000000,1706359233.061535725540570429000000000000000000,0.505784928930521,0.4942150710694791,0.50
2022-01-10T00:00:00+00:00,1696209542.129483291681681850000000000000000000,1686632233.448598398277827400000000000000000000,0.4985844285195325,0.5014155714804676,0.50
2022-01-09T00:00:00+00:00,1625566895.512286191576015332000000000000000000,1707527917.680950965322271600000000000000000000,0.5122950331092057,0.4877049668907944,0.50
2022-01-08T00:00:00+00:00,1655199192.921074115213259032000000000000000000,1725665473.032510809036055500000000000000000000,0.5104213399638642,0.4895786600361358,0.50
2022-01-07T00:00:00+00:00,1641623793.920441202308822632000000000000000000,1735588926.884190521232797600000000000000000000,0.5139116396762479,0.48608836032375213,0.50
2022-01-06T00:00:00+00:00,1720887120.582557853359422735000000000000000000,1703319381.722159462114637025000000000000000000,0.49743477228248734,0.5025652277175127,0.50
2022-01-05T00:00:00+00:00,1721257654.556479783352656208000000000000000000,1699830905.780762351900012831000000000000000000,0.4968684311443833,0.5031315688556167,0.50
2022-01-04T00:00:00+00:00,1706915179.529383690309164675000000000000000000,1705352513.348413645912200982000000000000000000,0.49977102233446813,0.5002289776655319,0.50
