time,fei,crv3,fei_p,crv3_p,ideal
2021-09-15T00:00:00+00:00,64271709.58,65909451.92,0.493709757,0.506290243,0.5
2021-09-14T00:00:00+00:00,61995202.88,62326447.51,0.498667792,0.501332208,0.5
2021-09-13T00:00:00+00:00,61743827.16,60350493,0.505705975,0.494294025,0.5
2021-09-12T00:00:00+00:00,58652134.2,58801568.73,0.499363858,0.500636142,0.5
2021-09-11T00:00:00+00:00,56721067.2,55977410.35,0.503299321,0.496700679,0.5
2021-09-10T00:00:00+00:00,56848981.5,55342782.01,0.506712612,0.493287388,0.5
2021-09-09T00:00:00+00:00,53548705.13,53399434.31,0.500697865,0.499302135,0.5
2021-09-08T00:00:00+00:00,48252609.13,47528012.41,0.503782585,0.496217415,0.5
2021-09-07T00:00:00+00:00,43223034.07,41291457.19,0.511427489,0.488572511,0.5
2021-09-06T00:00:00+00:00,26321457.44,27961412.03,0.484894364,0.515105636,0.5
2021-09-05T00:00:00+00:00,12218210.36,14313770.47,0.460508789,0.539491211,0.5
2021-08-25T00:00:00+00:00,515000,495639.3245,0.50957843,0.49042157,0.5
2021-08-17T00:00:00+00:00,500000,510371.993,0.49486724,0.50513276,0.5
