time,alusd,crv3,alusd_p,crv3_p,ideal
2021-07-07T00:00:00+00:00,202088634.023103551539784065000000000000000000,199521986.091786060992498908000000000000000000,0.5031954433010054,0.4968045566989946,0.50
2021-07-06T00:00:00+00:00,203703811.492395717836094565000000000000000000,198777453.946665065928867808000000000000000000,0.5061199836722295,0.4938800163277705,0.50
2021-07-05T00:00:00+00:00,214502565.751078742167223265000000000000000000,213043238.423776258616726675000000000000000000,0.5017066327315723,0.4982933672684276,0.50
2021-07-04T00:00:00+00:00,213475036.893803722739935665000000000000000000,213457781.722614563352265653000000000000000000,0.5000202082979297,0.4999797917020703,0.50
2021-07-03T00:00:00+00:00,212329284.429962073676758765000000000000000000,210313905.771246651661374632000000000000000000,0.5023842554493259,0.4976157445506741,0.50
2021-07-02T00:00:00+00:00,212756244.686826333316709865000000000000000000,210541108.891723190714999032000000000000000000,0.5026165245026651,0.4973834754973349,0.50
2021-07-01T00:00:00+00:00,208125330.988435442938404465000000000000000000,205289474.736934644176914132000000000000000000,0.5034297952228937,0.4965702047771063,0.50
2021-06-30T00:00:00+00:00,205865431.125344164428940592000000000000000000,210963019.233529218608885888000000000000000000,0.49388526850339004,0.50611473149661,0.50
2021-06-29T00:00:00+00:00,207273270.294167656809192913000000000000000000,210506663.316800469400512815000000000000000000,0.49613026768101826,0.5038697323189817,0.50
2021-06-28T00:00:00+00:00,213572003.495271338683497013000000000000000000,215280588.606978625835172565000000000000000000,0.4980079575789297,0.5019920424210703,0.50
2021-06-27T00:00:00+00:00,213211116.828773392624598103000000000000000000,210073714.585043700057520467000000000000000000,0.5037060178051389,0.49629398219486104,0.50
2021-06-26T00:00:00+00:00,212571106.447382905269822719000000000000000000,210592745.619321247818649713000000000000000000,0.5023375824971811,0.497662417502819,0.50
2021-06-25T00:00:00+00:00,212535211.398135913772749319000000000000000000,212798647.769908214496828381000000000000000000,0.4996903181276379,0.5003096818723621,0.50
2021-06-24T00:00:00+00:00,212481142.970348008841177319000000000000000000,206478784.045812071124852894000000000000000000,0.507163404585356,0.49283659541464403,0.50
2021-06-23T00:00:00+00:00,213616923.136092571457944604000000000000000000,225838553.525379456483292788000000000000000000,0.48609457494746205,0.513905425052538,0.50
2021-06-22T00:00:00+00:00,213250958.095958971752889304000000000000000000,222730132.101734894107285088000000000000000000,0.48912891611712145,0.5108710838828785,0.50
2021-06-21T00:00:00+00:00,219953510.735490469006745104000000000000000000,214457908.861820548045688633000000000000000000,0.5063253423203794,0.4936746576796206,0.50
2021-06-20T00:00:00+00:00,310416340.393095690536095404000000000000000000,304355801.970336415305033441000000000000000000,0.5049290932405136,0.49507090675948645,0.50
2021-06-19T00:00:00+00:00,318207926.353691976888628704000000000000000000,304907423.702092298417468667000000000000000000,0.5106725846590113,0.48932741534098867,0.50
2021-06-18T00:00:00+00:00,336500955.876660801269937104000000000000000000,323874279.496825163925891639000000000000000000,0.5095602285666379,0.4904397714333621,0.50
2021-06-17T00:00:00+00:00,348408437.044908769596662015000000000000000000,345263017.082825462500763339000000000000000000,0.5022672260357308,0.4977327739642692,0.50
2021-06-16T00:00:00+00:00,371076518.122105293741204882000000000000000000,364609711.634435460132749171000000000000000000,0.5043950846339817,0.4956049153660183,0.50
2021-06-15T00:00:00+00:00,386840122.447849575662242882000000000000000000,429954873.724622536162915663000000000000000000,0.47360736079505256,0.5263926392049474,0.50
2021-06-14T00:00:00+00:00,340380635.723988483719642082000000000000000000,401234153.106856846272269968000000000000000000,0.45897228702868514,0.5410277129713148,0.50
2021-06-13T00:00:00+00:00,283791207.354305311041224092000000000000000000,315245247.978101111474216574000000000000000000,0.4737461381992671,0.5262538618007329,0.50
2021-06-12T00:00:00+00:00,265966929.769064770572280092000000000000000000,290378896.511716029840829979000000000000000000,0.47806043867907905,0.521939561320921,0.50
2021-06-11T00:00:00+00:00,248064685.243657750285087964000000000000000000,292392122.763466017566707282000000000000000000,0.45899076775139447,0.5410092322486055,0.50
2021-06-10T00:00:00+00:00,233566051.408466911523858964000000000000000000,252999276.903188632264735371000000000000000000,0.48003019906684113,0.5199698009331589,0.50
2021-06-09T00:00:00+00:00,223205237.453573740117007964000000000000000000,235295185.001406146315697928000000000000000000,0.48681577272808346,0.5131842272719166,0.50
2021-06-08T00:00:00+00:00,220184540.538052103097038400000000000000000000,224548644.001411157376978157000000000000000000,0.49509357113987545,0.5049064288601246,0.50
2021-06-07T00:00:00+00:00,224541147.766262101758624400000000000000000000,249817311.509895938865922029000000000000000000,0.4733575282053537,0.5266424717946463,0.50
2021-06-06T00:00:00+00:00,195639714.789934281330058500000000000000000000,211266019.197331996119604329000000000000000000,0.4807986185715845,0.5192013814284154,0.50
2021-06-05T00:00:00+00:00,185526218.398025346719033000000000000000000000,211601571.668391480244217528000000000000000000,0.4671700723009019,0.5328299276990981,0.50
2021-06-04T00:00:00+00:00,214880572.344964432440116200000000000000000000,214648308.059364462810788328000000000000000000,0.5002703709764305,0.4997296290235696,0.50
2021-06-03T00:00:00+00:00,220072477.492111914889493300000000000000000000,220354728.897788524541376345000000000000000000,0.4996795708784771,0.5003204291215229,0.50
2021-06-02T00:00:00+00:00,218846764.709312418106159831000000000000000000,221925658.486995260773462323000000000000000000,0.4965073883758926,0.5034926116241074,0.50
2021-06-01T00:00:00+00:00,219874718.983019724251398331000000000000000000,232598683.821073101183283601000000000000000000,0.4859395438945143,0.5140604561054857,0.50
2021-05-31T00:00:00+00:00,223541956.864573756365119831000000000000000000,226342771.229408085164725668000000000000000000,0.49688718666145826,0.5031128133385417,0.50
2021-05-30T00:00:00+00:00,222889257.913925835753005931000000000000000000,224173854.124211091160811646000000000000000000,0.4985632943361969,0.501436705663803,0.50
2021-05-29T00:00:00+00:00,224126756.659170504961616531000000000000000000,223571718.964552578071777026000000000000000000,0.5006198789194498,0.4993801210805502,0.50
2021-05-28T00:00:00+00:00,225449180.269500417203302651000000000000000000,220032891.546762443398696325000000000000000000,0.5060791320968938,0.4939208679031062,0.50
