# TXs,Agg. # TXs,Unique Senders,Unique Receivers,Unique Users,Vol (Native),Agg. Vol (Native),Mints (Native),Burns (Native),Supply (Native),token,date,chain,supply_ntv
147.0,198.0,30.0,36.0,41.0,1091.998217,1477.460646,34.43204626,0.0,32.25416361,BUSD,2022-07-31,polygon,32.25416361
51.0,25006.0,27.0,28.0,33.0,385.4624294,12510258.42,0.0,-2.17788265,99115.40916,BUSD,2022-07-30,polygon,99115.40916
168.0,24955.0,36.0,51.0,60.0,1730.759742,12509872.95,40.92417122,0.0,99117.58704,BUSD,2022-07-29,polygon,99117.58704
102.0,24787.0,32.0,38.0,45.0,1135.405897,12508142.19,43.80130992,0.0,99076.66287,BUSD,2022-07-28,polygon,99076.66287
122.0,24685.0,33.0,42.0,46.0,380.4301917,12507006.79,15.18834626,0.0,99032.86156,BUSD,2022-07-27,polygon,99032.86156
56.0,24563.0,29.0,30.0,39.0,3544.437467,12506626.36,423.9555131,0.0,99017.67321,BUSD,2022-07-26,polygon,99017.67321
71.0,24507.0,31.0,40.0,44.0,2814.65631,12503081.92,180.9527437,0.0,98593.7177,BUSD,2022-07-25,polygon,98593.7177
43.0,24436.0,21.0,27.0,29.0,2961.09375,12500267.26,0.0,-0.05,98412.76495,BUSD,2022-07-24,polygon,98412.76495
23.0,24393.0,18.0,18.0,23.0,1724.581027,12497306.17,6.58772178,0.0,98412.81495,BUSD,2022-07-23,polygon,98412.81495
84.0,24370.0,26.0,30.0,34.0,146.7668036,12495581.59,0.0,0.0,98406.22723,BUSD,2022-07-22,polygon,98406.22723
72.0,24286.0,28.0,33.0,39.0,246.05524,12495434.82,0.0,0.0,98406.22723,BUSD,2022-07-21,polygon,98406.22723
127.0,24214.0,40.0,46.0,55.0,460.6085893,12495188.77,0.0,0.0,98406.22723,BUSD,2022-07-20,polygon,98406.22723
225.0,24087.0,45.0,45.0,54.0,487.9013578,12494728.16,31.22432172,0.0,98406.22723,BUSD,2022-07-19,polygon,98406.22723
97.0,23862.0,35.0,36.0,46.0,498.3936557,12494240.26,0.0,0.0,98375.00291,BUSD,2022-07-18,polygon,98375.00291
60.0,23765.0,35.0,35.0,45.0,393.2751149,12493741.86,0.0,0.0,98375.00291,BUSD,2022-07-17,polygon,98375.00291
57.0,23705.0,26.0,30.0,38.0,76.82193314,12493348.59,12.01382349,0.0,98375.00291,BUSD,2022-07-16,polygon,98375.00291
61.0,23648.0,24.0,28.0,32.0,171.0777575,12493271.77,0.0,0.0,98362.98909,BUSD,2022-07-15,polygon,98362.98909
97.0,23587.0,26.0,30.0,36.0,205.3895325,12493100.69,0.0,0.0,98362.98909,BUSD,2022-07-14,polygon,98362.98909
196.0,23490.0,40.0,50.0,56.0,488.4996973,12492895.3,10.46613669,0.0,98362.98909,BUSD,2022-07-13,polygon,98362.98909
83.0,23294.0,22.0,32.0,36.0,425.951265,12492406.8,7.16384029,0.0,98352.52295,BUSD,2022-07-12,polygon,98352.52295
24.0,23211.0,14.0,15.0,16.0,36.82945895,12491980.85,0.0,0.0,98345.35911,BUSD,2022-07-11,polygon,98345.35911
35.0,23187.0,18.0,20.0,22.0,20967.49895,12491944.02,10380.0,-10380.0,98345.35911,BUSD,2022-07-10,polygon,98345.35911
37.0,23152.0,22.0,26.0,27.0,295.2347736,12470976.52,0.0,0.0,98345.35911,BUSD,2022-07-09,polygon,98345.35911
63.0,23115.0,26.0,25.0,30.0,130.4754551,12470681.29,0.0,0.0,98345.35911,BUSD,2022-07-08,polygon,98345.35911
68.0,23052.0,31.0,32.0,44.0,110.0852124,12470550.81,0.0,-6.779919107,98345.35911,BUSD,2022-07-07,polygon,98345.35911
53.0,22984.0,24.0,26.0,32.0,68.54790162,12470440.72,0.0,0.0,98352.13903,BUSD,2022-07-06,polygon,98352.13903
88.0,22931.0,23.0,30.0,36.0,103.5968857,12470372.18,0.0,0.0,98352.13903,BUSD,2022-07-05,polygon,98352.13903
74.0,22843.0,29.0,28.0,36.0,1838.669887,12470268.58,0.0,0.0,98352.13903,BUSD,2022-07-04,polygon,98352.13903
83.0,22769.0,27.0,28.0,35.0,751.0465988,12468429.91,0.0,0.0,98352.13903,BUSD,2022-07-03,polygon,98352.13903
152.0,22686.0,37.0,46.0,50.0,196.287837,12467678.86,0.0,0.0,98352.13903,BUSD,2022-07-02,polygon,98352.13903
96.0,22534.0,25.0,29.0,34.0,172.9236598,12467482.58,0.0,0.0,98352.13903,BUSD,2022-07-01,polygon,98352.13903
209.0,22438.0,41.0,48.0,50.0,808.4755001,12467309.65,0.0,0.0,98352.13903,BUSD,2022-06-30,polygon,98352.13903
79.0,22229.0,21.0,29.0,33.0,108.7123755,12466501.18,0.0,0.0,98352.13903,BUSD,2022-06-29,polygon,98352.13903
85.0,22150.0,31.0,38.0,44.0,223.7913425,12466392.46,0.0,0.0,98352.13903,BUSD,2022-06-28,polygon,98352.13903
34.0,22065.0,24.0,27.0,32.0,144.1433874,12466168.67,0.0,0.0,98352.13903,BUSD,2022-06-27,polygon,98352.13903
553.0,22031.0,43.0,49.0,55.0,455.9524148,12466024.53,0.0,0.0,98352.13903,BUSD,2022-06-26,polygon,98352.13903
85.0,21478.0,30.0,36.0,38.0,192.5055311,12465568.58,0.0,0.0,98352.13903,BUSD,2022-06-25,polygon,98352.13903
60.0,21393.0,20.0,22.0,26.0,41.45052888,12465376.07,0.0,0.0,98352.13903,BUSD,2022-06-24,polygon,98352.13903
66.0,21333.0,25.0,32.0,35.0,304.2908547,12465334.62,0.0,0.0,98352.13903,BUSD,2022-06-23,polygon,98352.13903
164.0,21267.0,74.0,78.0,84.0,822.2863636,12465030.33,0.0,0.0,98352.13903,BUSD,2022-06-22,polygon,98352.13903
6.0,21103.0,7.0,7.0,9.0,0.485448863,12464208.04,0.0,0.0,98352.13903,BUSD,2022-06-21,polygon,98352.13903
82.0,21097.0,30.0,34.0,38.0,3999.519466,12464207.56,0.0,0.0,98352.13903,BUSD,2022-06-20,polygon,98352.13903
50.0,21015.0,17.0,22.0,24.0,2638.909323,12460208.04,0.0,0.0,98352.13903,BUSD,2022-06-19,polygon,98352.13903
52.0,20965.0,15.0,19.0,19.0,436.9742421,12457569.13,0.0,0.0,98352.13903,BUSD,2022-06-18,polygon,98352.13903
19.0,20913.0,14.0,12.0,18.0,31.01454005,12457132.16,0.0,0.0,98352.13903,BUSD,2022-06-17,polygon,98352.13903
61.0,20894.0,21.0,30.0,30.0,305.5113928,12457101.14,0.0,0.0,98352.13903,BUSD,2022-06-16,polygon,98352.13903
26.0,20833.0,13.0,11.0,14.0,219.2169216,12456795.63,0.0,0.0,98352.13903,BUSD,2022-06-15,polygon,98352.13903
75.0,20807.0,30.0,29.0,33.0,1026.424724,12456576.41,0.0,-105.2145579,98352.13903,BUSD,2022-06-14,polygon,98352.13903
49.0,20732.0,20.0,24.0,26.0,542.8847455,12455549.99,0.0,0.0,98457.35359,BUSD,2022-06-13,polygon,98457.35359
26.0,20683.0,16.0,16.0,18.0,96.82901392,12455007.1,0.0,0.0,98457.35359,BUSD,2022-06-12,polygon,98457.35359
30.0,20657.0,17.0,15.0,19.0,477.2964495,12454910.27,0.0,0.0,98457.35359,BUSD,2022-06-11,polygon,98457.35359
13.0,20627.0,9.0,10.0,12.0,24.49288002,12454432.98,0.0,0.0,98457.35359,BUSD,2022-06-10,polygon,98457.35359
302.0,20614.0,61.0,70.0,76.0,915.9630977,12454408.48,76.54004142,-88.82085762,98457.35359,BUSD,2022-06-09,polygon,98457.35359
245.0,20312.0,107.0,120.0,123.0,1567.790733,12453492.52,67.6953091,0.0,98469.6344,BUSD,2022-06-08,polygon,98469.6344
92.0,20067.0,38.0,51.0,54.0,1406.408282,12451924.73,0.0,0.0,98401.93909,BUSD,2022-06-07,polygon,98401.93909
344.0,19975.0,37.0,53.0,57.0,2691.564174,12450518.32,865.9799387,-375.0299387,98401.93909,BUSD,2022-06-06,polygon,98401.93909
1420.0,19631.0,142.0,160.0,169.0,3595.958677,12447826.76,173.5799352,-552.7500004,97910.98909,BUSD,2022-06-05,polygon,97910.98909
6375.0,18211.0,113.0,137.0,144.0,12027.42717,12444230.8,2625.147104,0.0,98290.15916,BUSD,2022-06-04,polygon,98290.15916
1226.0,11836.0,68.0,74.0,80.0,1806.109299,12432203.37,0.0,0.0,95665.01206,BUSD,2022-06-03,polygon,95665.01206
823.0,10610.0,60.0,64.0,71.0,390.4208476,12430397.26,0.0,0.0,95665.01206,BUSD,2022-06-02,polygon,95665.01206
52.0,9787.0,24.0,26.0,28.0,237.8831415,12430006.84,99.60159363,0.0,95665.01206,BUSD,2022-06-01,polygon,95665.01206
43.0,9735.0,18.0,16.0,20.0,50.09644339,12429768.96,0.0,0.0,95565.41046,BUSD,2022-05-31,polygon,95565.41046
18.0,9692.0,11.0,11.0,14.0,9.10068517,12429718.86,0.0,0.0,95565.41046,BUSD,2022-05-30,polygon,95565.41046
21.0,9674.0,13.0,11.0,16.0,70.49771666,12429709.76,0.0,-39.0,95565.41046,BUSD,2022-05-29,polygon,95565.41046
11.0,9653.0,9.0,11.0,13.0,49.10423115,12429639.26,41.8,-1.8,95604.41046,BUSD,2022-05-28,polygon,95604.41046
15.0,9642.0,6.0,7.0,10.0,2.790146993,12429590.16,1.0,0.0,95564.41046,BUSD,2022-05-27,polygon,95564.41046
21.0,9627.0,14.0,18.0,20.0,35.9124222,12429587.37,28.95388781,-1.0,95563.41046,BUSD,2022-05-26,polygon,95563.41046
8.0,9606.0,8.0,9.0,12.0,3.229534661,12429551.46,0.0,0.0,95535.45657,BUSD,2022-05-25,polygon,95535.45657
28.0,9598.0,13.0,19.0,19.0,21.25229917,12429548.23,0.0,0.0,95535.45657,BUSD,2022-05-24,polygon,95535.45657
33.0,9570.0,16.0,16.0,19.0,36.77015351,12429526.98,0.0,0.0,95535.45657,BUSD,2022-05-23,polygon,95535.45657
32.0,9537.0,14.0,18.0,19.0,31.67727576,12429490.21,0.0,0.0,95535.45657,BUSD,2022-05-22,polygon,95535.45657
19.0,9505.0,11.0,9.0,13.0,16.64067014,12429458.53,0.0,0.0,95535.45657,BUSD,2022-05-21,polygon,95535.45657
16.0,9486.0,11.0,12.0,15.0,51351.45818,12429441.89,51302.0872,0.0,95535.45657,BUSD,2022-05-20,polygon,95535.45657
15.0,9470.0,9.0,12.0,13.0,51.51533848,12378090.43,0.0,0.0,44233.36937,BUSD,2022-05-19,polygon,44233.36937
33.0,9455.0,11.0,13.0,15.0,20.83557793,12378038.91,0.0,0.0,44233.36937,BUSD,2022-05-18,polygon,44233.36937
61.0,9422.0,17.0,21.0,24.0,867.7089234,12378018.08,0.0,-800.0,44233.36937,BUSD,2022-05-17,polygon,44233.36937
48.0,9361.0,17.0,19.0,20.0,150.0659226,12377150.37,0.0,-0.169555944,45033.36937,BUSD,2022-05-16,polygon,45033.36937
27.0,9313.0,13.0,14.0,16.0,38.4754162,12377000.3,0.0,-0.381157198,45033.53893,BUSD,2022-05-15,polygon,45033.53893
126.0,9286.0,18.0,16.0,22.0,106.2596635,12376961.83,0.0,0.0,45033.92008,BUSD,2022-05-14,polygon,45033.92008
24.0,9160.0,12.0,15.0,17.0,33.759392,12376855.57,0.0,0.0,45033.92008,BUSD,2022-05-13,polygon,45033.92008
43.0,9136.0,16.0,20.0,21.0,84.66078723,12376821.81,0.0,0.0,45033.92008,BUSD,2022-05-12,polygon,45033.92008
45.0,9093.0,13.0,14.0,17.0,128.5823082,12376737.15,0.0,0.0,45033.92008,BUSD,2022-05-11,polygon,45033.92008
55.0,9048.0,19.0,23.0,27.0,568.833251,12376608.57,0.0,-207.96637,45033.92008,BUSD,2022-05-10,polygon,45033.92008
6.0,8993.0,9.0,9.0,15.0,83.5744765,12376039.73,0.0,0.0,45241.88645,BUSD,2022-05-09,polygon,45241.88645
16.0,8987.0,12.0,12.0,15.0,511.8324128,12375956.16,250.0,-250.0,45241.88645,BUSD,2022-05-08,polygon,45241.88645
11.0,8971.0,11.0,13.0,16.0,23.94973494,12375444.33,0.0,0.0,45241.88645,BUSD,2022-05-07,polygon,45241.88645
6.0,8960.0,7.0,7.0,9.0,17.24115845,12375420.38,0.0,0.0,45241.88645,BUSD,2022-05-06,polygon,45241.88645
13.0,8954.0,10.0,12.0,14.0,54.73873735,12375403.13,37.72122087,0.0,45241.88645,BUSD,2022-05-05,polygon,45241.88645
4.0,8941.0,3.0,4.0,6.0,802.8423577,12375348.4,800.0,0.0,45204.16523,BUSD,2022-05-04,polygon,45204.16523
15.0,8937.0,10.0,10.0,12.0,32.50999091,12374545.55,0.0,0.0,44404.16523,BUSD,2022-05-03,polygon,44404.16523
7.0,8922.0,7.0,8.0,10.0,2.836747611,12374513.04,0.0,0.0,44404.16523,BUSD,2022-05-02,polygon,44404.16523
6.0,8915.0,7.0,6.0,9.0,4.605259397,12374510.21,0.0,0.0,44404.16523,BUSD,2022-05-01,polygon,44404.16523
12.0,8909.0,9.0,12.0,13.0,12.03490858,12374505.6,0.0,0.0,44404.16523,BUSD,2022-04-30,polygon,44404.16523
2.0,8897.0,2.0,2.0,4.0,0.294456928,12374493.57,0.0,0.0,44404.16523,BUSD,2022-04-29,polygon,44404.16523
22.0,8895.0,7.0,8.0,10.0,22.06166558,12374493.27,0.0,0.0,44404.16523,BUSD,2022-04-28,polygon,44404.16523
6.0,8873.0,5.0,6.0,10.0,13.40852411,12374471.21,0.0,0.0,44404.16523,BUSD,2022-04-27,polygon,44404.16523
4.0,8867.0,4.0,4.0,6.0,0.470484124,12374457.8,0.0,0.0,44404.16523,BUSD,2022-04-26,polygon,44404.16523
35.0,8863.0,17.0,18.0,21.0,27.1068261,12374457.33,0.0,0.0,44404.16523,BUSD,2022-04-25,polygon,44404.16523
16.0,8828.0,11.0,10.0,14.0,1250.107805,12374430.22,620.9851852,-612.9851852,44404.16523,BUSD,2022-04-24,polygon,44404.16523
24.0,8812.0,10.0,10.0,13.0,25.62021423,12373180.12,0.0,0.0,44396.16523,BUSD,2022-04-23,polygon,44396.16523
3.0,8788.0,5.0,4.0,6.0,2.669099015,12373154.5,0.0,-0.92189389,44396.16523,BUSD,2022-04-22,polygon,44396.16523
20.0,8785.0,11.0,11.0,15.0,408.7484147,12373151.83,28.40959211,-363.53,44397.08713,BUSD,2022-04-21,polygon,44397.08713
80.0,8765.0,21.0,22.0,24.0,749.2736185,12372743.08,202.8287315,-195.8287315,44732.20754,BUSD,2022-04-20,polygon,44732.20754
32.0,8685.0,13.0,15.0,17.0,121.2638832,12371993.81,0.0,-88.69,44725.20754,BUSD,2022-04-19,polygon,44725.20754
30.0,8653.0,14.0,16.0,19.0,66.38549721,12371872.54,0.0,0.0,44813.89754,BUSD,2022-04-18,polygon,44813.89754
19.0,8623.0,12.0,14.0,17.0,108.6547418,12371806.16,89.68008379,0.0,44813.89754,BUSD,2022-04-17,polygon,44813.89754
4.0,8604.0,5.0,4.0,7.0,23.84971521,12371697.5,0.0,0.0,44724.21745,BUSD,2022-04-16,polygon,44724.21745
27.0,8600.0,10.0,11.0,14.0,34.81454236,12371673.65,0.0,0.0,44724.21745,BUSD,2022-04-15,polygon,44724.21745
32.0,8573.0,14.0,11.0,18.0,748.9321482,12371638.84,363.53,0.0,44724.21745,BUSD,2022-04-14,polygon,44724.21745
50.0,8541.0,13.0,15.0,16.0,52.34999816,12370889.91,0.0,0.0,44360.68745,BUSD,2022-04-13,polygon,44360.68745
16.0,8491.0,10.0,9.0,12.0,16.49959089,12370837.56,0.0,0.0,44360.68745,BUSD,2022-04-12,polygon,44360.68745
37.0,8475.0,11.0,12.0,13.0,233.1058973,12370821.06,100.0,-100.0,44360.68745,BUSD,2022-04-11,polygon,44360.68745
15.0,8438.0,10.0,14.0,17.0,88.32671466,12370587.95,63.49666733,0.0,44360.68745,BUSD,2022-04-10,polygon,44360.68745
39.0,8423.0,16.0,15.0,19.0,56.48964829,12370499.62,0.0,0.0,44297.19078,BUSD,2022-04-09,polygon,44297.19078
49.0,8384.0,13.0,12.0,16.0,150.0903877,12370443.13,68.4,0.0,44297.19078,BUSD,2022-04-08,polygon,44297.19078
99.0,8335.0,22.0,24.0,29.0,900.4966232,12370293.04,79.28617534,-183.2255429,44228.79078,BUSD,2022-04-07,polygon,44228.79078
317.0,8236.0,31.0,38.0,41.0,1184.970552,12369392.55,90.0,0.0,44332.73015,BUSD,2022-04-06,polygon,44332.73015
11.0,7919.0,7.0,8.0,11.0,34.66255476,12368207.58,10.88077972,0.0,44242.73015,BUSD,2022-04-05,polygon,44242.73015
8.0,7908.0,5.0,5.0,6.0,9.426897644,12368172.91,0.0,0.0,44231.84937,BUSD,2022-04-04,polygon,44231.84937
14.0,7900.0,10.0,15.0,17.0,22.00340437,12368163.49,0.0,0.0,44231.84937,BUSD,2022-04-03,polygon,44231.84937
36.0,7886.0,14.0,16.0,18.0,51884.38433,12368141.48,25916.71384,-25916.71384,44231.84937,BUSD,2022-04-02,polygon,44231.84937
88.0,7850.0,16.0,16.0,18.0,119.0575606,12316257.1,0.0,0.0,44231.84937,BUSD,2022-04-01,polygon,44231.84937
7.0,7762.0,6.0,5.0,8.0,4.595131071,12316138.04,0.0,0.0,44231.84937,BUSD,2022-03-31,polygon,44231.84937
13.0,7755.0,12.0,16.0,17.0,23240.58467,12316133.45,7739.220451,-7738.220451,44231.84937,BUSD,2022-03-30,polygon,44231.84937
12.0,7742.0,10.0,9.0,12.0,10.18128671,12292892.86,1.0,-1.0,44230.84937,BUSD,2022-03-29,polygon,44230.84937
13.0,7730.0,8.0,9.0,11.0,977.2999739,12292882.68,484.8665101,-484.8665101,44230.84937,BUSD,2022-03-28,polygon,44230.84937
20.0,7717.0,12.0,9.0,14.0,41.31230709,12291905.38,0.0,0.0,44230.84937,BUSD,2022-03-27,polygon,44230.84937
168.0,7697.0,22.0,26.0,28.0,1781.185104,12291864.07,300.0,0.0,44230.84937,BUSD,2022-03-26,polygon,44230.84937
12.0,7529.0,5.0,6.0,9.0,42.76215676,12290082.88,0.0,0.0,43930.84937,BUSD,2022-03-25,polygon,43930.84937
28.0,7517.0,14.0,16.0,19.0,5252.466035,12290040.12,1737.473375,-1737.473375,43930.84937,BUSD,2022-03-24,polygon,43930.84937
44.0,7489.0,15.0,18.0,20.0,92.92130423,12284787.65,5.0,0.0,43930.84937,BUSD,2022-03-23,polygon,43930.84937
10.0,7445.0,8.0,10.0,11.0,85.03763714,12284694.73,0.0,0.0,43925.84937,BUSD,2022-03-22,polygon,43925.84937
19.0,7435.0,7.0,8.0,12.0,69.88643241,12284609.7,50.2248347,0.0,43925.84937,BUSD,2022-03-21,polygon,43925.84937
1.0,7416.0,1.0,1.0,2.0,0.4160361,12284539.81,0.0,0.0,43875.62454,BUSD,2022-03-20,polygon,43875.62454
18.0,7415.0,11.0,10.0,13.0,35.23835145,12284539.39,0.0,0.0,43875.62454,BUSD,2022-03-19,polygon,43875.62454
14.0,7397.0,8.0,9.0,11.0,156.5872504,12284504.15,0.0,0.0,43875.62454,BUSD,2022-03-18,polygon,43875.62454
16.0,7383.0,9.0,6.0,10.0,292.9440773,12284347.57,0.0,0.0,43875.62454,BUSD,2022-03-17,polygon,43875.62454
110.0,7367.0,15.0,16.0,17.0,1850.307282,12284054.62,218.1647882,-119.141762,43875.62454,BUSD,2022-03-16,polygon,43875.62454
11.0,7257.0,7.0,6.0,8.0,7.734712322,12282204.32,0.0,0.0,43776.60151,BUSD,2022-03-15,polygon,43776.60151
31.0,7246.0,11.0,13.0,15.0,269.223279,12282196.58,0.0,0.0,43776.60151,BUSD,2022-03-14,polygon,43776.60151
15.0,7215.0,12.0,13.0,15.0,291.8471517,12281927.36,200.0,0.0,43776.60151,BUSD,2022-03-13,polygon,43776.60151
8.0,7200.0,6.0,9.0,11.0,3.524438033,12281635.51,0.0,0.0,43576.60151,BUSD,2022-03-12,polygon,43576.60151
12.0,7192.0,9.0,9.0,13.0,106.682547,12281631.99,0.0,0.0,43576.60151,BUSD,2022-03-11,polygon,43576.60151
136.0,7180.0,19.0,14.0,21.0,320.6676364,12281525.3,0.0,0.0,43576.60151,BUSD,2022-03-10,polygon,43576.60151
64.0,7044.0,20.0,21.0,23.0,164.1722501,12281204.64,0.0,0.0,43576.60151,BUSD,2022-03-09,polygon,43576.60151
109.0,6980.0,27.0,33.0,36.0,338.9047033,12281040.46,0.0,0.0,43576.60151,BUSD,2022-03-08,polygon,43576.60151
70.0,6871.0,15.0,18.0,21.0,156.3293644,12280701.56,0.0,0.0,43576.60151,BUSD,2022-03-07,polygon,43576.60151
70.0,6801.0,21.0,27.0,28.0,1659.007364,12280545.23,0.0,-127.9174835,43576.60151,BUSD,2022-03-06,polygon,43576.60151
4.0,6731.0,4.0,4.0,5.0,10.53885764,12278886.22,0.0,0.0,43704.51899,BUSD,2022-03-05,polygon,43704.51899
2.0,6727.0,2.0,2.0,3.0,0.913626832,12278875.68,0.0,0.0,43704.51899,BUSD,2022-03-04,polygon,43704.51899
13.0,6725.0,3.0,3.0,4.0,4.649581866,12278874.77,0.0,0.0,43704.51899,BUSD,2022-03-03,polygon,43704.51899
5.0,6712.0,4.0,5.0,7.0,4.11301785,12278870.12,0.0,0.0,43704.51899,BUSD,2022-03-02,polygon,43704.51899
7.0,6707.0,7.0,9.0,10.0,4.863125068,12278866.01,0.0,0.0,43704.51899,BUSD,2022-03-01,polygon,43704.51899
10.0,6700.0,9.0,8.0,10.0,28.32276042,12278861.14,0.0,0.0,43704.51899,BUSD,2022-02-28,polygon,43704.51899
8.0,6690.0,8.0,7.0,10.0,270.4003854,12278832.82,252.9336859,0.0,43704.51899,BUSD,2022-02-27,polygon,43704.51899
7.0,6682.0,7.0,8.0,9.0,6.841176208,12278562.42,0.0,0.0,43451.58531,BUSD,2022-02-26,polygon,43451.58531
16.0,6675.0,12.0,12.0,14.0,356.1793035,12278555.58,0.0,0.0,43451.58531,BUSD,2022-02-25,polygon,43451.58531
13.0,6659.0,10.0,8.0,12.0,333.2823719,12278199.4,312.0,0.0,43451.58531,BUSD,2022-02-24,polygon,43451.58531
42.0,6646.0,15.0,16.0,19.0,62.92092171,12277866.12,0.0,0.0,43139.58531,BUSD,2022-02-23,polygon,43139.58531
53.0,6604.0,16.0,21.0,23.0,24102.17883,12277803.2,0.0,-24000.0,43139.58531,BUSD,2022-02-22,polygon,43139.58531
30.0,6551.0,16.0,17.0,19.0,244.0873179,12253701.02,0.0,0.0,67139.58531,BUSD,2022-02-21,polygon,67139.58531
3.0,6521.0,5.0,5.0,6.0,0.990875834,12253456.93,0.0,0.0,67139.58531,BUSD,2022-02-20,polygon,67139.58531
8.0,6518.0,10.0,9.0,12.0,4.703335945,12253455.94,0.0,0.0,67139.58531,BUSD,2022-02-19,polygon,67139.58531
5.0,6510.0,8.0,8.0,12.0,2.243862757,12253451.24,0.0,0.0,67139.58531,BUSD,2022-02-18,polygon,67139.58531
6.0,6505.0,5.0,5.0,5.0,2.535255803,12253448.99,0.0,0.0,67139.58531,BUSD,2022-02-17,polygon,67139.58531
25.0,6499.0,9.0,12.0,15.0,678.1109046,12253446.46,666.9379996,0.0,67139.58531,BUSD,2022-02-16,polygon,67139.58531
17.0,6474.0,10.0,11.0,14.0,33.39295342,12252768.35,0.0,0.0,66472.64731,BUSD,2022-02-15,polygon,66472.64731
34.0,6457.0,11.0,10.0,14.0,24.32434145,12252734.95,0.0,0.0,66472.64731,BUSD,2022-02-14,polygon,66472.64731
73.0,6423.0,16.0,16.0,17.0,81.20480764,12252710.63,0.0,0.0,66472.64731,BUSD,2022-02-13,polygon,66472.64731
6.0,6350.0,7.0,7.0,8.0,14.97617391,12252629.42,0.0,0.0,66472.64731,BUSD,2022-02-12,polygon,66472.64731
4.0,6344.0,6.0,7.0,8.0,74754.21961,12252614.45,37375.08852,-37375.08852,66472.64731,BUSD,2022-02-11,polygon,66472.64731
48.0,6340.0,13.0,13.0,14.0,146.0285064,12177860.23,0.0,0.0,66472.64731,BUSD,2022-02-10,polygon,66472.64731
3.0,6292.0,2.0,3.0,5.0,1.526923816,12177714.2,0.0,0.0,66472.64731,BUSD,2022-02-09,polygon,66472.64731
5.0,6289.0,2.0,4.0,5.0,48859.27347,12177712.67,0.0,0.0,66472.64731,BUSD,2022-02-08,polygon,66472.64731
13.0,6284.0,9.0,10.0,12.0,4.318965633,12128853.4,0.0,0.0,66472.64731,BUSD,2022-02-07,polygon,66472.64731
4.0,6271.0,4.0,4.0,7.0,0.803919471,12128849.08,0.0,0.0,66472.64731,BUSD,2022-02-06,polygon,66472.64731
19.0,6267.0,9.0,8.0,11.0,8.097685505,12128848.28,0.0,0.0,66472.64731,BUSD,2022-02-05,polygon,66472.64731
5.0,6248.0,5.0,3.0,7.0,70.05118655,12128840.18,0.0,-69.16276352,66472.64731,BUSD,2022-02-04,polygon,66472.64731
3.0,6243.0,3.0,3.0,5.0,2.252880368,12128770.13,0.0,0.0,66541.81007,BUSD,2022-02-03,polygon,66541.81007
7.0,6240.0,6.0,6.0,9.0,12.82000875,12128767.88,0.0,0.0,66541.81007,BUSD,2022-02-02,polygon,66541.81007
28.0,6233.0,12.0,11.0,12.0,28.71565836,12128755.06,0.0,0.0,66541.81007,BUSD,2022-02-01,polygon,66541.81007
11.0,6205.0,8.0,7.0,10.0,12.29124539,12128726.34,0.0,0.0,66541.81007,BUSD,2022-01-31,polygon,66541.81007
6.0,6194.0,6.0,9.0,10.0,3.187854649,12128714.05,0.0,0.0,66541.81007,BUSD,2022-01-30,polygon,66541.81007
5.0,6188.0,5.0,7.0,8.0,1500.016179,12128710.86,0.0,0.0,66541.81007,BUSD,2022-01-29,polygon,66541.81007
18.0,6183.0,7.0,7.0,8.0,23.51539783,12127210.84,0.0,0.0,66541.81007,BUSD,2022-01-28,polygon,66541.81007
19.0,6165.0,14.0,16.0,18.0,2741.924234,12127187.33,87.12871287,-1932.47078,66541.81007,BUSD,2022-01-27,polygon,66541.81007
4.0,6146.0,3.0,4.0,7.0,2096.860354,12124445.41,1932.47078,0.0,68387.15214,BUSD,2022-01-26,polygon,68387.15214
3.0,6142.0,3.0,3.0,6.0,73.16276352,12122348.54,69.16276352,0.0,66454.68136,BUSD,2022-01-25,polygon,66454.68136
,6139.0,,,,,12122275.38,0.0,0.0,66385.5186,BUSD,2022-01-24,polygon,66385.5186
25.0,6139.0,14.0,15.0,16.0,200.3752892,12122275.38,0.0,0.0,66385.5186,BUSD,2022-01-23,polygon,66385.5186
5.0,6114.0,3.0,3.0,5.0,10.60103619,12122075.01,9.035417234,0.0,66385.5186,BUSD,2022-01-22,polygon,66385.5186
4.0,6109.0,4.0,4.0,6.0,57.1032436,12122064.41,0.0,0.0,66376.48318,BUSD,2022-01-21,polygon,66376.48318
4.0,6105.0,3.0,4.0,5.0,10081.30789,12122007.3,5141.020242,-4937.287644,66376.48318,BUSD,2022-01-20,polygon,66376.48318
9.0,6101.0,9.0,8.0,11.0,4011.278929,12111925.99,0.0,-735.9629602,66172.75058,BUSD,2022-01-19,polygon,66172.75058
1.0,6092.0,1.0,1.0,2.0,2451.0,12107914.72,0.0,-2451.0,66908.71354,BUSD,2022-01-18,polygon,66908.71354
11.0,6091.0,3.0,2.0,4.0,9.267611643,12105463.72,0.0,0.0,69359.71354,BUSD,2022-01-17,polygon,69359.71354
80.0,6080.0,19.0,16.0,20.0,1028.920043,12105454.45,206.1599915,0.0,69359.71354,BUSD,2022-01-16,polygon,69359.71354
16.0,6000.0,12.0,13.0,15.0,1017.456204,12104425.53,735.976296,0.0,69153.55355,BUSD,2022-01-15,polygon,69153.55355
36.0,5984.0,16.0,18.0,20.0,25918.16768,12103408.07,5000.0,-3661.613483,68417.57725,BUSD,2022-01-14,polygon,68417.57725
