# TXs,Agg. # TXs,Unique Senders,Unique Receivers,Unique Users,Vol (Native),Agg. Vol (Native),Mints (Native),Burns (Native),Supply (Native),token,date,chain,supply_ntv
2797.0,86150.0,81.0,81.0,94.0,424423.8,7241632.537,127734.1865,-11856.92263,562025.371,USDT,2021-03-06,polygon,562025.371
2350.0,83353.0,91.0,102.0,111.0,562831.5509,6817208.737,210472.8882,-23429.61206,446148.1072,USDT,2021-03-05,polygon,446148.1072
2478.0,81003.0,78.0,84.0,93.0,359147.8214,6254377.186,18032.02076,-38700.97125,259104.8311,USDT,2021-03-04,polygon,259104.8311
2250.0,78525.0,103.0,103.0,124.0,298216.2244,5895229.365,60747.82165,-28081.9094,279773.7816,USDT,2021-03-03,polygon,279773.7816
3203.0,76275.0,124.0,135.0,153.0,399624.3821,5597013.14,69227.27563,-32052.53225,247107.8693,USDT,2021-03-02,polygon,247107.8693
3213.0,73072.0,96.0,100.0,117.0,445907.0395,5197388.758,76716.96909,-119016.6289,209933.1259,USDT,2021-03-01,polygon,209933.1259
3148.0,69859.0,88.0,91.0,104.0,294076.6917,4751481.719,96732.20487,-20526.13683,252232.7858,USDT,2021-02-28,polygon,252232.7858
1931.0,66711.0,86.0,93.0,102.0,151641.1581,4457405.027,40139.48331,-21799.05728,176026.7177,USDT,2021-02-27,polygon,176026.7177
1641.0,64780.0,65.0,67.0,76.0,271152.6796,4305763.869,124895.2923,-21420.57353,157686.2917,USDT,2021-02-26,polygon,157686.2917
3653.0,63139.0,86.0,84.0,95.0,223235.2958,4034611.189,46587.70401,-69328.96943,54211.57292,USDT,2021-02-25,polygon,54211.57292
1462.0,59486.0,60.0,67.0,80.0,222580.7804,3811375.893,98480.676,-78603.06844,76952.83833,USDT,2021-02-24,polygon,76952.83833
1357.0,58024.0,56.0,61.0,68.0,48984.24901,3588795.113,11668.45417,-10425.90731,57075.23078,USDT,2021-02-23,polygon,57075.23078
1915.0,56667.0,53.0,57.0,63.0,116773.6316,3539810.864,28973.72728,-29453.01333,55832.68392,USDT,2021-02-22,polygon,55832.68392
1576.0,54752.0,48.0,59.0,62.0,44216.02756,3423037.232,16044.80506,-12744.22146,56311.96997,USDT,2021-02-21,polygon,56311.96997
1622.0,53176.0,40.0,50.0,56.0,20585.99698,3378821.205,2335.676239,-689.425926,53011.38637,USDT,2021-02-20,polygon,53011.38637
1919.0,51554.0,34.0,41.0,47.0,23105.79435,3358235.208,3715.000999,-3115.000999,51365.13605,USDT,2021-02-19,polygon,51365.13605
909.0,49635.0,30.0,31.0,35.0,16351.45828,3335129.413,4836.922901,-706.529954,50765.13605,USDT,2021-02-18,polygon,50765.13605
584.0,48726.0,22.0,22.0,27.0,7419.880934,3318777.955,100.234923,-1570.054441,46634.74311,USDT,2021-02-17,polygon,46634.74311
1776.0,48142.0,25.0,31.0,34.0,41857.5862,3311358.074,13170.38109,-15661.12779,48104.56262,USDT,2021-02-16,polygon,48104.56262
1223.0,46366.0,25.0,24.0,28.0,11663.26656,3269500.488,1700.0,-2433.343859,50595.30932,USDT,2021-02-15,polygon,50595.30932
411.0,45143.0,24.0,24.0,31.0,3293.612213,3257837.221,500.0,0.0,51328.65318,USDT,2021-02-14,polygon,51328.65318
1726.0,44732.0,27.0,30.0,32.0,27989.9963,3254543.609,5788.905088,-5404.501668,50828.65318,USDT,2021-02-13,polygon,50828.65318
2941.0,43006.0,36.0,35.0,40.0,58042.5495,3226553.613,11548.3793,-14988.31814,50444.24976,USDT,2021-02-12,polygon,50444.24976
882.0,40065.0,25.0,28.0,32.0,9465.656751,3168511.063,2545.429841,-2281.95635,53884.1886,USDT,2021-02-11,polygon,53884.1886
1742.0,39183.0,31.0,26.0,36.0,6484.941028,3159045.407,39.354291,0.0,53620.71511,USDT,2021-02-10,polygon,53620.71511
1445.0,37441.0,33.0,32.0,38.0,9036.366745,3152560.466,1203.54525,-61.73261,53581.36082,USDT,2021-02-09,polygon,53581.36082
1393.0,35996.0,26.0,27.0,31.0,6185.437542,3143524.099,253.410532,0.0,52439.54818,USDT,2021-02-08,polygon,52439.54818
1643.0,34603.0,27.0,23.0,29.0,10150.78453,3137338.661,1654.904504,-2258.292392,52186.13764,USDT,2021-02-07,polygon,52186.13764
1388.0,32960.0,31.0,30.0,37.0,8730.811171,3127187.877,502.799052,-232.437808,52789.52553,USDT,2021-02-06,polygon,52789.52553
871.0,31572.0,29.0,26.0,30.0,2892.26301,3118457.066,82.349278,0.0,52519.16429,USDT,2021-02-05,polygon,52519.16429
572.0,30701.0,29.0,25.0,31.0,1338.59251,3115564.803,240.075853,-178.163479,52436.81501,USDT,2021-02-04,polygon,52436.81501
1060.0,30129.0,32.0,28.0,36.0,61477.02717,3114226.21,50.0,-58092.30273,52374.90264,USDT,2021-02-03,polygon,52374.90264
603.0,29069.0,27.0,24.0,29.0,1805.233411,3052749.183,0.0,-105.198496,110417.2054,USDT,2021-02-02,polygon,110417.2054
1159.0,28466.0,34.0,37.0,43.0,11724.52519,3050943.95,1055.539067,-673.974906,110522.4039,USDT,2021-02-01,polygon,110522.4039
836.0,27307.0,23.0,34.0,36.0,2496.620313,3039219.424,28.297976,-401.601945,110140.8397,USDT,2021-01-31,polygon,110140.8397
1050.0,26471.0,35.0,35.0,42.0,37943.54517,3036722.804,290.0,-15426.33806,110514.1437,USDT,2021-01-30,polygon,110514.1437
2965.0,25421.0,61.0,65.0,70.0,634372.3359,2998779.259,5591.101435,-55365.70005,125650.4817,USDT,2021-01-29,polygon,125650.4817
2407.0,22456.0,36.0,36.0,43.0,99262.31378,2364406.923,10197.05282,-165.648318,175425.0803,USDT,2021-01-28,polygon,175425.0803
1608.0,20049.0,36.0,36.0,43.0,331479.678,2265144.609,3376.57,-400.0,165393.6758,USDT,2021-01-27,polygon,165393.6758
2944.0,18441.0,57.0,64.0,67.0,207212.4599,1933664.931,15564.47164,-21845.35423,162417.1058,USDT,2021-01-26,polygon,162417.1058
1623.0,15497.0,51.0,56.0,59.0,263084.4012,1726452.471,15585.03294,-40004.71882,168697.9884,USDT,2021-01-25,polygon,168697.9884
2633.0,13874.0,56.0,55.0,65.0,136703.4225,1463368.07,11567.69056,-5918.204431,193117.6743,USDT,2021-01-24,polygon,193117.6743
819.0,11241.0,41.0,39.0,45.0,39171.0986,1326664.648,6364.326854,-7137.59857,187468.1882,USDT,2021-01-23,polygon,187468.1882
1476.0,10422.0,54.0,52.0,59.0,274409.3725,1287493.549,78294.55012,-10084.80202,188241.4599,USDT,2021-01-22,polygon,188241.4599
718.0,8946.0,66.0,64.0,70.0,112865.1109,1013084.177,2398.960197,-5462.615413,120031.7118,USDT,2021-01-21,polygon,120031.7118
1634.0,8228.0,87.0,86.0,93.0,164817.1817,900219.0657,6234.131755,-7260.554386,123095.367,USDT,2021-01-20,polygon,123095.367
952.0,6594.0,50.0,49.0,56.0,129503.8478,735401.8839,7787.620377,-1225.419938,124121.7897,USDT,2021-01-19,polygon,124121.7897
1276.0,5642.0,78.0,78.0,86.0,215556.4688,605898.0361,22486.14325,-16163.77057,117559.5892,USDT,2021-01-18,polygon,117559.5892
697.0,4366.0,68.0,67.0,72.0,171548.5851,390341.5673,46629.61015,-2202.288166,111237.2165,USDT,2021-01-17,polygon,111237.2165
295.0,3669.0,47.0,46.0,52.0,102311.2606,218792.9822,48350.35817,0.0,66809.89455,USDT,2021-01-16,polygon,66809.89455
190.0,3374.0,36.0,34.0,41.0,23452.33294,116481.7216,4462.222447,-2791.830799,18459.53639,USDT,2021-01-15,polygon,18459.53639
143.0,3184.0,23.0,25.0,26.0,1774.265571,93029.38866,522.259374,-1.0,16789.14474,USDT,2021-01-14,polygon,16789.14474
260.0,3041.0,25.0,27.0,29.0,19015.20982,91255.12309,7258.0,0.0,16267.88536,USDT,2021-01-13,polygon,16267.88536
354.0,2781.0,29.0,30.0,35.0,40086.92664,72239.91327,11600.64903,-6068.947221,9009.885363,USDT,2021-01-12,polygon,9009.885363
340.0,2427.0,24.0,22.0,25.0,5981.449273,32152.98663,320.0,0.0,3478.183552,USDT,2021-01-11,polygon,3478.183552
252.0,2087.0,25.0,24.0,26.0,3250.318044,26171.53735,39.611411,-800.0,3158.183552,USDT,2021-01-10,polygon,3158.183552
88.0,1835.0,16.0,19.0,21.0,1671.706094,22921.21931,0.0,0.0,3918.572141,USDT,2021-01-09,polygon,3918.572141
140.0,1747.0,20.0,19.0,23.0,3284.680399,21249.51321,900.0,0.0,3918.572141,USDT,2021-01-08,polygon,3918.572141
163.0,1607.0,21.0,21.0,24.0,10127.90336,17964.83282,2917.0,0.0,3018.572141,USDT,2021-01-07,polygon,3018.572141
106.0,1444.0,17.0,17.0,19.0,2654.084043,7836.929452,101.572041,0.0,101.572141,USDT,2021-01-06,polygon,101.572141
83.0,1338.0,18.0,18.0,19.0,1250.529981,5182.845409,70.573314,-70.573214,0.0001,USDT,2021-01-05,polygon,0.0001
160.0,1255.0,16.0,16.0,16.0,1868.181979,3932.315428,0.0,0.0,,USDT,2021-01-04,polygon,
78.0,1095.0,13.0,13.0,15.0,423.788094,2064.133449,0.0,0.0,,USDT,2021-01-03,polygon,
952.0,1017.0,17.0,14.0,18.0,708.977664,1640.345355,0.0,0.0,,USDT,2021-01-02,polygon,
65.0,65.0,13.0,14.0,14.0,931.367691,931.367691,0.0,0.0,,USDT,2021-01-01,polygon,
50.0,213.0,30.0,32.0,34.0,233517.5874,662342.0372,0.0,0.0,12857628.45,UST,2022-07-31,polygon,12857628.45
163.0,270332.0,45.0,62.0,66.0,428824.4498,1017988967.0,0.0,0.0,12857628.45,UST,2022-07-30,polygon,12857628.45
150.0,270169.0,44.0,53.0,56.0,735914.7982,1017560143.0,0.0,0.0,12857628.45,UST,2022-07-29,polygon,12857628.45
120.0,270019.0,34.0,40.0,46.0,386547.477,1016824228.0,0.0,0.0,12857628.45,UST,2022-07-28,polygon,12857628.45
329.0,269899.0,52.0,58.0,62.0,1517867.247,1016437681.0,0.0,0.0,12857628.45,UST,2022-07-27,polygon,12857628.45
170.0,269570.0,49.0,46.0,56.0,1011981.912,1014919813.0,1507.5,0.0,12857628.45,UST,2022-07-26,polygon,12857628.45
125.0,269400.0,45.0,49.0,57.0,563106.1606,1013907832.0,0.0,0.0,12856120.95,UST,2022-07-25,polygon,12856120.95
126.0,269275.0,36.0,43.0,51.0,342482.3091,1013344725.0,0.0,0.0,12856120.95,UST,2022-07-24,polygon,12856120.95
197.0,269149.0,51.0,55.0,62.0,1365392.571,1013002243.0,0.0,0.0,12856120.95,UST,2022-07-23,polygon,12856120.95
54.0,268952.0,32.0,41.0,47.0,3458468.417,1011636850.0,0.0,0.0,12856120.95,UST,2022-07-22,polygon,12856120.95
133.0,268898.0,33.0,44.0,51.0,697240.0884,1008178382.0,0.0,0.0,12856120.95,UST,2022-07-21,polygon,12856120.95
166.0,268765.0,40.0,40.0,46.0,643664.8178,1007481142.0,0.0,0.0,12856120.95,UST,2022-07-20,polygon,12856120.95
101.0,268599.0,45.0,47.0,60.0,328539.0452,1006837477.0,0.0,0.0,12856120.95,UST,2022-07-19,polygon,12856120.95
230.0,268498.0,50.0,56.0,61.0,896310.7456,1006508938.0,0.0,0.0,12856120.95,UST,2022-07-18,polygon,12856120.95
172.0,268268.0,49.0,48.0,58.0,867945.4994,1005612627.0,0.0,-62000.0,12856120.95,UST,2022-07-17,polygon,12856120.95
548.0,268096.0,54.0,59.0,67.0,1622691.278,1004744682.0,0.0,0.0,12918120.95,UST,2022-07-16,polygon,12918120.95
912.0,267548.0,58.0,56.0,69.0,3377432.722,1003121991.0,0.0,0.0,12918120.95,UST,2022-07-15,polygon,12918120.95
203.0,266636.0,41.0,52.0,58.0,953411.199,999744557.9,0.0,0.0,12918120.95,UST,2022-07-14,polygon,12918120.95
212.0,266433.0,37.0,42.0,45.0,962991.3449,998791146.7,0.0,0.0,12918120.95,UST,2022-07-13,polygon,12918120.95
163.0,266221.0,46.0,65.0,68.0,791281.5232,997828155.3,0.0,0.0,12918120.95,UST,2022-07-12,polygon,12918120.95
136.0,266058.0,38.0,39.0,48.0,230426.6171,997036873.8,0.0,-25541.17159,12918120.95,UST,2022-07-11,polygon,12918120.95
417.0,265922.0,58.0,58.0,68.0,977993.9128,996806447.2,0.0,0.0,12943662.12,UST,2022-07-10,polygon,12943662.12
211.0,265505.0,45.0,54.0,61.0,463919.6906,995828453.3,0.0,0.0,12943662.12,UST,2022-07-09,polygon,12943662.12
227.0,265294.0,49.0,52.0,62.0,581576.7354,995364533.6,0.0,0.0,12943662.12,UST,2022-07-08,polygon,12943662.12
547.0,265067.0,61.0,71.0,79.0,1577786.149,994782956.8,0.0,0.0,12943662.12,UST,2022-07-07,polygon,12943662.12
611.0,264520.0,61.0,69.0,80.0,1257891.592,993205170.7,0.0,0.0,12943662.12,UST,2022-07-06,polygon,12943662.12
770.0,263909.0,87.0,94.0,110.0,4236911.784,991947279.1,0.0,-75487.99034,12943662.12,UST,2022-07-05,polygon,12943662.12
775.0,263139.0,92.0,93.0,113.0,1263106.347,987710367.3,0.0,0.0,13019150.12,UST,2022-07-04,polygon,13019150.12
688.0,262364.0,68.0,76.0,88.0,1572079.952,986447261.0,0.0,0.0,13019150.12,UST,2022-07-03,polygon,13019150.12
1522.0,261676.0,86.0,105.0,119.0,3538247.613,984875181.0,0.0,0.0,13019150.12,UST,2022-07-02,polygon,13019150.12
1450.0,260154.0,92.0,96.0,109.0,5062511.07,981336933.4,0.0,0.0,13019150.12,UST,2022-07-01,polygon,13019150.12
1707.0,258704.0,108.0,119.0,139.0,7394465.256,976274422.3,29160.96495,0.0,13019150.12,UST,2022-06-30,polygon,13019150.12
2808.0,256997.0,186.0,200.0,235.0,12522108.7,968879957.1,0.0,-5884.519071,12989989.15,UST,2022-06-29,polygon,12989989.15
1492.0,254189.0,109.0,115.0,138.0,14382242.96,956357848.4,134278.006,0.0,12995873.67,UST,2022-06-28,polygon,12995873.67
871.0,252697.0,86.0,87.0,111.0,13067887.96,941975605.4,15835.44048,-15835.44048,12861595.66,UST,2022-06-27,polygon,12861595.66
211.0,251826.0,61.0,57.0,75.0,3814400.664,928907717.4,0.0,0.0,12861595.66,UST,2022-06-26,polygon,12861595.66
140.0,251615.0,44.0,49.0,56.0,2201850.732,925093316.8,0.0,0.0,12861595.66,UST,2022-06-25,polygon,12861595.66
240.0,251475.0,54.0,58.0,66.0,4490686.509,922891466.1,0.0,0.0,12861595.66,UST,2022-06-24,polygon,12861595.66
78.0,251235.0,23.0,31.0,34.0,588457.4354,918400779.5,0.0,0.0,12861595.66,UST,2022-06-23,polygon,12861595.66
125.0,251157.0,39.0,43.0,50.0,1041690.898,917812322.1,0.0,0.0,12861595.66,UST,2022-06-22,polygon,12861595.66
92.0,251032.0,40.0,44.0,49.0,1720656.076,916770631.2,11000.0,-11000.0,12861595.66,UST,2022-06-21,polygon,12861595.66
282.0,250940.0,43.0,53.0,59.0,5051097.263,915049975.1,0.0,0.0,12861595.66,UST,2022-06-20,polygon,12861595.66
198.0,250658.0,54.0,60.0,70.0,5870115.687,909998877.9,13384.51779,0.0,12861595.66,UST,2022-06-19,polygon,12861595.66
65.0,250460.0,32.0,35.0,40.0,1552540.377,904128762.2,0.0,0.0,12848211.15,UST,2022-06-18,polygon,12848211.15
122.0,250395.0,35.0,37.0,43.0,2669964.702,902576221.8,0.0,0.0,12848211.15,UST,2022-06-17,polygon,12848211.15
154.0,250273.0,41.0,47.0,56.0,1629872.252,899906257.1,0.0,0.0,12848211.15,UST,2022-06-16,polygon,12848211.15
171.0,250119.0,39.0,50.0,55.0,3327760.746,898276384.9,0.0,0.0,12848211.15,UST,2022-06-15,polygon,12848211.15
157.0,249948.0,38.0,52.0,58.0,1835962.032,894948624.1,0.0,0.0,12848211.15,UST,2022-06-14,polygon,12848211.15
187.0,249791.0,42.0,51.0,58.0,2790926.38,893112662.1,0.0,0.0,12848211.15,UST,2022-06-13,polygon,12848211.15
294.0,249604.0,50.0,53.0,60.0,7958924.303,890321735.7,0.0,0.0,12848211.15,UST,2022-06-12,polygon,12848211.15
163.0,249310.0,43.0,49.0,56.0,1514769.496,882362811.4,0.0,0.0,12848211.15,UST,2022-06-11,polygon,12848211.15
188.0,249147.0,39.0,47.0,51.0,2900703.209,880848041.9,0.0,0.0,12848211.15,UST,2022-06-10,polygon,12848211.15
319.0,248959.0,51.0,52.0,64.0,9995741.638,877947338.7,0.0,0.0,12848211.15,UST,2022-06-09,polygon,12848211.15
276.0,248640.0,65.0,62.0,85.0,6469354.984,867951597.0,48948.81239,0.0,12848211.15,UST,2022-06-08,polygon,12848211.15
228.0,248364.0,61.0,70.0,83.0,2454758.801,861482242.1,0.0,-58217.02735,12799262.33,UST,2022-06-07,polygon,12799262.33
324.0,248136.0,67.0,82.0,90.0,6927385.609,859027483.3,0.0,-45197.65425,12857479.36,UST,2022-06-06,polygon,12857479.36
197.0,247812.0,55.0,73.0,82.0,1601934.8,852100097.7,0.0,0.0,12902677.01,UST,2022-06-05,polygon,12902677.01
145.0,247615.0,41.0,50.0,57.0,686078.775,850498162.9,0.0,0.0,12902677.01,UST,2022-06-04,polygon,12902677.01
306.0,247470.0,59.0,70.0,82.0,3803099.193,849812084.1,0.0,0.0,12902677.01,UST,2022-06-03,polygon,12902677.01
296.0,247164.0,70.0,72.0,84.0,5540179.094,846008984.9,0.0,0.0,12902677.01,UST,2022-06-02,polygon,12902677.01
297.0,246868.0,70.0,78.0,95.0,6153184.54,840468805.8,0.0,-97380.13109,12902677.01,UST,2022-06-01,polygon,12902677.01
313.0,246571.0,82.0,105.0,126.0,3483329.486,834315621.3,8243.694565,0.0,13000057.15,UST,2022-05-31,polygon,13000057.15
431.0,246258.0,107.0,125.0,153.0,7558419.224,830832291.8,0.0,-63877.63855,12991813.45,UST,2022-05-30,polygon,12991813.45
279.0,245827.0,94.0,95.0,117.0,3443257.848,823273872.5,0.0,-383438.2844,13055691.09,UST,2022-05-29,polygon,13055691.09
621.0,245548.0,108.0,125.0,153.0,5572733.448,819830614.7,515522.9578,-320231.9426,13439129.37,UST,2022-05-28,polygon,13439129.37
654.0,244927.0,152.0,154.0,200.0,4372987.805,814257881.2,88275.96793,-362269.0176,13243838.36,UST,2022-05-27,polygon,13243838.36
1908.0,244273.0,367.0,408.0,475.0,22762615.41,809884893.4,57681.9927,-517966.4964,13517831.41,UST,2022-05-26,polygon,13517831.41
1160.0,242365.0,177.0,173.0,232.0,12776684.61,787122278.0,0.0,-7640.047379,13978115.91,UST,2022-05-25,polygon,13978115.91
464.0,241205.0,102.0,101.0,131.0,4074774.352,774345593.4,11003.15749,-17813.63845,13985755.96,UST,2022-05-24,polygon,13985755.96
548.0,240741.0,94.0,109.0,135.0,4733632.364,770270819.1,49700.7333,-10144.87972,13992566.44,UST,2022-05-23,polygon,13992566.44
1017.0,240193.0,109.0,119.0,150.0,7494183.098,765537186.7,0.0,0.0,13953010.59,UST,2022-05-22,polygon,13953010.59
703.0,239176.0,89.0,109.0,129.0,4594412.037,758043003.6,0.0,-13900.55792,13953010.59,UST,2022-05-21,polygon,13953010.59
596.0,238473.0,120.0,142.0,176.0,4087901.106,753448591.6,0.0,-31421.5517,13966911.15,UST,2022-05-20,polygon,13966911.15
743.0,237877.0,111.0,137.0,168.0,3712962.781,749360690.5,0.0,0.0,13998332.7,UST,2022-05-19,polygon,13998332.7
959.0,237134.0,173.0,192.0,238.0,5529175.636,745647727.7,0.0,0.0,13998332.7,UST,2022-05-18,polygon,13998332.7
1334.0,236175.0,212.0,258.0,314.0,8027759.829,740118552.0,0.0,-315510.8992,13998332.7,UST,2022-05-17,polygon,13998332.7
2580.0,234841.0,292.0,410.0,472.0,25875793.8,732090792.2,28402.50077,-149423.6406,14313843.6,UST,2022-05-16,polygon,14313843.6
1962.0,232261.0,300.0,619.0,657.0,33366614.86,706214998.4,8226167.113,-51335.88393,14434864.74,UST,2022-05-15,polygon,14434864.74
771.0,230299.0,191.0,317.0,357.0,7715479.003,672848383.6,2243111.068,-7088.975579,6260033.507,UST,2022-05-14,polygon,6260033.507
1112.0,229528.0,205.0,260.0,316.0,4731462.612,665132904.5,839119.9274,-166168.541,4024011.415,UST,2022-05-13,polygon,4024011.415
2087.0,228416.0,330.0,410.0,496.0,7299452.936,660401441.9,224768.4478,-124668.9298,3351060.028,UST,2022-05-12,polygon,3351060.028
2437.0,226329.0,384.0,482.0,561.0,12587438.24,653101989.0,669628.6179,-536706.7905,3250960.51,UST,2022-05-11,polygon,3250960.51
1568.0,223892.0,323.0,451.0,485.0,5530084.488,640514550.8,165632.0519,-97012.41214,3118038.683,UST,2022-05-10,polygon,3118038.683
587.0,222324.0,161.0,176.0,203.0,1830492.22,634984466.3,142395.8095,-174626.4083,3049419.043,UST,2022-05-09,polygon,3049419.043
237.0,221737.0,117.0,112.0,144.0,316359.3811,633153974.1,0.0,0.0,3081649.642,UST,2022-05-08,polygon,3081649.642
191.0,221500.0,88.0,103.0,119.0,855325.4833,632837614.7,0.0,0.0,3081649.642,UST,2022-05-07,polygon,3081649.642
201.0,221309.0,95.0,79.0,107.0,619489.9889,631982289.2,0.0,0.0,3081649.642,UST,2022-05-06,polygon,3081649.642
229.0,221108.0,136.0,116.0,160.0,1164502.243,631362799.2,0.0,0.0,3081649.642,UST,2022-05-05,polygon,3081649.642
158.0,220879.0,84.0,105.0,125.0,545126.1344,630198297.0,0.0,-1062.582591,3081649.642,UST,2022-05-04,polygon,3081649.642
185.0,220721.0,93.0,107.0,122.0,811490.2836,629653170.8,0.0,-10.0,3082712.225,UST,2022-05-03,polygon,3082712.225
275.0,220536.0,119.0,147.0,165.0,1071924.952,628841680.5,0.0,0.0,3082722.225,UST,2022-05-02,polygon,3082722.225
189.0,220261.0,95.0,105.0,119.0,425965.5243,627769755.6,0.0,0.0,3082722.225,UST,2022-05-01,polygon,3082722.225
323.0,220072.0,92.0,106.0,125.0,357777.0143,627343790.1,0.0,0.0,3082722.225,UST,2022-04-30,polygon,3082722.225
180.0,219749.0,96.0,116.0,134.0,335769.3688,626986013.0,0.0,0.0,3082722.225,UST,2022-04-29,polygon,3082722.225
173.0,219569.0,74.0,105.0,113.0,212057.5364,626650243.7,0.0,0.0,3082722.225,UST,2022-04-28,polygon,3082722.225
138.0,219396.0,81.0,84.0,102.0,147692.6142,626438186.1,0.0,0.0,3082722.225,UST,2022-04-27,polygon,3082722.225
195.0,219258.0,82.0,100.0,115.0,357114.0296,626290493.5,0.0,-4000.362606,3082722.225,UST,2022-04-26,polygon,3082722.225
218.0,219063.0,111.0,128.0,145.0,335832.1849,625933379.5,0.0,0.0,3086722.587,UST,2022-04-25,polygon,3086722.587
227.0,218845.0,111.0,126.0,144.0,363979.8054,625597547.3,0.0,0.0,3086722.587,UST,2022-04-24,polygon,3086722.587
164.0,218618.0,83.0,99.0,112.0,153510.1342,625233567.5,0.0,0.0,3086722.587,UST,2022-04-23,polygon,3086722.587
220.0,218454.0,110.0,114.0,140.0,586330.5294,625080057.4,0.0,0.0,3086722.587,UST,2022-04-22,polygon,3086722.587
229.0,218234.0,103.0,144.0,160.0,257361.4168,624493726.8,0.0,0.0,3086722.587,UST,2022-04-21,polygon,3086722.587
218.0,218005.0,110.0,125.0,138.0,894353.4944,624236365.4,0.0,0.0,3086722.587,UST,2022-04-20,polygon,3086722.587
187.0,217787.0,93.0,107.0,115.0,170330.2067,623342011.9,0.0,0.0,3086722.587,UST,2022-04-19,polygon,3086722.587
182.0,217600.0,90.0,109.0,120.0,426005.3513,623171681.7,0.0,0.0,3086722.587,UST,2022-04-18,polygon,3086722.587
222.0,217418.0,105.0,117.0,134.0,191666.1183,622745676.4,0.0,0.0,3086722.587,UST,2022-04-17,polygon,3086722.587
204.0,217196.0,83.0,106.0,113.0,241969.1402,622554010.3,0.0,0.0,3086722.587,UST,2022-04-16,polygon,3086722.587
174.0,216992.0,87.0,99.0,115.0,338623.3224,622312041.1,0.0,0.0,3086722.587,UST,2022-04-15,polygon,3086722.587
181.0,216818.0,85.0,94.0,104.0,335594.3998,621973417.8,15000.0,-57.34099512,3086722.587,UST,2022-04-14,polygon,3086722.587
184.0,216637.0,100.0,113.0,128.0,713711.5601,621637823.4,0.0,-6919.507327,3071779.928,UST,2022-04-13,polygon,3071779.928
215.0,216453.0,95.0,107.0,122.0,824028.3633,620924111.8,1978.79,0.0,3078699.435,UST,2022-04-12,polygon,3078699.435
205.0,216238.0,91.0,97.0,113.0,583618.607,620100083.5,240.9704422,-120824.1633,3076720.645,UST,2022-04-11,polygon,3076720.645
137.0,216033.0,66.0,81.0,90.0,137010.9093,619516464.9,650.0,-1268.191171,3197303.838,UST,2022-04-10,polygon,3197303.838
164.0,215896.0,77.0,80.0,97.0,166809.3684,619379454.0,0.0,-111.4420411,3197922.029,UST,2022-04-09,polygon,3197922.029
193.0,215732.0,86.0,91.0,106.0,304205.8564,619212644.6,19114.4664,0.0,3198033.472,UST,2022-04-08,polygon,3198033.472
222.0,215539.0,107.0,114.0,137.0,217036.1852,618908438.7,0.0,-8651.86299,3178919.005,UST,2022-04-07,polygon,3178919.005
206.0,215317.0,92.0,101.0,124.0,448156.6769,618691402.5,7043.293379,0.0,3187570.868,UST,2022-04-06,polygon,3187570.868
177.0,215111.0,91.0,104.0,125.0,207144.1322,618243245.9,5000.0,0.0,3180527.575,UST,2022-04-05,polygon,3180527.575
160.0,214934.0,80.0,94.0,111.0,120189.9548,618036101.7,0.0,0.0,3175527.575,UST,2022-04-04,polygon,3175527.575
134.0,214774.0,72.0,86.0,103.0,155505.1164,617915911.8,0.0,0.0,3175527.575,UST,2022-04-03,polygon,3175527.575
170.0,214640.0,86.0,85.0,103.0,94895.9582,617760406.7,1231.484674,0.0,3175527.575,UST,2022-04-02,polygon,3175527.575
268.0,214470.0,89.0,109.0,124.0,264252.2281,617665510.7,0.0,0.0,3174296.09,UST,2022-04-01,polygon,3174296.09
216.0,214202.0,88.0,102.0,120.0,404206.5303,617401258.5,0.0,0.0,3174296.09,UST,2022-03-31,polygon,3174296.09
222.0,213986.0,91.0,110.0,130.0,486974.8214,616997052.0,250.0,-138849.3248,3174296.09,UST,2022-03-30,polygon,3174296.09
282.0,213764.0,115.0,134.0,154.0,364021.4222,616510077.1,0.0,-103726.5364,3312895.415,UST,2022-03-29,polygon,3312895.415
284.0,213482.0,99.0,124.0,141.0,630691.9763,616146055.7,0.0,0.0,3416621.951,UST,2022-03-28,polygon,3416621.951
201.0,213198.0,111.0,123.0,146.0,916671.4284,615515363.7,0.0,-85963.47418,3416621.951,UST,2022-03-27,polygon,3416621.951
194.0,212997.0,93.0,100.0,117.0,582107.9049,614598692.3,0.0,0.0,3502585.425,UST,2022-03-26,polygon,3502585.425
359.0,212803.0,131.0,155.0,174.0,2236453.69,614016584.4,86815.47418,-69303.54382,3502585.425,UST,2022-03-25,polygon,3502585.425
183.0,212444.0,86.0,110.0,116.0,360170.9662,611780130.7,46319.0,-46369.0,3485073.495,UST,2022-03-24,polygon,3485073.495
132.0,212261.0,77.0,76.0,96.0,226116.7548,611419959.7,0.0,0.0,3485123.495,UST,2022-03-23,polygon,3485123.495
158.0,212129.0,82.0,91.0,104.0,377668.1055,611193843.0,0.0,0.0,3485123.495,UST,2022-03-22,polygon,3485123.495
147.0,211971.0,74.0,87.0,102.0,284342.2694,610816174.9,0.0,-15825.967,3485123.495,UST,2022-03-21,polygon,3485123.495
147.0,211824.0,67.0,86.0,98.0,254881.7289,610531832.6,0.0,-4197.138041,3500949.462,UST,2022-03-20,polygon,3500949.462
214.0,211677.0,92.0,115.0,128.0,555910.2108,610276950.9,0.0,0.0,3505146.6,UST,2022-03-19,polygon,3505146.6
