,date,Token,# TXs,Agg. # TXs,Unique Senders,Unique Receivers,Unique Users,Vol (Native),Agg. Vol (Native),Mints (Native),Burns (Native),Supply (Native)
1329,2021-01-01,DAI,20887.0,10741338.0,2716.0,2796.0,3270.0,69150285.08,105900000000.0,285.1671199,-1.0,450517106.9
1330,2021-01-01,DAI,21244.0,10720451.0,3089.0,3042.0,3708.0,71863440.03,105831000000.0,9857.675388,0.0,450516822.8
1331,2021-01-01,DAI,25009.0,10699207.0,3079.0,3233.0,3743.0,98304711.47,105759000000.0,26641.43337,-187641.5336,450506965.1
1332,2021-01-01,DAI,23501.0,10674198.0,3246.0,2997.0,3806.0,108589807.7,105661000000.0,1871420.63,-320710.8791,450667965.2
1333,2021-01-01,DAI,24938.0,10650697.0,3675.0,3194.0,4257.0,104649011.5,105552000000.0,9993725.792,-350410.6476,449117255.4
1334,2021-01-01,DAI,24937.0,10625759.0,3430.0,3450.0,4283.0,156518612.1,105448000000.0,1308445.806,-1468124.105,439473940.3
1335,2021-01-01,DAI,24185.0,10600822.0,3335.0,3287.0,4046.0,114332072.4,105291000000.0,786853.9487,-7779739.707,439633618.6
1336,2021-01-01,DAI,23671.0,10576637.0,3143.0,3338.0,3931.0,115546744.5,105177000000.0,11061756.81,-2541817.808,446626504.4
1337,2021-01-01,DAI,24438.0,10552966.0,3530.0,3543.0,4274.0,204173813.3,105061000000.0,20540000.25,-128962.0733,438106565.4
1338,2021-01-01,DAI,24680.0,10528528.0,3429.0,3736.0,4337.0,272652612.3,104857000000.0,1643135.227,-193992.7423,417695527.2
1339,2021-01-01,DAI,29661.0,10503848.0,3993.0,3487.0,4835.0,646097079.9,104584000000.0,3205617.083,-48529456.25,416246384.7
1340,2021-01-01,DAI,27970.0,10474187.0,3489.0,3421.0,4233.0,162799259.2,103938000000.0,10730252.34,-3409783.609,461570223.9
1341,2021-01-01,DAI,18992.0,10446217.0,3602.0,2971.0,4224.0,219370482.7,103776000000.0,10592328.08,-4205809.58,454249755.1
1342,2021-01-01,DAI,24157.0,10427225.0,3256.0,3433.0,4153.0,268350081.3,103556000000.0,3462180.029,-2702043.37,447863236.6
1343,2021-01-01,DAI,19663.0,10403068.0,3200.0,3516.0,4226.0,178086237.7,103288000000.0,2120698.115,-5188672.899,447103100.0
1344,2021-01-01,DAI,25381.0,10383405.0,3827.0,3596.0,4473.0,379976796.0,103110000000.0,3636269.205,-3220409.956,450171074.8
1345,2021-01-01,DAI,24655.0,10358024.0,3846.0,3650.0,4516.0,382484052.1,102730000000.0,785941.7673,-4520445.52,449755215.5
1346,2021-01-01,DAI,18599.0,10333369.0,3732.0,3601.0,4303.0,80610243.67,102347000000.0,1818890.303,-342393.8856,453489719.3
1347,2021-01-01,DAI,17671.0,10314770.0,3098.0,2984.0,3682.0,99598725.11,102267000000.0,4067622.704,-186763.7346,452013222.8
1348,2021-01-01,DAI,15966.0,10297099.0,2816.0,2777.0,3393.0,73961243.31,102167000000.0,0.0,-247604.695,448132363.9
1349,2021-01-01,DAI,24922.0,10281133.0,4070.0,3982.0,4708.0,147493716.9,102093000000.0,157079.3401,-588552.9837,448379968.6
1350,2021-01-01,DAI,21886.0,10256211.0,3596.0,3601.0,4171.0,124382402.0,101946000000.0,337061.9149,-394572.3853,448811442.2
1351,2021-01-01,DAI,22994.0,10234325.0,3613.0,3559.0,4270.0,282761979.5,101821000000.0,15197368.71,-723850.1209,448868952.7
1352,2021-01-01,DAI,24708.0,10211331.0,4303.0,4428.0,5075.0,102576612.2,101538000000.0,1189097.56,-1400953.999,434395434.1
1353,2021-01-01,DAI,26243.0,10186623.0,4360.0,4505.0,5200.0,122389634.4,101436000000.0,2374252.125,-3168343.638,434607290.5
1354,2021-01-01,DAI,25362.0,10160380.0,4023.0,4073.0,4728.0,231778715.8,101313000000.0,14942918.71,-895450.4313,435401382.1
1355,2021-01-01,DAI,25451.0,10135018.0,4160.0,4331.0,5108.0,105813028.0,101082000000.0,1759529.743,-194022.8259,421353913.8
1356,2021-01-01,DAI,26214.0,10109567.0,4085.0,4084.0,4867.0,148717117.4,100976000000.0,140887.0381,-1272980.219,419788406.9
1357,2021-01-01,DAI,31406.0,10083353.0,4175.0,4168.0,4867.0,144916214.4,100827000000.0,5346401.069,-348425.245,420920500.0
1358,2021-01-01,DAI,29984.0,10051947.0,4347.0,4403.0,5439.0,173889211.2,100682000000.0,2925778.374,-690552.7581,415922524.2
1359,2021-01-01,DAI,23230.0,10021963.0,3734.0,3576.0,4500.0,301571099.1,100508000000.0,1604916.18,-569808.9632,413687298.6
1360,2021-01-01,DAI,20507.0,9998733.0,3488.0,3843.0,4759.0,184163936.5,100207000000.0,1144240.848,-7962906.387,412652191.4
1361,2021-01-01,DAI,15735.0,9978226.0,2623.0,2886.0,3500.0,178623972.4,100023000000.0,2731276.253,-213424.3896,419470856.9
1362,2021-01-01,DAI,17790.0,9962491.0,2763.0,2922.0,3520.0,98546157.76,99843991517.0,5899223.714,-744094.2923,416953005.1
1363,2021-01-01,DAI,25255.0,9944701.0,4389.0,4398.0,5215.0,99564405.41,99745445359.0,1110976.71,-495921.4794,411797875.6
1364,2021-01-01,DAI,34737.0,9919446.0,4801.0,4879.0,5736.0,146793076.2,99645880954.0,917233.6318,-1094904.825,411182820.4
1365,2021-01-01,DAI,30818.0,9884709.0,4197.0,4967.0,5685.0,88592272.1,99499087877.0,1651873.047,-296505.8524,411360491.6
1366,2021-01-01,DAI,32631.0,9853891.0,4672.0,5269.0,6086.0,151799995.5,99410495605.0,1745537.621,-284068.8526,410005124.4
1367,2021-01-01,DAI,40571.0,9821260.0,5948.0,6617.0,7562.0,152524921.1,99258695610.0,2426515.911,-519289.9459,408543655.6
1368,2021-01-01,DAI,39940.0,9780689.0,5848.0,7134.0,8223.0,261579212.6,99106170689.0,1813960.096,-10701454.58,406636429.7
1369,2021-01-01,DAI,40861.0,9740749.0,5736.0,6819.0,8120.0,170808306.2,98844591476.0,155927.7833,-211117.327,415523924.1
1370,2021-01-01,DAI,46197.0,9699888.0,6372.0,9617.0,11192.0,108883405.7,98673783170.0,2769141.143,-376426.2715,415579113.7
1371,2021-01-01,DAI,36883.0,9653691.0,5369.0,6185.0,7289.0,125562915.8,98564899764.0,3072184.186,-146161.6805,413186398.8
1372,2021-01-01,DAI,29359.0,9616808.0,5058.0,5534.0,6722.0,244235660.1,98439336848.0,23966648.14,-12376148.0,410260376.3
1373,2021-01-01,DAI,34694.0,9587449.0,5017.0,6309.0,7110.0,124189448.6,98195101188.0,5519352.118,-51496.96401,398669876.2
1374,2021-01-01,DAI,40311.0,9552755.0,5668.0,6915.0,7918.0,748868683.8,98070911740.0,32064134.61,-17272660.85,393202021.0
1375,2021-01-01,DAI,40316.0,9512444.0,6120.0,7349.0,8954.0,152918379.5,97322043056.0,395262.07,-533655.9785,378410547.3
1376,2021-01-01,DAI,39656.0,9472128.0,6303.0,7502.0,9229.0,296833870.3,97169124677.0,15055216.8,-3175587.652,378548941.2
1377,2021-01-01,DAI,47173.0,9432472.0,7161.0,9902.0,12083.0,172753991.4,96872290806.0,3630499.087,-848458.5675,366669312.0
1378,2021-01-01,DAI,33694.0,9385299.0,5395.0,5935.0,7590.0,116508200.3,96699536815.0,682053.087,-10581233.93,363887271.5
1379,2021-01-01,DAI,32012.0,9351605.0,5900.0,5831.0,7397.0,194415325.3,96583028615.0,403806.1283,-182137.8839,373786452.4
1380,2021-01-01,DAI,41489.0,9319593.0,6726.0,6902.0,8723.0,268099567.3,96388613289.0,10458629.36,-4533303.545,373564784.1
1381,2021-01-01,DAI,47118.0,9278104.0,9321.0,9620.0,11727.0,200223237.0,96120513722.0,910208.157,-6983034.926,367639458.3
1382,2021-01-01,DAI,43365.0,9230986.0,7168.0,8473.0,10183.0,241930895.8,95920290485.0,11670864.21,-106739.8682,373712285.1
1383,2021-01-01,DAI,45827.0,9187621.0,7970.0,10285.0,12170.0,221604780.4,95678359589.0,11798204.53,-4404349.668,362148160.7
1384,2021-01-01,DAI,46788.0,9141794.0,7397.0,11117.0,13315.0,164822634.8,95456754809.0,490641.1494,-2195096.641,354754305.9
1385,2021-01-01,DAI,45665.0,9095006.0,6839.0,13845.0,15514.0,118761321.3,95291932174.0,1398824.003,-684154.6964,356458761.4
1386,2021-01-01,DAI,40368.0,9049341.0,5922.0,7795.0,9233.0,141222951.0,95173170853.0,917599.1592,-46380.73447,355744092.0
1387,2021-01-01,DAI,44917.0,9008973.0,6427.0,8297.0,10014.0,390605425.1,95031947902.0,16198390.2,-2117137.33,354872873.6
1388,2021-01-01,DAI,42227.0,8964056.0,6364.0,7408.0,9090.0,232758871.1,94641342477.0,487794.2228,-1678931.754,340791620.7
1389,2021-01-01,DAI,39851.0,8921829.0,6950.0,6843.0,9524.0,195002278.5,94408583606.0,579323.5389,-1116047.735,341982758.3
1390,2021-01-01,DAI,44214.0,8881978.0,8160.0,9220.0,12181.0,222728814.9,94213581327.0,3910795.004,-312086.3778,342519482.5
1391,2021-01-01,DAI,51285.0,8837764.0,6874.0,10646.0,12651.0,244047587.8,93990852512.0,2404985.202,-2487359.561,338920773.8
1392,2021-01-01,DAI,41455.0,8786479.0,7267.0,8336.0,11001.0,306047241.7,93746804924.0,13042309.74,-144135.6211,339003148.2
1393,2021-01-01,DAI,53210.0,8745024.0,8346.0,10413.0,12338.0,676337681.2,93440757683.0,32650804.32,-1015163.479,326104974.1
1394,2021-01-01,DAI,51633.0,8691814.0,7647.0,9344.0,11312.0,259905739.2,92764420002.0,6237257.408,-67889.39454,294469333.2
1395,2021-01-01,DAI,46224.0,8640181.0,6361.0,8124.0,9571.0,278623598.1,92504514262.0,1585729.13,-1179880.398,288299965.2
1396,2021-01-01,DAI,47150.0,8593957.0,6819.0,10009.0,12018.0,261932121.1,92225890664.0,4483255.25,-11655139.27,287894116.5
1397,2021-01-01,DAI,47842.0,8546807.0,5938.0,9128.0,10407.0,218192294.7,91963958543.0,2090393.305,-1242095.076,295066000.5
1398,2021-01-01,DAI,49697.0,8498965.0,6490.0,10094.0,11275.0,103415352.5,91745766248.0,570355.434,-420637.2244,294217702.3
1399,2021-01-01,DAI,41871.0,8449268.0,6119.0,8027.0,9110.0,165372445.4,91642350896.0,982411.4753,-492533.6753,294067984.1
1400,2021-01-01,DAI,39473.0,8407397.0,5234.0,7287.0,8153.0,143970114.8,91476978451.0,433600.8392,-1457534.134,293578106.3
1401,2021-01-01,DAI,42414.0,8367924.0,5729.0,6895.0,7890.0,180692487.5,91333008336.0,1656562.353,-75809.37524,294602039.6
1402,2021-01-01,DAI,44309.0,8325510.0,6497.0,7932.0,8910.0,137525069.0,91152315848.0,540325.2565,-443738.1975,293021286.6
1403,2021-01-01,DAI,49866.0,8281201.0,7551.0,9147.0,10119.0,134808666.6,91014790779.0,905745.9701,-696126.529,292924699.5
1404,2021-01-01,DAI,44619.0,8231335.0,6717.0,8262.0,9514.0,154373045.0,90879982113.0,1422905.464,-556289.513,292715080.1
1405,2021-01-01,DAI,54494.0,8186716.0,6911.0,12051.0,13493.0,242276412.1,90725609068.0,966001.9154,-3625738.004,291848464.2
1406,2021-01-01,DAI,40284.0,8132222.0,5651.0,7919.0,8770.0,309395764.5,90483332656.0,13818724.67,-3538095.345,294508200.2
1407,2021-01-01,DAI,30207.0,8091938.0,4498.0,5730.0,6534.0,178030095.6,90173936891.0,4862215.47,-1620103.453,284227570.9
1408,2021-01-01,DAI,36362.0,8061731.0,4726.0,6261.0,7168.0,162731200.2,89995906796.0,555317.1721,-912251.8728,280985458.9
1409,2021-01-01,DAI,40437.0,8025369.0,5264.0,6042.0,7089.0,372215725.2,89833175595.0,1041712.306,-978260.4111,281342393.6
1410,2021-01-01,DAI,39820.0,7984932.0,5088.0,6689.0,7632.0,198935106.7,89460959870.0,377309.8384,-3894592.789,281278941.7
1411,2021-01-01,DAI,43094.0,7945112.0,5379.0,7293.0,8362.0,220624292.1,89262024763.0,2890206.185,-357283.2214,284796224.7
1412,2021-01-01,DAI,45589.0,7902018.0,6019.0,11948.0,13458.0,160045272.2,89041400471.0,2689503.009,-583231.3064,282263301.7
1413,2021-01-01,DAI,33033.0,7856429.0,5053.0,7115.0,8129.0,184278988.6,88881355199.0,991684.6193,-5002791.872,280157030.0
1414,2021-01-01,DAI,31490.0,7823396.0,4671.0,5997.0,6892.0,132662337.4,88697076211.0,2243386.809,-483878.9756,284168137.2
1415,2021-01-01,DAI,37690.0,7791906.0,5451.0,7204.0,8038.0,178943377.0,88564413873.0,967707.3195,-844418.1199,282408629.4
1416,2021-01-01,DAI,33794.0,7754216.0,4792.0,6214.0,7010.0,232351752.4,88385470496.0,496728.3609,-757532.0673,282285340.2
1417,2021-01-01,DAI,36848.0,7720422.0,4967.0,5999.0,6813.0,339636226.7,88153118744.0,2068157.481,-288351.3657,282546143.9
1418,2021-01-01,DAI,36088.0,7683574.0,4420.0,6529.0,7300.0,164217388.9,87813482517.0,1135862.039,-3301073.709,280766337.8
1419,2021-01-01,DAI,44662.0,7647486.0,4547.0,11022.0,12157.0,157905876.3,87649265128.0,1650796.552,-380599.9728,282931549.5
1420,2021-01-01,DAI,38810.0,7602824.0,3549.0,13521.0,14165.0,184817626.2,87491359252.0,1657589.89,-3138384.164,281661352.9
1421,2021-01-01,DAI,126573.0,7564014.0,3353.0,99848.0,100500.0,139594980.0,87306541626.0,304275.2832,-1375038.072,283142147.2
1422,2021-01-01,DAI,89488.0,7437441.0,3360.0,63710.0,64385.0,131735088.5,87166946646.0,3141181.564,-441831.2054,284212910.0
1423,2021-01-01,DAI,58405.0,7347953.0,3484.0,28371.0,29016.0,152146983.3,87035211557.0,906982.2645,-376535.1932,281513559.6
1424,2021-01-01,DAI,53076.0,7289548.0,4294.0,14583.0,15432.0,201843954.1,86883064574.0,3655203.903,-1099338.22,280983112.5
1425,2021-01-01,DAI,48408.0,7236472.0,4815.0,10372.0,11187.0,234086615.5,86681220620.0,493823.9007,-8355913.531,278427246.8
1426,2021-01-01,DAI,48980.0,7188064.0,4269.0,12145.0,13185.0,146592054.9,86447134004.0,3387859.099,-2748324.991,286289336.5
1427,2021-01-01,DAI,31279.0,7139084.0,3536.0,4918.0,5550.0,108655739.8,86300541949.0,1380818.049,-6767613.001,285649802.4
1428,2021-01-01,DAI,34909.0,7107805.0,3599.0,4832.0,5511.0,371025543.5,86191886210.0,5878112.11,-361844.895,291036597.3
1429,2021-01-01,DAI,43635.0,7072896.0,4080.0,4712.0,5188.0,787772835.4,85820860666.0,13099838.0,-1721297.129,285520330.1
1430,2021-01-01,DAI,38225.0,7029261.0,4064.0,4984.0,5746.0,193716141.0,85033087831.0,851462.813,-2816367.383,274141789.2
1431,2021-01-01,DAI,37590.0,6991036.0,3925.0,5088.0,5783.0,685677040.0,84839371690.0,1254254.082,-548069.0329,276106693.8
1432,2021-01-01,DAI,34468.0,6953446.0,4128.0,6426.0,7178.0,180751924.8,84153694650.0,11461075.86,-417824.0187,275400508.8
1433,2021-01-01,DAI,41518.0,6918978.0,4434.0,11275.0,12277.0,115599160.9,83972942725.0,6289484.001,-965126.45,264357256.9
1434,2021-01-01,DAI,24740.0,6877460.0,3427.0,4595.0,5209.0,128635466.5,83857343564.0,8105551.731,-4001912.7,259032899.4
1435,2021-01-01,DAI,25941.0,6852720.0,3319.0,5035.0,5676.0,208711447.9,83728708097.0,1215505.977,-3474511.554,254929260.3
1436,2021-01-01,DAI,26333.0,6826779.0,3833.0,4502.0,5218.0,151608163.6,83519996650.0,3702570.701,-2432881.223,257188265.9
1437,2021-01-01,DAI,32443.0,6800446.0,4112.0,5239.0,5900.0,189173053.3,83368388486.0,1427285.991,-22520826.63,255918576.4
1438,2021-01-01,DAI,32375.0,6768003.0,4319.0,5988.0,6623.0,217393982.3,83179215433.0,11960229.82,-8587613.821,277012117.1
1439,2021-01-01,DAI,35384.0,6735628.0,4382.0,8546.0,9434.0,180732571.0,82961821450.0,3607265.827,-1869721.443,273639501.1
1440,2021-01-01,DAI,47477.0,6700244.0,4708.0,10994.0,11925.0,259882032.8,82781088879.0,5441579.118,-1130954.371,271901956.7
1441,2021-01-01,DAI,32256.0,6652767.0,3573.0,5443.0,6048.0,109787274.1,82521206847.0,4828637.869,-392297.7512,267591331.9
1442,2021-01-01,DAI,30567.0,6620511.0,3220.0,7457.0,7968.0,113959432.5,82411419573.0,9913254.124,-9249850.414,263154991.8
1443,2021-01-01,DAI,30672.0,6589944.0,3264.0,4260.0,4729.0,186613295.5,82297460140.0,810604.3781,-6565569.616,262491588.1
1444,2021-01-01,DAI,25177.0,6559272.0,3203.0,4413.0,5036.0,170848628.3,82110846845.0,3685765.804,-1554146.475,268246553.3
1445,2021-01-01,DAI,25609.0,6534095.0,3301.0,4942.0,5524.0,107190529.0,81939998216.0,7274904.396,-823599.7559,266114934.0
1446,2021-01-01,DAI,30400.0,6508486.0,3606.0,5817.0,6542.0,129073957.6,81832807687.0,1425184.421,-485484.3723,259663629.4
1447,2021-01-01,DAI,39707.0,6478086.0,4470.0,11058.0,11986.0,85935191.96,81703733730.0,1019550.436,-2001465.302,258723929.3
1448,2021-01-01,DAI,27315.0,6438379.0,3910.0,5372.0,6143.0,73357416.52,81617798538.0,811545.636,-4661233.083,259705844.2
1449,2021-01-01,DAI,22453.0,6411064.0,3189.0,4295.0,4778.0,81196138.74,81544441121.0,1170824.89,-7759013.136,263555531.6
1450,2021-01-01,DAI,28460.0,6388611.0,3870.0,4835.0,5430.0,147640920.2,81463244982.0,1891209.727,-12344154.64,270143719.9
1451,2021-01-01,DAI,27120.0,6360151.0,3896.0,4697.0,5300.0,106914994.5,81315604062.0,7319854.158,-6443233.614,280596664.8
1452,2021-01-01,DAI,30319.0,6333031.0,3544.0,4607.0,5181.0,359484833.7,81208689068.0,716081.8035,-24724106.35,279720044.3
1453,2021-01-01,DAI,33630.0,6302712.0,4204.0,5894.0,6584.0,81864129.98,80849204234.0,744948.6223,-2858799.824,303728068.8
1454,2021-01-01,DAI,44859.0,6269082.0,4572.0,10261.0,11190.0,91705607.07,80767340104.0,1698640.604,-4067517.737,305841920.0
1455,2021-01-01,DAI,37956.0,6224223.0,3944.0,5115.0,5700.0,79637851.69,80675634497.0,1265381.929,-5329719.585,308210797.1
1456,2021-01-01,DAI,35880.0,6186267.0,4079.0,4944.0,5653.0,64224506.71,80595996645.0,569339.2781,-1880403.898,312275134.8
1457,2021-01-01,DAI,38937.0,6150387.0,4119.0,5347.0,5977.0,92066096.88,80531772139.0,491158.1747,-308990.1292,313586199.4
1458,2021-01-01,DAI,40701.0,6111450.0,4916.0,6718.0,7373.0,458283753.4,80439706042.0,21383712.77,-2096398.633,313404031.4
1459,2021-01-01,DAI,33655.0,6070749.0,4133.0,5748.0,6438.0,53679270.35,79981422288.0,213052.321,-523540.6317,294116717.2
1460,2021-01-01,DAI,40671.0,6037094.0,4492.0,7490.0,8303.0,100512830.0,79927743018.0,278424.6514,-2083937.824,294427205.5
1461,2021-01-01,DAI,40235.0,5996423.0,4637.0,6275.0,7233.0,104468162.3,79827230188.0,333154.0446,-2294695.713,296232718.7
1462,2021-01-01,DAI,41842.0,5956188.0,3890.0,5711.0,6342.0,104610331.6,79722762026.0,1999586.569,-2293386.086,298194260.4
1463,2021-01-01,DAI,37529.0,5914346.0,3596.0,4416.0,5017.0,98990345.0,79618151694.0,158158.5613,-4339654.464,298488059.9
1464,2021-01-01,DAI,45125.0,5876817.0,4077.0,4792.0,5592.0,167131790.3,79519161349.0,2492174.307,-2312553.022,302669555.8
1465,2021-01-01,DAI,38670.0,5831692.0,4420.0,5055.0,5968.0,106909606.7,79352029559.0,329746.7426,-4162920.37,302489934.5
1466,2021-01-01,DAI,39270.0,5793022.0,4061.0,4070.0,4819.0,150752157.4,79245119952.0,899066.6424,-8145365.662,306323108.1
1467,2021-01-01,DAI,41570.0,5753752.0,4166.0,4180.0,4825.0,204795710.0,79094367795.0,484872.2002,-6930852.326,313569407.2
1468,2021-01-01,DAI,41025.0,5712182.0,4147.0,4287.0,4975.0,172364991.3,78889572085.0,581965.1928,-1439225.116,320015387.3
1469,2021-01-01,DAI,37516.0,5671157.0,3713.0,3707.0,4259.0,144955834.8,78717207094.0,548113.7591,-2191522.425,320872647.2
1470,2021-01-01,DAI,36708.0,5633641.0,5201.0,5419.0,5936.0,96724780.19,78572251259.0,225037.3885,-4816062.574,322516055.9
1471,2021-01-01,DAI,35331.0,5596933.0,3527.0,3665.0,4198.0,135698301.4,78475526479.0,1599598.994,-1231694.953,327107081.1
1472,2021-01-01,DAI,32383.0,5561602.0,3933.0,3970.0,4528.0,133915114.6,78339828177.0,378008.9915,-2234379.36,326739177.0
1473,2021-01-01,DAI,31059.0,5529219.0,3890.0,3967.0,4492.0,113720292.7,78205913063.0,1871262.47,-11967534.36,328595547.4
1474,2021-01-01,DAI,33274.0,5498160.0,3626.0,3772.0,4336.0,136844976.6,78092192770.0,725512.0802,-1156494.234,338691819.3
1475,2021-01-01,DAI,34631.0,5464886.0,3418.0,3256.0,3961.0,200779440.7,77955347793.0,5583301.58,-3038281.591,339122801.4
1476,2021-01-01,DAI,34867.0,5430255.0,3333.0,4936.0,5472.0,197257638.6,77754568353.0,708984.7291,-8105995.392,336577781.5
1477,2021-01-01,DAI,33418.0,5395388.0,3355.0,3325.0,3901.0,149525038.1,77557310714.0,974450.7505,-2364600.327,343974792.1
1478,2021-01-01,DAI,37950.0,5361970.0,3725.0,3707.0,4340.0,228741254.8,77407785676.0,1390502.511,-6146959.392,345364941.7
1479,2021-01-01,DAI,37235.0,5324020.0,4086.0,4190.0,4874.0,193226857.3,77179044421.0,525352.5595,-1812642.236,350121398.6
1480,2021-01-01,DAI,42353.0,5286785.0,5368.0,5262.0,6175.0,280756207.4,76985817564.0,1157949.632,-1208868.648,351408688.2
1481,2021-01-01,DAI,41052.0,5244432.0,4060.0,5063.0,5774.0,293760294.0,76705061356.0,3137423.023,-2525341.028,351459607.3
1482,2021-01-01,DAI,36937.0,5203380.0,3748.0,4595.0,5158.0,136649674.1,76411301062.0,692072.4154,-1809699.904,350847525.3
1483,2021-01-01,DAI,38672.0,5166443.0,4003.0,4316.0,4832.0,124543131.2,76274651388.0,882001.9872,-2729288.712,351965152.8
1484,2021-01-01,DAI,47145.0,5127771.0,7022.0,7220.0,7776.0,161696339.9,76150108257.0,3711870.499,-2328065.691,353812439.5
1485,2021-01-01,DAI,63104.0,5080626.0,17758.0,17763.0,18376.0,115767908.8,75988411917.0,1132648.905,-5597552.054,352428634.7
1486,2021-01-01,DAI,39308.0,5017522.0,6397.0,6523.0,7123.0,247855242.8,75872644008.0,3830302.894,-8003736.848,356893537.8
1487,2021-01-01,DAI,36582.0,4978214.0,3520.0,3673.0,4241.0,151171141.7,75624788765.0,5793500.012,-2972020.678,361066971.8
1488,2021-01-01,DAI,39466.0,4941632.0,3728.0,3724.0,4381.0,172413961.8,75473617624.0,305021.5242,-1253012.583,358245492.4
1489,2021-01-01,DAI,40510.0,4902166.0,3551.0,3595.0,4191.0,164428665.5,75301203662.0,2813816.607,-6740062.98,359193483.5
1490,2021-01-01,DAI,29781.0,4861656.0,3031.0,3023.0,3570.0,126058754.0,75136774997.0,1120102.574,-5112426.45,363119729.9
1491,2021-01-01,DAI,31219.0,4831875.0,3309.0,3426.0,3972.0,153545404.2,75010716243.0,994957.3387,-7670704.814,367112053.8
1492,2021-01-01,DAI,31393.0,4800656.0,3294.0,3227.0,3861.0,133720189.7,74857170838.0,467213.3036,-3729045.386,373787801.2
1493,2021-01-01,DAI,30704.0,4769263.0,3373.0,3274.0,3901.0,112517926.6,74723450649.0,204413.569,-4246173.733,377049633.3
1494,2021-01-01,DAI,34388.0,4738559.0,3566.0,3511.0,4169.0,173769978.8,74610932722.0,2899957.942,-2888716.455,381091393.5
1495,2021-01-01,DAI,30045.0,4704171.0,3685.0,3511.0,4224.0,170480311.5,74437162743.0,1338758.584,-6107231.416,381080152.0
1496,2021-01-01,DAI,32474.0,4674126.0,4241.0,4129.0,4850.0,210583123.8,74266682432.0,12941098.04,-3199997.49,385848624.8
1497,2021-01-01,DAI,35785.0,4641652.0,3675.0,3551.0,4200.0,119314310.3,74056099308.0,8933344.15,-1673062.95,376107524.3
1498,2021-01-01,DAI,40396.0,4605867.0,4193.0,3878.0,4705.0,178428926.7,73936784998.0,8029603.25,-1298972.856,368847243.1
1499,2021-01-01,DAI,37094.0,4565471.0,4048.0,4017.0,4697.0,179266605.0,73758356071.0,1736413.974,-24457634.85,362116612.7
1500,2021-01-01,DAI,35772.0,4528377.0,3598.0,3593.0,4201.0,109681896.9,73579089466.0,1580404.607,-2902827.892,384837833.5
1501,2021-01-01,DAI,40304.0,4492605.0,3703.0,3747.0,4364.0,116078980.1,73469407569.0,2251632.92,-6031918.374,386160256.8
1502,2021-01-01,DAI,38366.0,4452301.0,3844.0,3816.0,4439.0,116586194.3,73353328589.0,573375.1023,-3121778.795,389940542.3
1503,2021-01-01,DAI,38920.0,4413935.0,4158.0,4189.0,4816.0,188654097.2,73236742395.0,5865491.359,-692841.2587,392488946.0
1504,2021-01-01,DAI,34811.0,4375015.0,3740.0,3646.0,4241.0,123770251.6,73048088297.0,2002612.805,-2671198.857,387316295.9
1505,2021-01-01,DAI,35602.0,4340204.0,3620.0,3646.0,4266.0,121930308.8,72924318046.0,661027.0655,-1641888.089,387984881.9
1506,2021-01-01,DAI,38496.0,4304602.0,4030.0,3985.0,4613.0,134664373.9,72802387737.0,1936104.554,-2457876.232,388965743.0
1507,2021-01-01,DAI,42025.0,4266106.0,3989.0,4032.0,4689.0,158612533.8,72667723363.0,1973310.374,-770283.3935,389487514.6
1508,2021-01-01,DAI,38055.0,4224081.0,4316.0,4552.0,5291.0,137443740.3,72509110829.0,1879781.978,-633746.8265,388284487.6
1509,2021-01-01,DAI,38906.0,4186026.0,4934.0,5248.0,5948.0,176985587.3,72371667089.0,3791257.897,-4308528.895,387038452.5
1510,2021-01-01,DAI,37655.0,4147120.0,4584.0,4569.0,5227.0,176941817.4,72194681502.0,7450296.224,-4243385.684,387555723.5
1511,2021-01-01,DAI,37412.0,4109465.0,4167.0,4227.0,4772.0,138230473.1,72017739684.0,2134189.491,-5373640.1,384348813.0
1512,2021-01-01,DAI,37041.0,4072053.0,3906.0,4142.0,4726.0,167018846.4,71879509211.0,2501276.672,-7149224.491,387588263.6
1513,2021-01-01,DAI,30275.0,4035012.0,3597.0,3647.0,4213.0,79278248.46,71712490365.0,398091.1665,-2805645.833,392236211.4
1514,2021-01-01,DAI,30067.0,4004737.0,3399.0,3503.0,4058.0,186534691.7,71633212116.0,298226.2769,-53880742.18,394643766.1
1515,2021-01-01,DAI,31509.0,3974670.0,3488.0,3506.0,4119.0,173519156.6,71446677424.0,2038972.531,-3283293.575,448226282.0
1516,2021-01-01,DAI,33575.0,3943161.0,3321.0,3298.0,3925.0,121810569.0,71273158268.0,1186040.848,-2271522.025,449470603.0
1517,2021-01-01,DAI,34444.0,3909586.0,3402.0,3336.0,3979.0,106363085.1,71151347699.0,1002966.252,-9763879.455,450556084.2
1518,2021-01-01,DAI,35852.0,3875142.0,3752.0,3545.0,4310.0,103516978.8,71044984614.0,1159101.642,-7830696.281,459316997.4
1519,2021-01-01,DAI,30181.0,3839290.0,3311.0,3228.0,3847.0,113949214.0,70941467635.0,965658.1579,-8012585.178,465988592.0
1520,2021-01-01,DAI,28904.0,3809109.0,3405.0,3267.0,3958.0,164896766.4,70827518421.0,3780240.776,-13386580.6,473035519.0
1521,2021-01-01,DAI,29868.0,3780205.0,3375.0,3297.0,3977.0,166727117.6,70662621654.0,932912.0206,-14693995.82,482641858.9
