Time,# TXs,Agg. # TXs,Unique Senders,Unique Receivers,Unique Users,Vol (Native),Agg. Vol (Native),Mints (Native),Burns (Native),Supply (Native)
2022-07-31T00:00:00Z,1358,2853,348,356,417,1125537.164,2344181.329,6913.016548,-163026.434,-172209.6499
2022-07-30T00:00:00Z,1495,62595,360,375,440,1218644.165,2582493109,115949.4753,-132045.7077,53831023.46
2022-07-29T00:00:00Z,1629,61100,436,440,519,1565441.096,2581274465,16627.46687,-45402.16601,53847119.69
2022-07-28T00:00:00Z,2198,59471,454,485,553,1126962.738,2579709024,10769.83143,-13919.1108,53875894.39
2022-07-27T00:00:00Z,2640,57273,503,497,580,2077759.292,2578582061,99062.9753,-180480.4215,53879043.67
2022-07-26T00:00:00Z,2417,54633,439,450,530,7211690.242,2576504302,65526.00172,-834721.2831,53960461.11
2022-07-25T00:00:00Z,3508,52216,492,519,585,727517.0114,2569292612,8257.896525,0,54729656.39
2022-07-24T00:00:00Z,6009,48708,461,524,546,1780992.172,2568565095,5448.351708,-15994.33226,54721398.5
2022-07-23T00:00:00Z,217,42699,59,76,89,111036.1851,2566784103,8050.030569,-4422.727736,54731944.48
2022-07-22T00:00:00Z,63,42482,27,38,45,875778.384,2566673066,13527.65156,0,54728317.18
2022-07-21T00:00:00Z,75,42419,35,42,49,2055231.066,2565797288,3622.238947,-991356.1469,54714789.52
2022-07-20T00:00:00Z,60,42344,31,41,45,917629.9792,2563742057,17604.58442,-210632.3718,55702523.43
2022-07-19T00:00:00Z,31,42284,26,29,37,537729.6593,2562824427,70000.95412,-46949.22421,55895551.22
2022-07-18T00:00:00Z,91,42253,40,39,49,2817645.402,2562286697,171500.0872,-108057.9918,55872499.49
2022-07-17T00:00:00Z,85,42162,37,39,48,3312121.664,2559469052,111073.5093,-144965.4339,55809057.39
2022-07-16T00:00:00Z,86,42077,38,37,49,3788588.174,2556156930,6662.892204,-387385.2826,55842949.32
2022-07-15T00:00:00Z,191,41991,29,25,36,875442.5971,2552368342,3556.429572,-197908.5845,56223671.71
2022-07-14T00:00:00Z,111,41800,28,31,40,1435919.659,2551492899,24293.02597,-399365.2637,56418023.86
2022-07-13T00:00:00Z,74,41689,32,32,38,608115.8217,2550056980,61998.50866,-16134.17596,56793096.1
2022-07-12T00:00:00Z,70,41615,34,37,48,1747772.88,2549448864,6495.759361,-423668.2855,56747231.77
