date,pool_name,ideal,token_1,token_1_balance,token_2,token_2_balance,token_3,token_3_balance,alusd,crv3,alusd_p,crv3_p,cvxcrv,crv,cvxcrv_p,crv_p,usdc,dai,usdt,usdc_p,dai_p,usdt_p,fei,fei_p,frax,frax_p,total,lusd,lusd_p,mim,mim_p,ust,ust_p,wbtc,renbtc,wbtc_p,renbtc_p,sbtc,sbtc_p,susd,susd_p,wust,protocol,chain
2020-11-25,renbtc:wbtc,0.5,renbtc,8428.12602072,wbtc,8087.50975202,n/a,0,,,,,,,,,,,,,,,,,,,,,,,,,,8087.50975202,8428.12602072,0.4896880667088152,0.5103119332911847,,,,,,Curve,Ethereum
2020-11-25,dai:usdc:usdt,0.33,dai,81373315.31449473,usdc,129574294.992629,usdt,114863493.554384,,,,,,,,,129574294.992629,81373315.31449473,114863493.554384,0.3976976028653309,0.2497561143560166,0.3525462827786524,,,,,,,,,,,,,,,,,,,,,Curve,Ethereum
2020-11-25,renbtc:wbtc:sbtc,0.33,renbtc,2692.44903917,wbtc,2652.54471866,sbtc,1664.8274411992677,,,,,,,,,,,,,,,,,,,,,,,,,,2652.54471866,2692.44903917,0.3784040481699203,0.3840966784634756,1664.8274411992677,0.2374992733666039,,,,Curve,Ethereum
2020-11-25,susd:usdc-usdt-dai,0.5,susd,14056737.933310578,crv3,17009181.411104128,n/a,0,,17009181.411104128,,0.5475190102224411,,,,,,,,,,,,,,,,,,,,,,,,,,,,14056737.933310578,0.4524809897775588,,Curve,Ethereum
2020-11-26,dai:usdc:usdt,0.33,dai,66115762.56355736,usdc,129905031.856242,usdt,123182253.144994,,,,,,,,,129905031.856242,66115762.56355736,123182253.144994,0.4069667656599464,0.2071276044134161,0.3859056299266374,,,,,,,,,,,,,,,,,,,,,Curve,Ethereum
2020-11-26,renbtc:wbtc,0.5,renbtc,8603.03467663,wbtc,7892.76290612,n/a,0,,,,,,,,,,,,,,,,,,,,,,,,,,7892.76290612,8603.03467663,0.4784711297848142,0.5215288702151858,,,,,,Curve,Ethereum
2020-11-26,susd:usdc-usdt-dai,0.5,susd,16338021.08428824,crv3,14273457.269830186,n/a,0,,14273457.269830186,,0.4662779466157293,,,,,,,,,,,,,,,,,,,,,,,,,,,,16338021.08428824,0.5337220533842706,,Curve,Ethereum
2020-11-26,renbtc:wbtc:sbtc,0.33,renbtc,2663.2996075,wbtc,2573.09811173,sbtc,1644.1381182825596,,,,,,,,,,,,,,,,,,,,,,,,,,2573.09811173,2663.2996075,0.3739676927051981,0.3870773542054294,1644.1381182825596,0.2389549530893724,,,,Curve,Ethereum
2020-11-27,dai:usdc:usdt,0.33,dai,68977879.77113038,usdc,126427950.841091,usdt,123108600.382386,,,,,,,,,126427950.841091,68977879.77113038,123108600.382386,0.3969300557161615,0.2165612388604716,0.3865087054233668,,,,,,,,,,,,,,,,,,,,,Curve,Ethereum
2020-11-27,susd:usdc-usdt-dai,0.5,susd,15722115.568831908,crv3,14437370.123281177,n/a,0,,14437370.123281177,,0.4787008064615853,,,,,,,,,,,,,,,,,,,,,,,,,,,,15722115.568831908,0.5212991935384147,,Curve,Ethereum
2020-11-27,renbtc:wbtc:sbtc,0.33,renbtc,2611.52547661,wbtc,2523.56965387,sbtc,1706.8800394079567,,,,,,,,,,,,,,,,,,,,,,,,,,2523.56965387,2611.52547661,0.3688364238701739,0.3816917500816896,1706.8800394079567,0.2494718260481364,,,,Curve,Ethereum
2020-11-27,renbtc:wbtc,0.5,renbtc,8472.57280536,wbtc,7923.26793084,n/a,0,,,,,,,,,,,,,,,,,,,,,,,,,,7923.26793084,8472.57280536,0.4832486517965741,0.5167513482034258,,,,,,Curve,Ethereum
2020-11-28,susd:usdc-usdt-dai,0.5,susd,15659641.602523807,crv3,14599286.364049733,n/a,0,,14599286.364049733,,0.4824786383766564,,,,,,,,,,,,,,,,,,,,,,,,,,,,15659641.602523807,0.5175213616233435,,Curve,Ethereum
2020-11-28,renbtc:wbtc,0.5,renbtc,8533.43273197,wbtc,7733.50952097,n/a,0,,,,,,,,,,,,,,,,,,,,,,,,,,7733.50952097,8533.43273197,0.4754126129372769,0.524587387062723,,,,,,Curve,Ethereum
2020-11-28,dai:usdc:usdt,0.33,dai,74706006.17981876,usdc,136808693.488907,usdt,125057498.45634,,,,,,,,,136808693.488907,74706006.17981876,125057498.45634,0.406476513066212,0.2219613105181641,0.3715621764156239,,,,,,,,,,,,,,,,,,,,,Curve,Ethereum
2020-11-28,renbtc:wbtc:sbtc,0.33,renbtc,2648.20411131,wbtc,2512.93978069,sbtc,1709.4875942596275,,,,,,,,,,,,,,,,,,,,,,,,,,2512.93978069,2648.20411131,0.3657509190698925,0.3854382405177843,1709.4875942596275,0.2488108404123232,,,,Curve,Ethereum
2020-11-29,susd:usdc-usdt-dai,0.5,susd,13251039.337603193,crv3,15329745.910735102,n/a,0,,15329745.910735102,,0.536365455936043,,,,,,,,,,,,,,,,,,,,,,,,,,,,13251039.337603193,0.463634544063957,,Curve,Ethereum
2020-11-29,renbtc:wbtc,0.5,renbtc,8585.85951569,wbtc,7688.35954394,n/a,0,,,,,,,,,,,,,,,,,,,,,,,,,,7688.35954394,8585.85951569,0.4724257130722681,0.5275742869277319,,,,,,Curve,Ethereum
2020-11-29,dai:usdc:usdt,0.33,dai,76106615.11070639,usdc,133784978.069803,usdt,124222320.237579,,,,,,,,,133784978.069803,76106615.11070639,124222320.237579,0.4004172609908441,0.2277864286826975,0.3717963103264582,,,,,,,,,,,,,,,,,,,,,Curve,Ethereum
2020-11-29,renbtc:wbtc:sbtc,0.33,renbtc,2830.40316393,wbtc,2574.46859668,sbtc,1716.0620510509925,,,,,,,,,,,,,,,,,,,,,,,,,,2574.46859668,2830.40316393,0.3615352515233522,0.3974764039085759,1716.0620510509925,0.2409883445680718,,,,Curve,Ethereum
2020-11-30,renbtc:wbtc,0.5,renbtc,8590.8467585,wbtc,7542.73273624,n/a,0,,,,,,,,,,,,,,,,,,,,,,,,,,7542.73273624,8590.8467585,0.4675176230234055,0.5324823769765945,,,,,,Curve,Ethereum
2020-11-30,dai:usdc:usdt,0.33,dai,58048918.34607432,usdc,125438320.996155,usdt,135497391.076704,,,,,,,,,125438320.996155,58048918.34607432,135497391.076704,0.3932425234137852,0.1819802987681153,0.4247771778180995,,,,,,,,,,,,,,,,,,,,,Curve,Ethereum
2020-11-30,susd:usdc-usdt-dai,0.5,susd,7514244.720786989,crv3,14429970.519867113,n/a,0,,14429970.519867113,,0.6575751450493424,,,,,,,,,,,,,,,,,,,,,,,,,,,,7514244.720786989,0.3424248549506575,,Curve,Ethereum
2020-11-30,renbtc:wbtc:sbtc,0.33,renbtc,3014.7954733,wbtc,2882.72345769,sbtc,1273.3813208254085,,,,,,,,,,,,,,,,,,,,,,,,,,2882.72345769,3014.7954733,0.4020030061023649,0.4204207794602588,1273.3813208254085,0.1775762144373762,,,,Curve,Ethereum
2020-12-01,renbtc:wbtc,0.5,renbtc,8334.47282544,wbtc,7502.94117773,n/a,0,,,,,,,,,,,,,,,,,,,,,,,,,,7502.94117773,8334.47282544,0.4737478717313457,0.5262521282686543,,,,,,Curve,Ethereum
2020-12-01,dai:usdc:usdt,0.33,dai,63850910.34977224,usdc,126770030.969356,usdt,124871897.712892,,,,,,,,,126770030.969356,63850910.34977224,124871897.712892,0.401815874358054,0.2023846580660166,0.3957994675759294,,,,,,,,,,,,,,,,,,,,,Curve,Ethereum
2020-12-01,renbtc:wbtc:sbtc,0.33,renbtc,2675.887356,wbtc,2673.11218617,sbtc,1262.9657172298082,,,,,,,,,,,,,,,,,,,,,,,,,,2673.11218617,2675.887356,0.4042840640110453,0.4047037833714964,1262.9657172298082,0.1910121526174582,,,,Curve,Ethereum
2020-12-01,susd:usdc-usdt-dai,0.5,susd,8311971.835662071,crv3,14107459.34425212,n/a,0,,14107459.34425212,,0.6292514395677953,,,,,,,,,,,,,,,,,,,,,,,,,,,,8311971.835662071,0.3707485604322047,,Curve,Ethereum
2020-12-02,renbtc:wbtc:sbtc,0.33,renbtc,2816.35175429,wbtc,2491.73545698,sbtc,1289.0810782840265,,,,,,,,,,,,,,,,,,,,,,,,,,2491.73545698,2816.35175429,0.3776977253900617,0.4269031242918903,1289.0810782840265,0.1953991503180479,,,,Curve,Ethereum
2020-12-02,dai:usdc:usdt,0.33,dai,70737699.934129,usdc,128276570.303393,usdt,122137944.171268,,,,,,,,,128276570.303393,70737699.934129,122137944.171268,0.399426080681205,0.2202622207178307,0.3803116986009642,,,,,,,,,,,,,,,,,,,,,Curve,Ethereum
2020-12-02,renbtc:wbtc,0.5,renbtc,8441.81369796,wbtc,7439.9477777,n/a,0,,,,,,,,,,,,,,,,,,,,,,,,,,7439.9477777,8441.81369796,0.468458601969453,0.531541398030547,,,,,,Curve,Ethereum
2020-12-02,susd:usdc-usdt-dai,0.5,susd,11238902.01495677,crv3,13928145.373042356,n/a,0,,13928145.373042356,,0.5534278677316742,,,,,,,,,,,,,,,,,,,,,,,,,,,,11238902.01495677,0.4465721322683258,,Curve,Ethereum
2020-12-03,dai:usdc:usdt,0.33,dai,76955744.57148498,usdc,139798419.586833,usdt,131290955.45934,,,,,,,,,139798419.586833,76955744.57148498,131290955.45934,0.4016675186838056,0.2211085294229209,0.3772239518932734,,,,,,,,,,,,,,,,,,,,,Curve,Ethereum
2020-12-03,renbtc:wbtc,0.5,renbtc,8396.98595446,wbtc,8010.79650177,n/a,0,,,,,,,,,,,,,,,,,,,,,,,,,,8010.79650177,8396.98595446,0.4882315159370191,0.5117684840629809,,,,,,Curve,Ethereum
2020-12-03,susd:usdc-usdt-dai,0.5,susd,11496580.178029144,crv3,14258086.334893342,n/a,0,,14258086.334893342,,0.5536117630464872,,,,,,,,,,,,,,,,,,,,,,,,,,,,11496580.178029144,0.4463882369535128,,Curve,Ethereum
2020-12-03,renbtc:wbtc:sbtc,0.33,renbtc,2815.10986525,wbtc,2744.28472182,sbtc,1300.5879653794584,,,,,,,,,,,,,,,,,,,,,,,,,,2744.28472182,2815.10986525,0.4000425220965194,0.4103669132868017,1300.5879653794584,0.1895905646166788,,,,Curve,Ethereum
2020-12-04,dai:usdc:usdt,0.33,dai,80265766.81291638,usdc,142218437.998256,usdt,136781279.506627,,,,,,,,,142218437.998256,80265766.81291638,136781279.506627,0.3958588960147707,0.223416304422706,0.3807247995625232,,,,,,,,,,,,,,,,,,,,,Curve,Ethereum
2020-12-04,susd:usdc-usdt-dai,0.5,susd,11428329.111617144,crv3,14184608.682550907,n/a,0,,14184608.682550907,,0.5538063925560572,,,,,,,,,,,,,,,,,,,,,,,,,,,,11428329.111617144,0.4461936074439427,,Curve,Ethereum
2020-12-04,renbtc:wbtc,0.5,renbtc,8208.66462084,wbtc,8726.72695066,n/a,0,,,,,,,,,,,,,,,,,,,,,,,,,,8726.72695066,8208.66462084,0.5152952569071928,0.4847047430928072,,,,,,Curve,Ethereum
2020-12-04,renbtc:wbtc:sbtc,0.33,renbtc,2915.83605476,wbtc,3197.63548695,sbtc,1302.1449325801448,,,,,,,,,,,,,,,,,,,,,,,,,,3197.63548695,2915.83605476,0.4312029212994179,0.3932021113644657,1302.1449325801448,0.1755949673361164,,,,Curve,Ethereum
2020-12-05,renbtc:wbtc,0.5,renbtc,8536.82683035,wbtc,8717.06384574,n/a,0,,,,,,,,,,,,,,,,,,,,,,,,,,8717.06384574,8536.82683035,0.5052230832678153,0.4947769167321847,,,,,,Curve,Ethereum
2020-12-05,dai:usdc:usdt,0.33,dai,80224944.30370021,usdc,143542222.495192,usdt,137956510.293526,,,,,,,,,143542222.495192,80224944.30370021,137956510.293526,0.3968283847189738,0.2217851619461537,0.3813864533348723,,,,,,,,,,,,,,,,,,,,,Curve,Ethereum
2020-12-05,susd:usdc-usdt-dai,0.5,susd,14350902.90780118,crv3,13822378.86849238,n/a,0,,13822378.86849238,,0.4906201193828699,,,,,,,,,,,,,,,,,,,,,,,,,,,,14350902.90780118,0.50937988061713,,Curve,Ethereum
2020-12-05,renbtc:wbtc:sbtc,0.33,renbtc,2854.08873635,wbtc,3061.37549107,sbtc,1546.8707836579235,,,,,,,,,,,,,,,,,,,,,,,,,,3061.37549107,2854.08873635,0.4102436417723611,0.3824659080720809,1546.8707836579235,0.207290450155558,,,,Curve,Ethereum
2020-12-06,dai:usdc:usdt,0.33,dai,74924861.62983245,usdc,144162585.486318,usdt,138977692.441047,,,,,,,,,144162585.486318,74924861.62983245,138977692.441047,0.4026155287403772,0.2092492492357355,0.3881352220238872,,,,,,,,,,,,,,,,,,,,,Curve,Ethereum
2020-12-06,renbtc:wbtc,0.5,renbtc,8467.02137496,wbtc,9387.3592681,n/a,0,,,,,,,,,,,,,,,,,,,,,,,,,,9387.3592681,8467.02137496,0.5257734477476186,0.4742265522523814,,,,,,Curve,Ethereum
2020-12-06,renbtc:wbtc:sbtc,0.33,renbtc,2922.95409575,wbtc,3262.80681311,sbtc,1583.9053449332023,,,,,,,,,,,,,,,,,,,,,,,,,,3262.80681311,2922.95409575,0.4199416946020141,0.376200727325063,1583.9053449332023,0.2038575780729229,,,,Curve,Ethereum
2020-12-06,susd:usdc-usdt-dai,0.5,susd,11983880.084307436,crv3,13744045.343824835,n/a,0,,13744045.343824835,,0.5342072909149671,,,,,,,,,,,,,,,,,,,,,,,,,,,,11983880.084307436,0.4657927090850329,,Curve,Ethereum
2020-12-07,renbtc:wbtc,0.5,renbtc,8335.24028682,wbtc,10018.37759062,n/a,0,,,,,,,,,,,,,,,,,,,,,,,,,,10018.37759062,8335.24028682,0.5458530115162986,0.4541469884837014,,,,,,Curve,Ethereum
2020-12-07,dai:usdc:usdt,0.33,dai,72102836.35621516,usdc,144928845.63853,usdt,139468458.845209,,,,,,,,,144928845.63853,72102836.35621516,139468458.845209,0.4065323657293976,0.2022519154868574,0.391215718783745,,,,,,,,,,,,,,,,,,,,,Curve,Ethereum
2020-12-07,susd:usdc-usdt-dai,0.5,susd,10344989.651189161,crv3,14203690.184237009,n/a,0,,14203690.184237009,,0.5785928318532094,,,,,,,,,,,,,,,,,,,,,,,,,,,,10344989.651189161,0.4214071681467905,,Curve,Ethereum
2020-12-07,renbtc:wbtc:sbtc,0.33,renbtc,3367.81381334,wbtc,3745.53276143,sbtc,1621.7701838877863,,,,,,,,,,,,,,,,,,,,,,,,,,3745.53276143,3367.81381334,0.4287902342825155,0.3855488033404935,1621.7701838877863,0.1856609623769909,,,,Curve,Ethereum
2020-12-08,renbtc:wbtc,0.5,renbtc,8251.45398022,wbtc,9558.37657395,n/a,0,,,,,,,,,,,,,,,,,,,,,,,,,,9558.37657395,8251.45398022,0.5366910451437169,0.4633089548562831,,,,,,Curve,Ethereum
2020-12-08,dai:usdc:usdt,0.33,dai,71903393.98130481,usdc,136479017.354564,usdt,142235469.296787,,,,,,,,,136479017.354564,71903393.98130481,142235469.296787,0.3892528729804108,0.2050762324259166,0.4056708945936726,,,,,,,,,,,,,,,,,,,,,Curve,Ethereum
2020-12-08,renbtc:wbtc:sbtc,0.33,renbtc,3235.40038102,wbtc,3709.32214055,sbtc,1622.7821219658035,,,,,,,,,,,,,,,,,,,,,,,,,,3709.32214055,3235.40038102,0.4329524517210142,0.3776362564870175,1622.7821219658035,0.1894112917919683,,,,Curve,Ethereum
2020-12-08,susd:usdc-usdt-dai,0.5,susd,10388307.11794359,crv3,13757296.251446843,n/a,0,,13757296.251446843,,0.5697640287128659,,,,,,,,,,,,,,,,,,,,,,,,,,,,10388307.11794359,0.430235971287134,,Curve,Ethereum
2020-12-09,dai:usdc:usdt,0.33,dai,73008890.4213417,usdc,134824049.354844,usdt,145850838.51914,,,,,,,,,134824049.354844,73008890.4213417,145850838.51914,0.3811994149255723,0.2064241983989984,0.4123763866754292,,,,,,,,,,,,,,,,,,,,,Curve,Ethereum
2020-12-09,renbtc:wbtc:sbtc,0.33,renbtc,3254.11351007,wbtc,3277.82180851,sbtc,1630.854391365175,,,,,,,,,,,,,,,,,,,,,,,,,,3277.82180851,3254.11351007,0.4015565664415499,0.3986521306686775,1630.854391365175,0.1997913028897725,,,,Curve,Ethereum
2020-12-09,renbtc:wbtc,0.5,renbtc,8150.08690602,wbtc,9745.18748902,n/a,0,,,,,,,,,,,,,,,,,,,,,,,,,,9745.18748902,8150.08690602,0.5445676480781461,0.455432351921854,,,,,,Curve,Ethereum
2020-12-09,susd:usdc-usdt-dai,0.5,susd,10387703.626882289,crv3,15148259.608146116,n/a,0,,15148259.608146116,,0.5932127748119099,,,,,,,,,,,,,,,,,,,,,,,,,,,,10387703.626882289,0.4067872251880901,,Curve,Ethereum
2020-12-10,dai:usdc:usdt,0.33,dai,72341870.72733279,usdc,125967544.08424,usdt,143347131.168149,,,,,,,,,125967544.08424,72341870.72733279,143347131.168149,0.3686964162299894,0.2117385765868699,0.4195650071831406,,,,,,,,,,,,,,,,,,,,,Curve,Ethereum
2020-12-10,renbtc:wbtc:sbtc,0.33,renbtc,3052.55107594,wbtc,3285.91954275,sbtc,1629.9182004079955,,,,,,,,,,,,,,,,,,,,,,,,,,3285.91954275,3052.55107594,0.4123693782204216,0.3830825961484071,1629.9182004079955,0.2045480256311713,,,,Curve,Ethereum
2020-12-10,renbtc:wbtc,0.5,renbtc,8730.01365425,wbtc,8975.09217797,n/a,0,,,,,,,,,,,,,,,,,,,,,,,,,,8975.09217797,8730.01365425,0.5069211256358039,0.493078874364196,,,,,,Curve,Ethereum
2020-12-10,susd:usdc-usdt-dai,0.5,susd,9357444.179351414,crv3,15990005.204764156,n/a,0,,15990005.204764156,,0.630832907976318,,,,,,,,,,,,,,,,,,,,,,,,,,,,9357444.179351414,0.369167092023682,,Curve,Ethereum
2020-12-11,dai:usdc:usdt,0.33,dai,73724344.11720604,usdc,120981294.304472,usdt,140967514.573223,,,,,,,,,120981294.304472,73724344.11720604,140967514.573223,0.3604139718207066,0.2196313391745271,0.4199546890047663,,,,,,,,,,,,,,,,,,,,,Curve,Ethereum
2020-12-11,renbtc:wbtc,0.5,renbtc,8790.68234577,wbtc,9014.30149048,n/a,0,,,,,,,,,,,,,,,,,,,,,,,,,,9014.30149048,8790.68234577,0.5062796783969756,0.4937203216030243,,,,,,Curve,Ethereum
2020-12-11,renbtc:wbtc:sbtc,0.33,renbtc,3104.95075503,wbtc,3401.81642934,sbtc,1630.1930973724188,,,,,,,,,,,,,,,,,,,,,,,,,,3401.81642934,3104.95075503,0.4180696859210362,0.3815860772968056,1630.1930973724188,0.2003442367821581,,,,Curve,Ethereum
2020-12-11,susd:usdc-usdt-dai,0.5,susd,10147350.910031822,crv3,15778268.044247938,n/a,0,,15778268.044247938,,0.608597544848328,,,,,,,,,,,,,,,,,,,,,,,,,,,,10147350.910031822,0.391402455151672,,Curve,Ethereum
2020-12-12,susd:usdc-usdt-dai,0.5,susd,10537645.874230657,crv3,16757855.59184476,n/a,0,,16757855.59184476,,0.6139420304357657,,,,,,,,,,,,,,,,,,,,,,,,,,,,10537645.874230657,0.3860579695642343,,Curve,Ethereum
2020-12-12,renbtc:wbtc,0.5,renbtc,8585.62702336,wbtc,9338.89678226,n/a,0,,,,,,,,,,,,,,,,,,,,,,,,,,9338.89678226,8585.62702336,0.5210122669664402,0.4789877330335598,,,,,,Curve,Ethereum
2020-12-12,dai:usdc:usdt,0.33,dai,81890539.01114352,usdc,119493638.383208,usdt,137741239.172204,,,,,,,,,119493638.383208,81890539.01114352,137741239.172204,0.3523582502102333,0.2414756754012626,0.406166074388504,,,,,,,,,,,,,,,,,,,,,Curve,Ethereum
2020-12-12,renbtc:wbtc:sbtc,0.33,renbtc,3267.93351638,wbtc,3696.17016449,sbtc,1623.630235502698,,,,,,,,,,,,,,,,,,,,,,,,,,3696.17016449,3267.93351638,0.4304011047015759,0.3805350221843291,1623.630235502698,0.189063873114095,,,,Curve,Ethereum
2020-12-13,dai:usdc:usdt,0.33,dai,84042518.13638103,usdc,119653008.520081,usdt,133742849.813962,,,,,,,,,119653008.520081,84042518.13638103,133742849.813962,0.3545921770121141,0.2490603440410614,0.3963474789468244,,,,,,,,,,,,,,,,,,,,,Curve,Ethereum
2020-12-13,renbtc:wbtc:sbtc,0.33,renbtc,3345.24149476,wbtc,3826.78766114,sbtc,1623.5517018751984,,,,,,,,,,,,,,,,,,,,,,,,,,3826.78766114,3345.24149476,0.4350807209915148,0.3803320723045644,1623.5517018751984,0.1845872067039206,,,,Curve,Ethereum
2020-12-13,susd:usdc-usdt-dai,0.5,susd,11319292.113887517,crv3,16311342.181589084,n/a,0,,16311342.181589084,,0.5903354228918084,,,,,,,,,,,,,,,,,,,,,,,,,,,,11319292.113887517,0.4096645771081916,,Curve,Ethereum
2020-12-13,renbtc:wbtc,0.5,renbtc,8577.34695814,wbtc,10009.44280483,n/a,0,,,,,,,,,,,,,,,,,,,,,,,,,,10009.44280483,8577.34695814,0.5385245613942201,0.4614754386057799,,,,,,Curve,Ethereum
2020-12-14,renbtc:wbtc,0.5,renbtc,8391.20609835,wbtc,9998.15987478,n/a,0,,,,,,,,,,,,,,,,,,,,,,,,,,9998.15987478,8391.20609835,0.5436924736496634,0.4563075263503365,,,,,,Curve,Ethereum
2020-12-14,dai:usdc:usdt,0.33,dai,84300021.17322476,usdc,119531674.427847,usdt,132044700.632908,,,,,,,,,119531674.427847,84300021.17322476,132044700.632908,0.3558799480049747,0.2509852496883981,0.3931348023066271,,,,,,,,,,,,,,,,,,,,,Curve,Ethereum
2020-12-14,renbtc:wbtc:sbtc,0.33,renbtc,3657.37856452,wbtc,4020.46275596,sbtc,1662.1889781470952,,,,,,,,,,,,,,,,,,,,,,,,,,4020.46275596,3657.37856452,0.4304550014737076,0.391581017146979,1662.1889781470952,0.1779639813793133,,,,Curve,Ethereum
2020-12-14,susd:usdc-usdt-dai,0.5,susd,10394987.174759649,crv3,16722764.3424573,n/a,0,,16722764.3424573,,0.616672231539554,,,,,,,,,,,,,,,,,,,,,,,,,,,,10394987.174759649,0.383327768460446,,Curve,Ethereum
2020-12-15,dai:usdc:usdt,0.33,dai,82080279.00802387,usdc,122725182.083194,usdt,130373174.372116,,,,,,,,,122725182.083194,82080279.00802387,130373174.372116,0.3661485819749369,0.2448851756155647,0.3889662424094983,,,,,,,,,,,,,,,,,,,,,Curve,Ethereum
2020-12-15,renbtc:wbtc:sbtc,0.33,renbtc,3785.19687271,wbtc,4077.32934629,sbtc,1701.0637015675065,,,,,,,,,,,,,,,,,,,,,,,,,,4077.32934629,3785.19687271,0.4263387891111134,0.3957924695798108,1701.0637015675065,0.1778687413090758,,,,Curve,Ethereum
2020-12-15,renbtc:wbtc,0.5,renbtc,8422.87577501,wbtc,10226.3712483,n/a,0,,,,,,,,,,,,,,,,,,,,,,,,,,10226.3712483,8422.87577501,0.5483530372844486,0.4516469627155514,,,,,,Curve,Ethereum
2020-12-15,susd:usdc-usdt-dai,0.5,susd,11267005.303246342,crv3,16296886.44403534,n/a,0,,16296886.44403534,,0.5912404022426376,,,,,,,,,,,,,,,,,,,,,,,,,,,,11267005.303246342,0.4087595977573624,,Curve,Ethereum
2020-12-16,dai:usdc:usdt,0.33,dai,82148755.75532791,usdc,127672303.369015,usdt,118740368.788563,,,,,,,,,127672303.369015,82148755.75532791,118740368.788563,0.3885797069364393,0.2500255622735595,0.3613947307900012,,,,,,,,,,,,,,,,,,,,,Curve,Ethereum
2020-12-16,renbtc:wbtc:sbtc,0.33,renbtc,3685.92397759,wbtc,4088.83350572,sbtc,1743.1595923579869,,,,,,,,,,,,,,,,,,,,,,,,,,4088.83350572,3685.92397759,0.4295933105125353,0.3872616191427906,1743.1595923579869,0.1831450703446739,,,,Curve,Ethereum
2020-12-16,renbtc:wbtc,0.5,renbtc,5015.87544728,wbtc,6711.41246279,n/a,0,,,,,,,,,,,,,,,,,,,,,,,,,,6711.41246279,5015.87544728,0.572290244279501,0.4277097557204989,,,,,,Curve,Ethereum
2020-12-16,susd:usdc-usdt-dai,0.5,susd,8768451.744537072,crv3,16725966.074807424,n/a,0,,16725966.074807424,,0.6560638565402422,,,,,,,,,,,,,,,,,,,,,,,,,,,,8768451.744537072,0.3439361434597577,,Curve,Ethereum
2020-12-17,dai:usdc:usdt,0.33,dai,80929722.26668833,usdc,115439635.426759,usdt,110343174.663501,,,,,,,,,115439635.426759,80929722.26668833,110343174.663501,0.376377302028245,0.2638618045528811,0.3597608934188739,,,,,,,,,,,,,,,,,,,,,Curve,Ethereum
2020-12-17,renbtc:wbtc,0.5,renbtc,5510.12304374,wbtc,6108.52763431,n/a,0,,,,,,,,,,,,,,,,,,,,,,,,,,6108.52763431,5510.12304374,0.5257518969780419,0.4742481030219581,,,,,,Curve,Ethereum
2020-12-17,renbtc:wbtc:sbtc,0.33,renbtc,3770.23306154,wbtc,3923.45731835,sbtc,1776.8224278429211,,,,,,,,,,,,,,,,,,,,,,,,,,3923.45731835,3770.23306154,0.4142814014407324,0.3981023137903901,1776.8224278429211,0.1876162847688774,,,,Curve,Ethereum
2020-12-17,susd:usdc-usdt-dai,0.5,susd,11215588.215551604,crv3,17702336.1815071,n/a,0,,17702336.1815071,,0.6121579107284628,,,,,,,,,,,,,,,,,,,,,,,,,,,,11215588.215551604,0.3878420892715372,,Curve,Ethereum
2020-12-18,renbtc:wbtc,0.5,renbtc,5716.26315249,wbtc,5976.45448576,n/a,0,,,,,,,,,,,,,,,,,,,,,,,,,,5976.45448576,5716.26315249,0.5111262129694659,0.4888737870305341,,,,,,Curve,Ethereum
2020-12-18,dai:usdc:usdt,0.33,dai,75062072.61371462,usdc,106038222.612631,usdt,107210460.136613,,,,,,,,,106038222.612631,75062072.61371462,107210460.136613,0.3677914217218082,0.2603512745100955,0.3718573037680963,,,,,,,,,,,,,,,,,,,,,Curve,Ethereum
2020-12-18,renbtc:wbtc:sbtc,0.33,renbtc,3728.52322965,wbtc,3901.43251897,sbtc,1873.7495408539924,,,,,,,,,,,,,,,,,,,,,,,,,,3901.43251897,3728.52322965,0.4105169931238403,0.3923231114689126,1873.7495408539924,0.197159895407247,,,,Curve,Ethereum
2020-12-18,susd:usdc-usdt-dai,0.5,susd,12696092.299351292,crv3,18457816.514959045,n/a,0,,18457816.514959045,,0.5924719310496465,,,,,,,,,,,,,,,,,,,,,,,,,,,,12696092.299351292,0.4075280689503536,,Curve,Ethereum
2020-12-19,dai:usdc:usdt,0.33,dai,74828996.59659873,usdc,113152349.183413,usdt,103764615.043427,,,,,,,,,113152349.183413,74828996.59659873,103764615.043427,0.3878454696135159,0.2564868297932816,0.3556677005932025,,,,,,,,,,,,,,,,,,,,,Curve,Ethereum
2020-12-19,renbtc:wbtc:sbtc,0.33,renbtc,3781.87922881,wbtc,3935.02970098,sbtc,1885.9927249091595,,,,,,,,,,,,,,,,,,,,,,,,,,3935.02970098,3781.87922881,0.4097750703355794,0.3938267166319823,1885.9927249091595,0.1963982130324383,,,,Curve,Ethereum
2020-12-19,renbtc:wbtc,0.5,renbtc,5736.13511315,wbtc,6088.26303626,n/a,0,,,,,,,,,,,,,,,,,,,,,,,,,,6088.26303626,5736.13511315,0.5148898877837419,0.4851101122162581,,,,,,Curve,Ethereum
2020-12-19,susd:usdc-usdt-dai,0.5,susd,13592782.280123007,crv3,19323906.737130944,n/a,0,,19323906.737130944,,0.5870549959323651,,,,,,,,,,,,,,,,,,,,,,,,,,,,13592782.280123007,0.4129450040676349,,Curve,Ethereum
2020-12-20,dai:usdc:usdt,0.33,dai,77810606.8250141,usdc,110259727.081839,usdt,107382732.758397,,,,,,,,,110259727.081839,77810606.8250141,107382732.758397,0.3731886364434452,0.2633602950995053,0.3634510684570494,,,,,,,,,,,,,,,,,,,,,Curve,Ethereum
