date,chain,protocol,protocol_version,pool_name,token_1,token_1_balance,token_2,token_2_balance,TVL
2021-07-02,Avalanche,Trader Joe,V1,WAVAX/XAVA,WAVAX,2575.499609553661571605,XAVA,42540.891886670579364177,0.0
2021-07-02,Avalanche,Trader Joe,V1,WAVAX/SNOB,WAVAX,1043.971937136632619168,SNOB,62271.378054226289120573,0.0
2021-07-02,Avalanche,Trader Joe,V1,WAVAX/PEFI,WAVAX,1665.174337147758243295,PEFI,28771.313102100382066653,0.0
2021-07-03,Avalanche,Trader Joe,V1,JOE/WAVAX,JOE,248708.1180598831122453,WAVAX,1338.959942635612174764,0.0
2021-07-03,Avalanche,Trader Joe,V1,WAVAX/XAVA,WAVAX,27699.149470253079512792,XAVA,439760.978958848253297399,0.0
2021-07-03,Avalanche,Trader Joe,V1,WAVAX/SNOB,WAVAX,10780.310886343785530614,SNOB,617500.67570787028019027,0.0
2021-07-03,Avalanche,Trader Joe,V1,WAVAX/PEFI,WAVAX,10125.247305600115217127,PEFI,193297.239867386725126581,0.0
2021-07-04,Avalanche,Trader Joe,V1,JOE/WAVAX,JOE,1043155.426973558846931039,WAVAX,2810.182467928444010511,0.0
2021-07-04,Avalanche,Trader Joe,V1,WAVAX/XAVA,WAVAX,30054.411480933295469572,XAVA,496902.506587366105210691,0.0
2021-07-04,Avalanche,Trader Joe,V1,WAVAX/SNOB,WAVAX,10120.773781674757083962,SNOB,607638.455049850651540101,0.0
2021-07-04,Avalanche,Trader Joe,V1,WAVAX/PEFI,WAVAX,8094.263373819530414251,PEFI,158246.045556212693623705,0.0
2021-07-05,Avalanche,Trader Joe,V1,JOE/WAVAX,JOE,1557174.629060088601410848,WAVAX,6916.315412912577027598,0.0
2021-07-05,Avalanche,Trader Joe,V1,WAVAX/XAVA,WAVAX,35546.848052778343304696,XAVA,615387.018316176624021328,0.0
2021-07-05,Avalanche,Trader Joe,V1,WAVAX/SNOB,WAVAX,11851.151000570441242953,SNOB,699730.938353177240416196,0.0
2021-07-05,Avalanche,Trader Joe,V1,WAVAX/PEFI,WAVAX,10230.859046961328672399,PEFI,201439.099396498538462404,0.0
2021-07-06,Avalanche,Trader Joe,V1,JOE/WAVAX,JOE,2287817.833566070738822214,WAVAX,10020.687664051749107848,0.0
2021-07-06,Avalanche,Trader Joe,V1,WAVAX/XAVA,WAVAX,35286.917264998544882987,XAVA,645969.849460749141532179,0.0
2021-07-06,Avalanche,Trader Joe,V1,WAVAX/SNOB,WAVAX,10843.961550333496003651,SNOB,665238.419289605627136651,0.0
2021-07-06,Avalanche,Trader Joe,V1,WAVAX/PEFI,WAVAX,10454.8296301397678631,PEFI,213350.859174578214003802,0.0
2021-07-07,Avalanche,Trader Joe,V1,JOE/WAVAX,JOE,2804962.455711137068873477,WAVAX,16517.677354455012571312,0.0
2021-07-07,Avalanche,Trader Joe,V1,WAVAX/XAVA,WAVAX,38038.518599116206455977,XAVA,700201.110574970407623953,0.0
2021-07-07,Avalanche,Trader Joe,V1,WAVAX/SNOB,WAVAX,12465.205850453642688672,SNOB,783252.638705090172922016,0.0
2021-07-07,Avalanche,Trader Joe,V1,WAVAX/PEFI,WAVAX,9950.689673831351619161,PEFI,214226.152145938215854372,0.0
2021-07-08,Avalanche,Trader Joe,V1,JOE/WAVAX,JOE,3636963.922973859429276008,WAVAX,22112.514091767894587422,0.0
2021-07-08,Avalanche,Trader Joe,V1,WAVAX/XAVA,WAVAX,41333.790641040944858382,XAVA,747975.427196508560171865,0.0
2021-07-08,Avalanche,Trader Joe,V1,WAVAX/SNOB,WAVAX,16499.364432954193002359,SNOB,1039086.084908238311822529,0.0
2021-07-08,Avalanche,Trader Joe,V1,WAVAX/PEFI,WAVAX,9526.721397996168193342,PEFI,206701.038952019765466754,0.0
2021-07-09,Avalanche,Trader Joe,V1,JOE/WAVAX,JOE,4677606.875296820913632615,WAVAX,24720.614843460498329254,0.0
2021-07-09,Avalanche,Trader Joe,V1,WAVAX/XAVA,WAVAX,42203.28599137022054698,XAVA,773445.603688521060507804,0.0
2021-07-09,Avalanche,Trader Joe,V1,WAVAX/SNOB,WAVAX,16998.379929300368310259,SNOB,1064244.933981871785079329,0.0
2021-07-09,Avalanche,Trader Joe,V1,WAVAX/PEFI,WAVAX,9102.007245654581874086,PEFI,203422.370733172617382474,0.0
2021-07-10,Avalanche,Trader Joe,V1,JOE/WAVAX,JOE,5278395.075788599669054749,WAVAX,25469.817737234097650344,0.0
2021-07-10,Avalanche,Trader Joe,V1,WAVAX/XAVA,WAVAX,42476.998542558094397261,XAVA,790989.686818043308068818,0.0
2021-07-10,Avalanche,Trader Joe,V1,WAVAX/SNOB,WAVAX,17060.971385437934974086,SNOB,1066501.279252042850174415,0.0
2021-07-10,Avalanche,Trader Joe,V1,WAVAX/PEFI,WAVAX,9295.800450421508184227,PEFI,207252.033202311617279329,0.0
2021-07-11,Avalanche,Trader Joe,V1,JOE/WAVAX,JOE,6662889.763464718275774664,WAVAX,39814.759289192957892239,0.0
2021-07-11,Avalanche,Trader Joe,V1,WAVAX/XAVA,WAVAX,43532.649255122888389734,XAVA,822435.62232604727781576,0.0
2021-07-11,Avalanche,Trader Joe,V1,WAVAX/SNOB,WAVAX,20007.535876295355380421,SNOB,1260872.704588392527008314,0.0
2021-07-11,Avalanche,Trader Joe,V1,WAVAX/PEFI,WAVAX,11594.567117987089896684,PEFI,277558.315955059250092193,0.0
2021-07-12,Avalanche,Trader Joe,V1,JOE/WAVAX,JOE,6869739.859248204613615818,WAVAX,38707.178229785582090369,0.0
2021-07-12,Avalanche,Trader Joe,V1,WAVAX/XAVA,WAVAX,45018.936007731845216093,XAVA,830072.258777349286476751,0.0
2021-07-12,Avalanche,Trader Joe,V1,WAVAX/SNOB,WAVAX,22868.262316803281012561,SNOB,1422800.12458089937799575,0.0
2021-07-12,Avalanche,Trader Joe,V1,WAVAX/PEFI,WAVAX,11648.569308524173509175,PEFI,278952.278667077505158736,0.0
2021-07-13,Avalanche,Trader Joe,V1,JOE/WAVAX,JOE,6587266.227407408843897098,WAVAX,45669.841988230226829372,0.0
2021-07-13,Avalanche,Trader Joe,V1,WAVAX/XAVA,WAVAX,47211.369361091829219368,XAVA,864148.24966577494992134,0.0
2021-07-13,Avalanche,Trader Joe,V1,WAVAX/SNOB,WAVAX,23560.528455898590299834,SNOB,1400481.561821077856251937,0.0
2021-07-13,Avalanche,Trader Joe,V1,WAVAX/PEFI,WAVAX,13052.738629909139645034,PEFI,308533.539716068960391481,0.0
2021-07-14,Avalanche,Trader Joe,V1,JOE/WAVAX,JOE,7257806.992350733414989444,WAVAX,60501.020151333219279064,0.0
2021-07-14,Avalanche,Trader Joe,V1,WAVAX/XAVA,WAVAX,51231.59101068179505214,XAVA,911606.862335329953782245,0.0
2021-07-14,Avalanche,Trader Joe,V1,WAVAX/SNOB,WAVAX,25409.321585461033191394,SNOB,1487220.9093975225959335,0.0
2021-07-14,Avalanche,Trader Joe,V1,WAVAX/PEFI,WAVAX,13530.637250702938047059,PEFI,323138.445486136208893785,0.0
2021-07-15,Avalanche,Trader Joe,V1,JOE/WAVAX,JOE,8198628.056533000547569765,WAVAX,64624.799569305862161103,0.0
2021-07-15,Avalanche,Trader Joe,V1,WAVAX/XAVA,WAVAX,52363.756287439399276191,XAVA,951029.305195872759624357,0.0
2021-07-15,Avalanche,Trader Joe,V1,WAVAX/SNOB,WAVAX,25356.038098742268310732,SNOB,1495731.498411798548497492,0.0
2021-07-15,Avalanche,Trader Joe,V1,WAVAX/PEFI,WAVAX,13692.965486801861074356,PEFI,333551.411339849806205703,0.0
2021-07-16,Avalanche,Trader Joe,V1,JOE/WAVAX,JOE,9242474.005533761770966137,WAVAX,86867.084306215262606324,0.0
2021-07-16,Avalanche,Trader Joe,V1,WAVAX/XAVA,WAVAX,53485.618315155499534376,XAVA,1026060.612661016298310435,0.0
2021-07-16,Avalanche,Trader Joe,V1,WAVAX/SNOB,WAVAX,43437.18537617398488356,SNOB,2139514.577990985357540991,0.0
2021-07-16,Avalanche,Trader Joe,V1,WAVAX/PEFI,WAVAX,12616.823393848153196807,PEFI,334175.10758857986590431,0.0
2021-07-17,Avalanche,Trader Joe,V1,JOE/WAVAX,JOE,10062130.84101043138533506,WAVAX,73679.851617673322871729,0.0
2021-07-17,Avalanche,Trader Joe,V1,WAVAX/XAVA,WAVAX,55928.713092300850776902,XAVA,1013925.413309434713150987,0.0
2021-07-17,Avalanche,Trader Joe,V1,WAVAX/SNOB,WAVAX,44787.454984388423682098,SNOB,2191856.436490701919833698,0.0
2021-07-17,Avalanche,Trader Joe,V1,WAVAX/PEFI,WAVAX,13971.250732310654444236,PEFI,344876.920499632329947033,0.0
2021-07-18,Avalanche,Trader Joe,V1,JOE/WAVAX,JOE,10795437.273595696364156335,WAVAX,80519.913625397640228253,0.0
2021-07-18,Avalanche,Trader Joe,V1,WAVAX/XAVA,WAVAX,59050.658713293989517994,XAVA,958821.808849696231064425,0.0
2021-07-18,Avalanche,Trader Joe,V1,WAVAX/SNOB,WAVAX,40806.980875607036761391,SNOB,2094839.966867389370765946,0.0
2021-07-18,Avalanche,Trader Joe,V1,WAVAX/PEFI,WAVAX,14457.364929917493886326,PEFI,354541.085177562649911418,0.0
2021-07-19,Avalanche,Trader Joe,V1,JOE/WAVAX,JOE,12335170.664425227595595996,WAVAX,70655.648808324451919554,0.0
2021-07-19,Avalanche,Trader Joe,V1,WAVAX/XAVA,WAVAX,56741.453615540728960419,XAVA,993779.331811926405910527,0.0
2021-07-19,Avalanche,Trader Joe,V1,WAVAX/SNOB,WAVAX,41207.262390355779830371,SNOB,2111362.267514526922908843,0.0
2021-07-19,Avalanche,Trader Joe,V1,WAVAX/PEFI,WAVAX,13765.439943293097288018,PEFI,337622.982649785078636973,0.0
2021-07-20,Avalanche,Trader Joe,V1,JOE/WAVAX,JOE,12849696.399969883815543142,WAVAX,70942.69850015985153977,0.0
2021-07-20,Avalanche,Trader Joe,V1,WAVAX/XAVA,WAVAX,55336.097569904433563822,XAVA,990070.070350636115946822,0.0
2021-07-20,Avalanche,Trader Joe,V1,WAVAX/SNOB,WAVAX,37089.768779577401399499,SNOB,2113811.010204582468289287,0.0
2021-07-20,Avalanche,Trader Joe,V1,WAVAX/PEFI,WAVAX,12657.489935686102800857,PEFI,329158.179004493852838781,0.0
2021-07-21,Avalanche,Trader Joe,V1,JOE/WAVAX,JOE,14021259.505241789888690532,WAVAX,84437.321139032879075589,0.0
2021-07-21,Avalanche,Trader Joe,V1,WAVAX/XAVA,WAVAX,54450.593497455078269629,XAVA,1003472.866741586975828216,0.0
2021-07-21,Avalanche,Trader Joe,V1,WAVAX/SNOB,WAVAX,40993.337878779361971281,SNOB,1928177.09207464311434607,0.0
2021-07-21,Avalanche,Trader Joe,V1,WAVAX/PEFI,WAVAX,13886.075725823472635842,PEFI,316069.43421091678130976,0.0
2021-07-22,Avalanche,Trader Joe,V1,JOE/WAVAX,JOE,15274240.52126127206752446,WAVAX,96767.244423290667030623,0.0
2021-07-22,Avalanche,Trader Joe,V1,WAVAX/XAVA,WAVAX,55915.542185312437756798,XAVA,1020429.689104915172298868,0.0
2021-07-22,Avalanche,Trader Joe,V1,WAVAX/SNOB,WAVAX,41479.892681421711066324,SNOB,1991151.138992018117931791,0.0
2021-07-22,Avalanche,Trader Joe,V1,WAVAX/PEFI,WAVAX,12969.387266810229805731,PEFI,284823.569810673713420067,0.0
2021-07-22,Avalanche,Trader Joe,V1,WET/WAVAX,WET,340355.671664086437515977,WAVAX,7363.3,0.0
2021-07-23,Avalanche,Trader Joe,V1,JOE/WAVAX,JOE,12625772.552942132201646795,WAVAX,97948.720088865290253112,0.0
2021-07-23,Avalanche,Trader Joe,V1,WAVAX/XAVA,WAVAX,59303.497637454914084136,XAVA,1070793.183668102053413955,0.0
2021-07-23,Avalanche,Trader Joe,V1,WAVAX/SNOB,WAVAX,39834.840633317515533497,SNOB,1977356.464852480207437515,0.0
2021-07-23,Avalanche,Trader Joe,V1,WAVAX/PEFI,WAVAX,12835.267362241392635711,PEFI,296582.181501863672906693,0.0
2021-07-23,Avalanche,Trader Joe,V1,WET/WAVAX,WET,327305.456947586036455763,WAVAX,7679.708551383553130216,0.0
2021-07-24,Avalanche,Trader Joe,V1,JOE/WAVAX,JOE,13127041.517902748461853657,WAVAX,95001.645192882492409361,0.0
2021-07-24,Avalanche,Trader Joe,V1,WAVAX/XAVA,WAVAX,60968.663378689124834643,XAVA,1029681.27174492812555793,0.0
2021-07-24,Avalanche,Trader Joe,V1,WAVAX/SNOB,WAVAX,45313.557791634084440277,SNOB,2070591.765851508396793896,0.0
2021-07-24,Avalanche,Trader Joe,V1,WAVAX/PEFI,WAVAX,13585.748769637456110764,PEFI,325980.669531134299911053,0.0
2021-07-24,Avalanche,Trader Joe,V1,WET/WAVAX,WET,326550.585606295291103448,WAVAX,7697.656428328561492963,0.0
2021-07-25,Avalanche,Trader Joe,V1,JOE/WAVAX,JOE,15791781.903806104106598193,WAVAX,96170.398376661476192606,0.0
2021-07-25,Avalanche,Trader Joe,V1,WAVAX/XAVA,WAVAX,63700.602231373246671283,XAVA,1019967.87016014209870422,0.0
2021-07-25,Avalanche,Trader Joe,V1,WAVAX/SNOB,WAVAX,47572.577422751415833828,SNOB,2033029.535732261715875906,0.0
2021-07-25,Avalanche,Trader Joe,V1,WAVAX/PEFI,WAVAX,13387.766032499834760985,PEFI,331102.062914546718650553,0.0
2021-07-25,Avalanche,Trader Joe,V1,WET/WAVAX,WET,323951.94633104376365574,WAVAX,7759.59085945435681491,0.0
2021-07-26,Avalanche,Trader Joe,V1,JOE/WAVAX,JOE,16498525.410594014016432677,WAVAX,93231.557601280734668042,0.0
2021-07-26,Avalanche,Trader Joe,V1,WAVAX/XAVA,WAVAX,57002.61458027203939107,XAVA,978276.76985642844993007,0.0
2021-07-26,Avalanche,Trader Joe,V1,WAVAX/SNOB,WAVAX,46097.952680549468925958,SNOB,2043758.343012727810733539,0.0
2021-07-26,Avalanche,Trader Joe,V1,WAVAX/PEFI,WAVAX,13245.570855304180203226,PEFI,338304.960366896145754943,0.0
2021-07-26,Avalanche,Trader Joe,V1,WET/WAVAX,WET,276030.810016624136785468,WAVAX,9393.668075339371732368,0.0
2021-07-27,Avalanche,Trader Joe,V1,JOE/WAVAX,JOE,17616680.497571501323655274,WAVAX,85080.951171104689865924,0.0
2021-07-27,Avalanche,Trader Joe,V1,WAVAX/XAVA,WAVAX,57855.952750708163505429,XAVA,1008652.655948195244932932,0.0
2021-07-27,Avalanche,Trader Joe,V1,WAVAX/SNOB,WAVAX,47424.027605231713338303,SNOB,2063836.076934153880421046,0.0
2021-07-27,Avalanche,Trader Joe,V1,WAVAX/PEFI,WAVAX,13263.916957314626936557,PEFI,336084.722060788166729497,0.0
2021-07-27,Avalanche,Trader Joe,V1,WET/WAVAX,WET,259187.414068929887670847,WAVAX,13263.096452839603257863,0.0
2021-07-28,Avalanche,Trader Joe,V1,JOE/WAVAX,JOE,16779155.830642247161209071,WAVAX,78273.412472935950705938,0.0
2021-07-28,Avalanche,Trader Joe,V1,WAVAX/XAVA,WAVAX,54657.941772858784414818,XAVA,932732.510150105682472245,0.0
2021-07-28,Avalanche,Trader Joe,V1,WAVAX/SNOB,WAVAX,46104.991095738192484457,SNOB,2078127.450672800243620947,0.0
2021-07-28,Avalanche,Trader Joe,V1,WAVAX/PEFI,WAVAX,13023.89123973839173465,PEFI,343815.286089292625824734,0.0
2021-07-28,Avalanche,Trader Joe,V1,WET/WAVAX,WET,268581.943731357900405076,WAVAX,12971.486330283190004827,0.0
2021-07-29,Avalanche,Trader Joe,V1,JOE/WAVAX,JOE,17172394.805238457679086909,WAVAX,78759.447793336739091946,0.0
2021-07-29,Avalanche,Trader Joe,V1,WAVAX/XAVA,WAVAX,54117.694447589793729807,XAVA,882398.011764780122760353,0.0
2021-07-29,Avalanche,Trader Joe,V1,WAVAX/SNOB,WAVAX,43527.229635607521189958,SNOB,2132515.66669071190639866,0.0
2021-07-29,Avalanche,Trader Joe,V1,WAVAX/PEFI,WAVAX,10808.248106450393287234,PEFI,364831.992571568737256942,0.0
2021-07-29,Avalanche,Trader Joe,V1,WET/WAVAX,WET,274333.728082417814765389,WAVAX,13233.286613435339606643,0.0
2021-07-30,Avalanche,Trader Joe,V1,JOE/WAVAX,JOE,18800563.154206895463387153,WAVAX,72371.786972449910210626,0.0
2021-07-30,Avalanche,Trader Joe,V1,WAVAX/XAVA,WAVAX,53083.978757245567010706,XAVA,857803.632415651957674931,0.0
2021-07-30,Avalanche,Trader Joe,V1,WAVAX/SNOB,WAVAX,40889.440623185980478135,SNOB,2107146.535180322050479699,0.0
2021-07-30,Avalanche,Trader Joe,V1,WAVAX/PEFI,WAVAX,21586.238940804219590222,PEFI,676293.129838157928833774,0.0
2021-07-30,Avalanche,Trader Joe,V1,WET/WAVAX,WET,262572.130615050244342682,WAVAX,14227.314343497622051311,0.0
2021-07-31,Avalanche,Trader Joe,V1,JOE/WAVAX,JOE,19885247.857136920851579679,WAVAX,73528.296322287033026043,0.0
2021-07-31,Avalanche,Trader Joe,V1,WAVAX/XAVA,WAVAX,52684.334342267325959312,XAVA,861316.564963437780538828,0.0
2021-07-31,Avalanche,Trader Joe,V1,WAVAX/SNOB,WAVAX,40522.539296972844241747,SNOB,2143621.047321117044911973,0.0
2021-07-31,Avalanche,Trader Joe,V1,WAVAX/PEFI,WAVAX,19862.693141748375210144,PEFI,706529.319588459753032503,0.0
2021-07-31,Avalanche,Trader Joe,V1,WET/WAVAX,WET,263435.787206793123802069,WAVAX,14039.202427417834694507,0.0
2021-08-01,Avalanche,Trader Joe,V1,JOE/WAVAX,JOE,19883061.906419157461385843,WAVAX,88729.315629871412245103,0.0
2021-08-01,Avalanche,Trader Joe,V1,WAVAX/XAVA,WAVAX,53255.811384718425245561,XAVA,903956.059748570013933749,0.0
2021-08-01,Avalanche,Trader Joe,V1,WAVAX/SNOB,WAVAX,40338.683308717396061167,SNOB,2175241.360253918329354884,0.0
2021-08-01,Avalanche,Trader Joe,V1,WAVAX/PEFI,WAVAX,15889.683678295112057505,PEFI,603447.296990693907879606,0.0
2021-08-01,Avalanche,Trader Joe,V1,WET/WAVAX,WET,282637.798708540302648735,WAVAX,14855.188721086929241635,0.0
2021-08-02,Avalanche,Trader Joe,V1,JOE/WAVAX,JOE,20598373.741545872850170339,WAVAX,89790.042308595854009721,0.0
2021-08-02,Avalanche,Trader Joe,V1,WAVAX/XAVA,WAVAX,53495.41538309665307113,XAVA,935011.111559767675794625,0.0
2021-08-02,Avalanche,Trader Joe,V1,WAVAX/SNOB,WAVAX,40109.989117366509768158,SNOB,2196773.678344826888244229,0.0
2021-08-02,Avalanche,Trader Joe,V1,WAVAX/PEFI,WAVAX,14045.874689374146434103,PEFI,552168.622415000678840057,0.0
2021-08-02,Avalanche,Trader Joe,V1,WET/WAVAX,WET,276206.605777173276380995,WAVAX,15896.952239530538220879,0.0
2021-08-02,Avalanche,Trader Joe,V1,WETH.e/WAVAX,WETH.e,0.001,WAVAX,0.001,0.0
2021-08-03,Avalanche,Trader Joe,V1,JOE/WAVAX,JOE,19698662.731500066198052327,WAVAX,88964.351394406879673022,0.0
2021-08-03,Avalanche,Trader Joe,V1,WAVAX/XAVA,WAVAX,55892.752779796742276989,XAVA,977667.643710094735797101,0.0
2021-08-03,Avalanche,Trader Joe,V1,WAVAX/SNOB,WAVAX,40854.058325029456399781,SNOB,2217245.261300844491339382,0.0
2021-08-03,Avalanche,Trader Joe,V1,WAVAX/PEFI,WAVAX,13096.988746766418561425,PEFI,525997.937581057826182445,0.0
2021-08-03,Avalanche,Trader Joe,V1,WET/WAVAX,WET,275395.4621638367232067,WAVAX,15885.70404642935683378,0.0
2021-08-03,Avalanche,Trader Joe,V1,WETH.e/WAVAX,WETH.e,0.000000000000001,WAVAX,0.000000000000001,0.0
2021-08-04,Avalanche,Trader Joe,V1,JOE/WAVAX,JOE,20904702.658558898656998803,WAVAX,84243.768709917293318244,0.0
2021-08-04,Avalanche,Trader Joe,V1,WAVAX/XAVA,WAVAX,50247.41203782969261028,XAVA,875569.656684935610631411,0.0
2021-08-04,Avalanche,Trader Joe,V1,WAVAX/SNOB,WAVAX,40806.572075057345543088,SNOB,2247846.420954887454725345,0.0
2021-08-04,Avalanche,Trader Joe,V1,WAVAX/PEFI,WAVAX,13434.95560598599622806,PEFI,529056.058773971262528726,0.0
2021-08-04,Avalanche,Trader Joe,V1,WET/WAVAX,WET,280896.879369637793661459,WAVAX,15580.471134871007034804,0.0
2021-08-05,Avalanche,Trader Joe,V1,JOE/WAVAX,JOE,20244599.463535247665165831,WAVAX,77382.238588835268697292,0.0
2021-08-05,Avalanche,Trader Joe,V1,WAVAX/XAVA,WAVAX,45099.983378979780883624,XAVA,809674.553924719682891917,0.0
2021-08-05,Avalanche,Trader Joe,V1,WAVAX/SNOB,WAVAX,38322.984596068204204266,SNOB,2201867.103654551098451354,0.0
2021-08-05,Avalanche,Trader Joe,V1,WAVAX/PEFI,WAVAX,12084.070132807684732711,PEFI,475203.196471086312962765,0.0
2021-08-05,Avalanche,Trader Joe,V1,WET/WAVAX,WET,270975.60528717168341669,WAVAX,15492.464034182914680009,0.0
2021-08-06,Avalanche,Trader Joe,V1,JOE/WAVAX,JOE,19736450.954544919320038818,WAVAX,57257.405319535516103674,0.0
2021-08-06,Avalanche,Trader Joe,V1,WAVAX/XAVA,WAVAX,40591.641417935182708263,XAVA,750083.733692284610130706,0.0
2021-08-06,Avalanche,Trader Joe,V1,WAVAX/SNOB,WAVAX,41498.800342444486336003,SNOB,2390879.097063277764446683,0.0
2021-08-06,Avalanche,Trader Joe,V1,WAVAX/PEFI,WAVAX,12312.138281957715408609,PEFI,495663.808916377205491498,0.0
2021-08-06,Avalanche,Trader Joe,V1,WET/WAVAX,WET,273135.63015061540584462,WAVAX,15366.752828553440747643,0.0
2021-08-07,Avalanche,Trader Joe,V1,JOE/WAVAX,JOE,19457690.547155199205860464,WAVAX,54392.406114863764659841,0.0
2021-08-07,Avalanche,Trader Joe,V1,WAVAX/XAVA,WAVAX,35383.564818256989725595,XAVA,669476.309001365684602816,0.0
2021-08-07,Avalanche,Trader Joe,V1,WAVAX/SNOB,WAVAX,41033.106125745249612972,SNOB,2393005.162570539600780844,0.0
2021-08-07,Avalanche,Trader Joe,V1,WAVAX/PEFI,WAVAX,11152.732939682684396534,PEFI,469725.647309872484310996,0.0
2021-08-07,Avalanche,Trader Joe,V1,WET/WAVAX,WET,264469.931196156904314894,WAVAX,14420.193296874584058411,0.0
2021-08-08,Avalanche,Trader Joe,V1,JOE/WAVAX,JOE,19924769.415194089919370231,WAVAX,47843.6923578793352528,0.0
2021-08-08,Avalanche,Trader Joe,V1,WAVAX/XAVA,WAVAX,33302.911731211917121464,XAVA,640436.609321124014266647,0.0
2021-08-08,Avalanche,Trader Joe,V1,WAVAX/SNOB,WAVAX,41283.872598479801033953,SNOB,2414844.498660343134551548,0.0
2021-08-08,Avalanche,Trader Joe,V1,WAVAX/PEFI,WAVAX,10420.382344929309646551,PEFI,452169.114456661696635798,0.0
2021-08-08,Avalanche,Trader Joe,V1,WET/WAVAX,WET,262878.934873631206172798,WAVAX,14294.331563749371582828,0.0
2021-08-09,Avalanche,Trader Joe,V1,JOE/WAVAX,JOE,20971392.981518487575562367,WAVAX,44990.896797395572940708,1799635.871895823
2021-08-09,Avalanche,Trader Joe,V1,WAVAX/XAVA,WAVAX,32598.991553297206689847,XAVA,626959.432666737972208429,1303959.6621318883
2021-08-09,Avalanche,Trader Joe,V1,WAVAX/SNOB,WAVAX,40164.164647840694316384,SNOB,2426549.978095863857295833,1606566.5859136279
2021-08-09,Avalanche,Trader Joe,V1,WAVAX/PEFI,WAVAX,9830.618482882234713189,PEFI,460018.053254484397623749,393224.73931528936
2021-08-09,Avalanche,Trader Joe,V1,WAVAX/USDT.e,WAVAX,0.5,USDT.e,10,20.0
2021-08-09,Avalanche,Trader Joe,V1,WET/WAVAX,WET,257194.912174804620383434,WAVAX,14193.326438724476294131,0.0
2021-08-10,Avalanche,Trader Joe,V1,JOE/WAVAX,JOE,21428114.908905142968602944,WAVAX,42841.267148574913179055,1713650.6859429965
2021-08-10,Avalanche,Trader Joe,V1,WAVAX/XAVA,WAVAX,33814.855793420778308018,XAVA,542418.002799692699976618,1352594.2317368311
2021-08-10,Avalanche,Trader Joe,V1,WAVAX/SNOB,WAVAX,35828.992429636395355993,SNOB,2332487.66256552063564644,1433159.6971854558
2021-08-10,Avalanche,Trader Joe,V1,YAK/WAVAX,YAK,99.095783333611782507,WAVAX,5465.457771131664235485,218618.31084526656
2021-08-10,Avalanche,Trader Joe,V1,WAVAX/PEFI,WAVAX,9353.994883952891091604,PEFI,445259.992525049775320512,374159.79535811563
2021-08-10,Avalanche,Trader Joe,V1,WET/WAVAX,WET,261964.588413962834096692,WAVAX,13822.018870569580234459,552880.7548227832
2021-08-11,Avalanche,Trader Joe,V1,JOE/WAVAX,JOE,19330534.512077834104258088,WAVAX,32554.635069681474188605,1302185.402787259
2021-08-11,Avalanche,Trader Joe,V1,WAVAX/XAVA,WAVAX,23295.221070537997514893,XAVA,301312.264174365437972513,931808.8428215199
2021-08-11,Avalanche,Trader Joe,V1,WAVAX/SNOB,WAVAX,37072.681547382435340032,SNOB,2336111.810574454636561417,1482907.2618952973
2021-08-11,Avalanche,Trader Joe,V1,YAK/WAVAX,YAK,147.702550570150975049,WAVAX,8042.044682285763210092,321681.7872914305
2021-08-11,Avalanche,Trader Joe,V1,WAVAX/PEFI,WAVAX,10116.774926412252319212,PEFI,401239.224556172109361061,404670.9970564901
2021-08-11,Avalanche,Trader Joe,V1,WET/WAVAX,WET,261172.703577572418457236,WAVAX,13844.570036939517117621,553782.8014775807
2021-08-12,Avalanche,Trader Joe,V1,JOE/WAVAX,JOE,18908447.469194459562135403,WAVAX,33083.937643577136996544,1323357.5057430854
2021-08-12,Avalanche,Trader Joe,V1,WAVAX/XAVA,WAVAX,22338.131399468480308854,XAVA,296526.545801861007357834,893525.2559787392
2021-08-12,Avalanche,Trader Joe,V1,WAVAX/SNOB,WAVAX,36613.523587917308738773,SNOB,2372768.099672750867282955,1464540.9435166924
2021-08-12,Avalanche,Trader Joe,V1,YAK/WAVAX,YAK,133.229162747297762787,WAVAX,8552.210442238846542061,342088.41768955387
2021-08-12,Avalanche,Trader Joe,V1,WAVAX/PEFI,WAVAX,9151.072656836661106574,PEFI,377343.893423851923265439,366042.9062734664
2021-08-12,Avalanche,Trader Joe,V1,WET/WAVAX,WET,260434.657278661964011295,WAVAX,13642.108024907924072359,545684.320996317
2021-08-13,Avalanche,Trader Joe,V1,JOE/WAVAX,JOE,19820048.633734375223813153,WAVAX,31742.400996569203760934,1269696.0398627683
2021-08-13,Avalanche,Trader Joe,V1,WAVAX/XAVA,WAVAX,19905.943436567825439282,XAVA,265053.281112782815576446,796237.737462713
2021-08-13,Avalanche,Trader Joe,V1,WAVAX/SNOB,WAVAX,33863.546510471047986192,SNOB,2273691.682666014104303235,1354541.860418842
2021-08-13,Avalanche,Trader Joe,V1,YAK/WAVAX,YAK,310.296639154434805469,WAVAX,25534.203163525515479318,1021368.1265410206
2021-08-13,Avalanche,Trader Joe,V1,WAVAX/PEFI,WAVAX,8879.453416728243828679,PEFI,383680.15792588240782513,355178.1366691298
2021-08-13,Avalanche,Trader Joe,V1,WET/WAVAX,WET,258745.793974643616256344,WAVAX,13736.619770179497848714,549464.7908071799
2021-08-14,Avalanche,Trader Joe,V1,JOE/WAVAX,JOE,19948298.058701697899582811,WAVAX,37262.476693887205251176,1490499.0677554882
