id,blockNumber,timestamp,totalValueLockedUSD,protocolControlledValueUSD,mintedTokenSupplies,dailySupplySideRevenueUSD,dailyProtocolSideRevenueUSD,dailyTotalRevenueUSD,totalDepositBalanceUSD,totalBorrowBalanceUSD,dailyDepositUSD,dailyBorrowUSD,dailyLiquidateUSD,dailyWithdrawUSD,dailyRepayUSD,date,version,chain,instance,protocol
18606,11428253,1607644539,49544495.02207838849384821817197664,,,1614.237092715553505829037304404934,52.83447006232816961803428280728671,1667.071562777881675447071587212213,49544495.02207838849384821817197664,9383917.703329346981269930093353695,15696958.09738426481872387687519235,3625429.918769256543542994421486992,0,1987022.028924385568936290874757298,6631.334116613505848393646873026016,2020-12-10,V2,Ethereum,aave_v2_ethereum,Aave
18607,11434742,1607731061,51400727.84401386710135344854599632,,,1114.668620679239403917101325103339,53.98142876422111779895639734923889,1168.650049443460521716057722452577,51400727.84401386710135344854599632,10204797.75611413010856456922675212,51234981.61281234912012059558769434,1813198.147172221389111311306874673,0,47206189.79818339095037894542590388,3168.409547198387588982893721270865,2020-12-11,V2,Ethereum,aave_v2_ethereum,Aave
18608,11441210,1607817170,59854310.10065608218893728232466317,,,1468.09499856058792704163514264041,98.30506467924173057567977166173586,1566.400063239829657617314914302142,59854310.10065608218893728232466317,13056917.94477991440864434128437732,47909139.15187162682603806656823443,3893655.891555569942247516865864594,0,40641123.79068931273215890182300501,11997.89596217097977310814911331475,2020-12-12,V2,Ethereum,aave_v2_ethereum,Aave
18609,11447722,1607903881,73094330.22571740307613759915741568,,,1802.802196543363927517194605693707,76.04618185606008597525806631680456,1878.848378399424013492452672010507,73094330.22571740307613759915741568,15566791.88926962527508872574945359,14982601.03126947150551222817331101,3838523.523719307604207779815662648,0,1812322.91126975439143148998668946,39907.36670891235812944939854791103,2020-12-13,V2,Ethereum,aave_v2_ethereum,Aave
18610,11454253,1607990340,79553749.36224014799038420600016223,,,2270.250558357402941512326219373837,93.03648153351076167181961543390716,2363.287039890913703184145834807741,79553749.36224014799038420600016223,18402244.77870067492904181085203511,146438660.4959459669387723511923779,4310479.195159938434687392583941615,0,138455409.1453915023193609933656607,4769.387810722466158014430222242253,2020-12-14,V2,Ethereum,aave_v2_ethereum,Aave
18611,11460742,1608076776,84117440.63984478181012890266251082,,,3959.679998620818085956021329400794,197.3407806767691679444160193685549,4157.020779297587253900437348769348,84117440.63984478181012890266251082,18965669.57904448267806247408963206,110050450.2937156698296786001247636,2545563.215039215878617591861316668,0,102915354.6535171701093458422867729,36.38670521197992215983007208438343,2020-12-15,V2,Ethereum,aave_v2_ethereum,Aave
18612,11467276,1608163104,91044112.09299291887298575370277282,,,3618.629086867464939384851541466838,181.028969114795118058978557643733,3799.658055982260057443830099110576,91044112.09299291887298575370277282,21372179.2703877721250590001017206,75722087.49120721605716347997415393,4028122.319557620111634053073427564,0,71363183.29904589790939320614721111,71343.51616049862235356226434643709,2020-12-16,V2,Ethereum,aave_v2_ethereum,Aave
18613,11473814,1608249571,97621937.47424930882357699853818525,,,7533.456671188604377507690772923116,311.8326119237978057541830217486298,7845.289283112402183261873794671746,97621937.47424930882357699853818525,22245773.6353914539374629203866622,129996088.1290671845260887054802471,4837865.86756081471522663581583026,8574.385402588508820820805198982527,122966172.8852847568352674773692539,297957.246822273829719799771186639,2020-12-17,V2,Ethereum,aave_v2_ethereum,Aave
18614,11480310,1608335998,102244661.4483119372578673994470412,,,4207.372574968356946196629063823081,174.657008516705654042851858655566,4382.029583485062600239480922478659,102244661.4483119372578673994470412,23781826.46985710207524113668990418,62205867.58687493500590971439993824,3262831.291883003255254478928282223,8493.363099633075549377402503793016,54843107.22741648138807662555695725,85639.80111857586192027924710383272,2020-12-18,V2,Ethereum,aave_v2_ethereum,Aave
18615,11486814,1608422262,101543204.4214634089723308964446678,,,4040.884253431501004341719937297297,172.0126315555970059102636642166587,4212.89688498709801025198360151396,101543204.4214634089723308964446678,25757107.02361609758670020810699548,60779773.81855644471823880857209624,3415058.36349735887439903390018154,0,59898655.73142826057186461102945535,52934.0610836099239647806733275109,2020-12-19,V2,Ethereum,aave_v2_ethereum,Aave
18616,11493352,1608508612,105637896.9127005024229748104884384,,,5718.60475469678827363235312992306,203.2248212647891329318047229612415,5921.829575961577406564157852884307,105637896.9127005024229748104884384,27289642.7498019546428920786130672,169234039.8702648903642412570041475,2641098.806277421327018517821004529,4042.323093993607597726106775129475,161534762.1130388200751399977799317,55444.6232637726906656920307984735,2020-12-20,V2,Ethereum,aave_v2_ethereum,Aave
18617,11499866,1608595135,94922269.24687088794058414820130842,,,6006.119993638251706050225636569984,203.6412812914918717050454368398169,6209.761274929743577755271073409799,94922269.24687088794058414820130842,25523836.20804709417095040951364106,309301861.0910210645408552632549603,1801943.011120605028307803449328651,0,314304561.4993132399779203338911448,157996.7963034186153048308433896449,2020-12-21,V2,Ethereum,aave_v2_ethereum,Aave
18618,11506353,1608681326,104988894.0893282149298748261958673,,,4524.685044514440644047998172241444,117.4526487882357975829044935482876,4642.137693302676441630902665789734,104988894.0893282149298748261958673,26921725.61166449753898277016322657,18384291.1822709889681138260540769,3278654.793523505099343749477703103,180816.5023195664013207800952380952,7238457.508650379222771871675015804,262401.4759955791201124671731359008,2020-12-22,V2,Ethereum,aave_v2_ethereum,Aave
18619,11512964,1608767913,105332796.3651617619745033870786895,,,4896.265239134264423771298531390094,216.7147760446224781463386586700195,5112.980015178886901917637190060113,105332796.3651617619745033870786895,28828958.95589280993307058830693194,60244734.36063546295656426336749494,6576809.44200134950568107938982412,210048.0456504995781885573744173047,51421670.05955929375608217973865565,179397.2254321204546041220619322564,2020-12-23,V2,Ethereum,aave_v2_ethereum,Aave
18620,11519434,1608854320,107837937.791674591303636251576954,,,6455.803805382744596273459630602922,386.2058836777676379891060516720373,6842.009689060512234262565682274957,107837937.791674591303636251576954,29419161.34027997152599344598085168,94719153.49496909391332621251423803,2705368.526092140702768481069976613,16985.75881303262980827866951661128,93692311.60967368184662374607998753,192836.9282374245497316771468541253,2020-12-24,V2,Ethereum,aave_v2_ethereum,Aave
18621,11525867,1608940615,105994175.9691831479344820465167754,,,7087.72097817372076442837007644899,401.2218928280510100914705787617125,7488.942871001771774519840655210699,105994175.9691831479344820465167754,28582440.80902812458428904450537657,7905626.764192993063389642123496949,2251908.030171481819147076674570608,526.4141326499999999284205033240471,9879732.800794232984375232017698861,201257.6538185288310333531863459258,2020-12-25,V2,Ethereum,aave_v2_ethereum,Aave
18622,11532449,1609027071,105229909.8001338080921273577599268,,,5963.42452948393521418609584742693,316.7158805193838282030828930196336,6280.140410003319042389178740446558,105229909.8001338080921273577599268,29617561.04112259801444088562753692,8309908.407327418385106674556731904,3643689.636426989296627332964991081,0,4811999.813873391398558225961604729,67435.24297926610380991612989778305,2020-12-26,V2,Ethereum,aave_v2_ethereum,Aave
18623,11538953,1609113392,112281297.1229240778953143649136041,,,6412.198517730537361191110062219934,247.678280038865302065936393306809,6659.876797769402663257046455526743,112281297.1229240778953143649136041,29818023.34823835507401335279102791,10200851.31583144423784194278696059,2649264.110110818028153840671727496,121725.3502614235383567643767606123,6646728.514814452983941937850926217,232676.4936947067754334315552838304,2020-12-27,V2,Ethereum,aave_v2_ethereum,Aave
18624,11545560,1609199933,123750978.7128817297971026397180499,,,8190.289227738391255038731214907571,229.5672476375706646363151188448663,8419.85647537596191967504633375244,123750978.7128817297971026397180499,30892852.80213967934460117361709287,13581447.3457938301818403318475759,2502645.179470872052700069599056572,9415.776294595458686131386861313868,3549942.522600813984718146507497349,58045.06140532378771422471272221186,2020-12-28,V2,Ethereum,aave_v2_ethereum,Aave
18625,11551967,1609286347,149718547.9103262542583183519581746,,,5353.777329410472963411527109696065,203.3087209636583153565037078262427,5557.086050374131278768030817522306,149718547.9103262542583183519581746,36920742.70301420374687619744634903,33009420.91369413133622350250078702,7816792.338643252348031571303663798,3469.086316638692892393018480615727,3880097.588991217563740246113683278,255505.5929061609219421571811163901,2020-12-29,V2,Ethereum,aave_v2_ethereum,Aave
18626,11558508,1609372664,184418638.4887876614085758508509987,,,33855.44495983797526747431818520908,921.4654168385714592996247654695543,34776.9103766765467267739429506787,184418638.4887876614085758508509987,54712071.36241831535099741161416935,71478555.40599089992165643565446514,28982267.29863668721978901262583108,0,31444756.51200943768806328832970237,1075942.500821955349648625664556376,2020-12-30,V2,Ethereum,aave_v2_ethereum,Aave
18627,11565018,1609459197,204569601.5335547529296778433457185,,,49340.7006338896036566805726002436,641.1154340813415157787175402424676,49981.816067970945172459290140486,204569601.5335547529296778433457185,58393106.67017334012697459890554147,58780661.64288401503578462137354309,18683335.06267810410683882324620346,3419.518757411128777948242160229552,32481802.74705098281965141687135677,45201.68841386466902215629980780142,2020-12-31,V2,Ethereum,aave_v2_ethereum,Aave
18628,11571552,1609545478,231063091.8287120088016632680343323,,,69230.24574056727846782323728518694,821.3598771182735356512745750979018,70051.60561768555200347451186028491,231063091.8287120088016632680343323,68676954.8360005398837709314532134,45332888.72853023282556236922523502,20129611.26467269786193699253189705,2498.712546305756464792855225610058,12079151.83528865926779025079768967,249877.02017828024431247146129609,2021-01-01,V2,Ethereum,aave_v2_ethereum,Aave
18629,11578162,1609631962,262521039.1733570233680468187090947,,,129874.8152688884836769216864259507,954.1978504185756423794124906585367,130829.0131193070593193010989166096,262521039.1733570233680468187090947,77231644.07057515493230910237323461,52822117.67549523851707297449921415,23150892.58439592752902263589000598,0,23941950.12013161286591827522389917,405194.9870479707775899245601658821,2021-01-02,V2,Ethereum,aave_v2_ethereum,Aave
18630,11584629,1609718293,294537181.213800727089935718691447,,,74176.69097150405261461837140324043,511.9325088452931017070567604135866,74688.62348034934571632542816365413,294537181.213800727089935718691447,79818340.70049141809078866142055896,40727660.16125179292041544844033703,15697042.19883962528945756032547639,12648.34291394085772075836998013189,23778097.59614828868481806415378273,725739.7430904356625110239771669932,2021-01-03,V2,Ethereum,aave_v2_ethereum,Aave
