,Date,Timestamp,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance
,19/05/2022,1652918400,7974730.80607184,486367840.0246829,486367840.0246829,7974730.80607184,7974730.80607184,109075561.73190059,37318482.41632336,202353947.00691968,2205539.5052639428,71465812.54748605,1977066.9581020062,2439678.26183008,7992769.828499945,23100090.26530913,28438891.50304808,,,,,,,,109075561.73190059,37318482.41632336,202353947.00691968,2205539.5052639428,71465812.54748605,1977066.9581020062,2439678.26183008,7992769.828499945,23100090.26530913,28438891.50304808,,,,,,,,7974730.80607184,20618900.234951805,108749313.79052901,37243994.42746842,202151795.211708,2216163.7944947504,71252056.378351,1975091.8662357708,25050346.149337,269207.47148871486,767444.8593125956,28763603.8266471,,,,,,,,108749313.79052901,37243994.42746842,202151795.211708,2216163.7944947504,71252056.378351,1975091.8662357708,25050346.149337,269207.47148871486,767444.8593125956,28763603.8266471,,,,,,,,20618900.234951805
,20/05/2022,1653004800,7271582.184650801,487939855.7468024,487939855.7468024,7271582.184650801,7271582.184650801,108255441.15670414,37388867.91161653,198317691.6257608,2197721.294804774,73690839.55953914,1962533.7404196104,2058107.7502361217,9006549.136349667,23466249.154017683,31595854.41735394,,,,,,,,108255441.15670414,37388867.91161653,198317691.6257608,2197721.294804774,73690839.55953914,1962533.7404196104,2058107.7502361217,9006549.136349667,23466249.154017683,31595854.41735394,,,,,,,,7271582.184650801,20481541.56862584,107931646.21805,37277036.80121289,197921847.929901,2203699.9327222495,73470428.274715,1956663.7491720943,25118479.669939,302334.64707451046,780387.4011977946,32061353.204530515,,,,,,,,107931646.21805,37277036.80121289,197921847.929901,2203699.9327222495,73470428.274715,1956663.7491720943,25118479.669939,302334.64707451046,780387.4011977946,32061353.204530515,,,,,,,,20481541.56862584
,21/05/2022,1653091200,6277237.7673285045,447040940.90593594,447040940.90593594,6277237.7673285045,6277237.7673285045,81443605.91968404,37146501.7056302,191949096.83188438,2171148.461672197,72131612.78818932,1935343.8923106624,1630974.7781889657,7196572.990762175,22967700.36731565,28468383.17029839,,,,,,,,81443605.91968404,37146501.7056302,191949096.83188438,2171148.461672197,72131612.78818932,1935343.8923106624,1630974.7781889657,7196572.990762175,22967700.36731565,28468383.17029839,,,,,,,,6277237.7673285045,20584481.939099867,81281043.83202,37072356.9916469,191757339.492392,2176229.9586255876,71987637.513163,1933410.4818288337,24999996.600024,248930.23143418107,787914.2493075695,28778413.013694927,,,,,,,,81281043.83202,37072356.9916469,191757339.492392,2176229.9586255876,71987637.513163,1933410.4818288337,24999996.600024,248930.23143418107,787914.2493075695,28778413.013694927,,,,,,,,20584481.939099867
,22/05/2022,1653177600,6342943.373863843,431886351.451729,431886351.451729,6342943.373863843,6342943.373863843,80248779.69695696,37238602.18437573,178659269.588829,2108537.1202219287,70726731.77272624,1841946.4915262947,1375807.2281342095,6846595.234634634,23657223.877494734,29182858.256829195,,,,,,,,80248779.69695696,37238602.18437573,178659269.588829,2108537.1202219287,70726731.77272624,1841946.4915262947,1375807.2281342095,6846595.234634634,23657223.877494734,29182858.256829195,,,,,,,,6342943.373863843,20562194.056794837,80088602.49197301,37127220.522807315,178480788.800029,2113690.2971664206,70515186.214084,1840106.3851411538,24990141.100269,228372.08921396377,787786.3429069176,29387187.370617095,,,,,,,,80088602.49197301,37127220.522807315,178480788.800029,2113690.2971664206,70515186.214084,1840106.3851411538,24990141.100269,228372.08921396377,787786.3429069176,29387187.370617095,,,,,,,,20562194.056794837
,23/05/2022,1653264000,7073443.990254401,426339339.6210269,426339339.6210269,7073443.990254401,7073443.990254401,81966899.00578378,36431045.98856028,163326328.5579115,2021677.795423763,71308907.384976,1779299.6298181778,1634223.188628822,8066519.821616211,29426153.521901343,30378284.726407003,,,,,,,,81966899.00578378,36431045.98856028,163326328.5579115,2021677.795423763,71308907.384976,1779299.6298181778,1634223.188628822,8066519.821616211,29426153.521901343,30378284.726407003,,,,,,,,7073443.990254401,20695958.470983885,81885013.991792,36394651.33722306,163163165.392519,2022577.8425637041,71308907.384976,1780330.4411435998,24983919.961915,252710.52072732488,915846.6704606704,30484309.153643373,,,,,,,,81885013.991792,36394651.33722306,163163165.392519,2022577.8425637041,71308907.384976,1780330.4411435998,24983919.961915,252710.52072732488,915846.6704606704,30484309.153643373,,,,,,,,20695958.470983885
,24/05/2022,1653350400,7075471.344387963,411570461.8417803,411570461.8417803,7075471.344387963,7075471.344387963,69564185.22392865,37004761.59062517,161516986.62673673,2022907.3136754567,72380044.18812509,1804064.6126152475,1670738.8389858792,6693998.647476823,27181961.650452312,31730813.14915893,,,,,,,,69564185.22392865,37004761.59062517,161516986.62673673,2022907.3136754567,72380044.18812509,1804064.6126152475,1670738.8389858792,6693998.647476823,27181961.650452312,31730813.14915893,,,,,,,,7075471.344387963,20982015.51642853,69425334.554819,36930899.79104308,161355630.995741,2027249.6824953617,72235573.042041,1802262.3502649828,24987120.707494,230271.7112995123,929297.8342034979,31885425.57778561,,,,,,,,69425334.554819,36930899.79104308,161355630.995741,2027249.6824953617,72235573.042041,1802262.3502649828,24987120.707494,230271.7112995123,929297.8342034979,31885425.57778561,,,,,,,,20982015.51642853
,25/05/2022,1653436800,6611480.647295582,421590145.22011197,421590145.22011197,6611480.647295582,6611480.647295582,75850274.80333704,36437683.76344752,159037319.70846173,2079619.74550143,72870705.88266122,1843327.937445685,1697715.336001979,7129144.487212734,26712990.51370961,37931363.04233301,,,,,,,,75850274.80333704,36437683.76344752,159037319.70846173,2079619.74550143,72870705.88266122,1843327.937445685,1697715.336001979,7129144.487212734,26712990.51370961,37931363.04233301,,,,,,,,6611480.647295582,20877744.59477694,75774500.30303401,36437683.76344752,159044794.81381798,2084633.2885604177,72652747.639742,1844312.800481142,24859651.730832,247367.9558366667,919552.1691466302,38106462.23630884,,,,,,,,75774500.30303401,36437683.76344752,159044794.81381798,2084633.2885604177,72652747.639742,1844312.800481142,24859651.730832,247367.9558366667,919552.1691466302,38106462.23630884,,,,,,,,20877744.59477694
,26/05/2022,1653523200,6063671.645871571,380265576.26884246,380265576.26884246,6063671.645871571,6063671.645871571,79097966.604237,18450529.859079562,146385723.5512722,1812130.3401003727,58479795.92367111,1916554.2695308563,2068715.1336875232,7023080.198457262,25313682.78232426,39717397.60648241,,,,,,,,79097966.604237,18450529.859079562,146385723.5512722,1812130.3401003727,58479795.92367111,1916554.2695308563,2068715.1336875232,7023080.198457262,25313682.78232426,39717397.60648241,,,,,,,,6063671.645871571,20933321.984187208,79097966.604237,18432097.761318248,146239484.067205,1814474.64133698,58421374.549122,1916828.3759886227,24812473.117369,256879.3049911215,919160.5948556376,40293350.762278415,,,,,,,,79097966.604237,18432097.761318248,146239484.067205,1814474.64133698,58421374.549122,1916828.3759886227,24812473.117369,256879.3049911215,919160.5948556376,40293350.762278415,,,,,,,,20933321.984187208
,27/05/2022,1653609600,4980816.9444704885,374072553.00644,374072553.00644,4980816.9444704885,4980816.9444704885,83432050.34699576,18205328.66622835,143252734.85353535,1849326.8727735097,58010481.171026886,1901731.0068628036,222788.0519844118,5733651.494708683,20765954.671410464,40698505.87091377,,,,,,,,83432050.34699576,18205328.66622835,143252734.85353535,1849326.8727735097,58010481.171026886,1901731.0068628036,222788.0519844118,5733651.494708683,20765954.671410464,40698505.87091377,,,,,,,,4980816.9444704885,20984495.694125254,83265519.308379,18168990.68485863,143299450.47439,1847479.3933801297,57607230.557127,1902847.9786262573,5320794.53143,256999.17053826462,915202.9383609723,41097189.70827373,,,,,,,,83265519.308379,18168990.68485863,143299450.47439,1847479.3933801297,57607230.557127,1902847.9786262573,5320794.53143,256999.17053826462,915202.9383609723,41097189.70827373,,,,,,,,20984495.694125254
,28/05/2022,1653696000,5295833.510792936,370310622.3215475,370310622.3215475,5295833.510792936,5295833.510792936,82502419.2771331,18419245.192621488,143359613.04034826,1717310.3155583388,53557804.51951724,1868407.524900344,188644.57340692548,5789682.0146604255,21646672.899267755,41260822.96413376,,,,,,,,82502419.2771331,18419245.192621488,143359613.04034826,1717310.3155583388,53557804.51951724,1868407.524900344,188644.57340692548,5789682.0146604255,21646672.899267755,41260822.96413376,,,,,,,,5295833.510792936,21102553.46849435,82337743.789554,18382480.232157174,143073466.108132,1717310.3155583388,53772140.270636,1864678.1685632176,5210886.727199,245637.76048622932,914519.3451317175,41510425.150564104,,,,,,,,82337743.789554,18382480.232157174,143073466.108132,1717310.3155583388,53772140.270636,1864678.1685632176,5210886.727199,245637.76048622932,914519.3451317175,41510425.150564104,,,,,,,,21102553.46849435
,29/05/2022,1653782400,5393664.122535732,372563681.1539849,372563681.1539849,5393664.122535732,5393664.122535732,83871492.9197159,18544079.085304983,143187063.0931961,1700646.83263395,53973165.1492153,1840420.772005549,119959.63159746796,6473012.318198741,22890400.935498644,39963440.41661823,,,,,,,,83871492.9197159,18544079.085304983,143187063.0931961,1700646.83263395,53973165.1492153,1840420.772005549,119959.63159746796,6473012.318198741,22890400.935498644,39963440.41661823,,,,,,,,5393664.122535732,21116099.278217163,83620631.026636,18507064.955394194,142901260.572052,1701598.0259304452,53865434.280654,1838582.1898157333,5146445.552338,262065.27604043487,915616.0374199457,40321861.44298492,,,,,,,,83620631.026636,18507064.955394194,142901260.572052,1701598.0259304452,53865434.280654,1838582.1898157333,5146445.552338,262065.27604043487,915616.0374199457,40321861.44298492,,,,,,,,21116099.278217163
,30/05/2022,1653868800,6153792.639899186,376119647.2498863,376119647.2498863,6153792.639899186,6153792.639899186,85950449.0002196,18756851.741143946,141213752.6834214,1708335.3156168452,54743842.037783,1832590.2788276263,160809.38773289174,6968523.272764332,24102588.824848987,40681904.70752773,,,,,,,,85950449.0002196,18756851.741143946,141213752.6834214,1708335.3156168452,54743842.037783,1832590.2788276263,160809.38773289174,6968523.272764332,24102588.824848987,40681904.70752773,,,,,,,,6153792.639899186,21234252.824827682,85693368.893539,18719412.91531332,141072680.003418,1706628.6869299153,54634572.891999,1832590.2788276263,5146345.051665,267300.4707619613,912631.1558064744,40902779.71800495,,,,,,,,85693368.893539,18719412.91531332,141072680.003418,1706628.6869299153,54634572.891999,1832590.2788276263,5146345.051665,267300.4707619613,912631.1558064744,40902779.71800495,,,,,,,,21234252.824827682
,31/05/2022,1653955200,6434728.897799803,378272865.0960366,378272865.0960366,6434728.897799803,6434728.897799803,106916346.18502837,18680790.224998146,137403048.798086,1652308.7158363229,39098035.647760086,1788533.0836532926,129812.09995745217,7654968.875755227,25404380.070774034,39544641.39418765,,,,,,,,106916346.18502837,18680790.224998146,137403048.798086,1652308.7158363229,39098035.647760086,1788533.0836532926,129812.09995745217,7654968.875755227,25404380.070774034,39544641.39418765,,,,,,,,6434728.897799803,21231964.106404513,106809536.64838001,18680790.224998146,137403048.798086,1654605.3080038321,39058976.671089,1788991.0653660265,5142280.937957,276852.4005698093,909898.9996695571,39764779.21190476,,,,,,,,106809536.64838001,18680790.224998146,137403048.798086,1654605.3080038321,39058976.671089,1788991.0653660265,5142280.937957,276852.4005698093,909898.9996695571,39764779.21190476,,,,,,,,21231964.106404513
,01/06/2022,1654041600,6168729.947863247,358994511.1809087,358994511.1809087,6168729.947863247,6168729.947863247,108786876.50715983,19137753.134267375,114559404.775663,1594748.796341607,40978129.11484993,1824879.0559642857,112224.42133311878,6975334.766292164,25013160.613790262,39152054.38820292,118016.93521229032,710582.136405886,31346.535425970727,,,,,108786876.50715983,19137753.134267375,114559404.775663,1594748.796341607,40978129.11484993,1824879.0559642857,112224.42133311878,6975334.766292164,25013160.613790262,39152054.38820292,118016.93521229032,710582.136405886,31346.535425970727,,,,,6168729.947863247,21289395.035351284,108678198.30885099,19118634.49976761,114559404.775663,1593155.6407009063,40896336.441966,1825749.9386850384,5139464.482356,260760.1781791463,919601.4931540538,39362288.37038917,117080.29286933564,757633.4463228756,28240.12200537903,,,,,108678198.30885099,19118634.49976761,114559404.775663,1593155.6407009063,40896336.441966,1825749.9386850384,5139464.482356,260760.1781791463,919601.4931540538,39362288.37038917,117080.29286933564,757633.4463228756,28240.12200537903,,,,,21289395.035351284
,02/06/2022,1654128000,4384146.746915932,343677461.55301493,343677461.55301493,4384146.746915932,4384146.746915932,107478316.31920455,17774548.310229596,119995370.77565336,1606569.0778684134,25732515.424171872,1589908.7989102681,80646.21522954984,6151003.71383719,21972770.05790478,40375818.302677564,133855.69863648617,759715.4146664116,26423.444024837765,,,,,107478316.31920455,17774548.310229596,119995370.77565336,1606569.0778684134,25732515.424171872,1589908.7989102681,80646.21522954984,6151003.71383719,21972770.05790478,40375818.302677564,133855.69863648617,759715.4146664116,26423.444024837765,,,,,4384146.746915932,21247815.420221254,107156845.781859,17721384.15775633,119875495.280373,1603362.3531620891,25681153.117936,1586735.3282537607,5132481.203644,258662.89797465052,909092.6792678849,40536830.59379612,133855.69863648617,809777.4779054845,24087.00458052668,,,,,107156845.781859,17721384.15775633,119875495.280373,1603362.3531620891,25681153.117936,1586735.3282537607,5132481.203644,258662.89797465052,909092.6792678849,40536830.59379612,133855.69863648617,809777.4779054845,24087.00458052668,,,,,21247815.420221254
,03/06/2022,1654214400,4792570.1364306165,255661308.02535725,255661308.02535725,4792570.1364306165,4792570.1364306165,76245362.71374685,7013016.732407506,82428451.99396978,1600351.4262932893,21271911.7078857,1513180.8221261827,95787.12229469209,7176448.410124018,22744266.46652938,34631117.30105669,136477.57801426447,778390.6468458798,26545.104063055966,,,,,76245362.71374685,7013016.732407506,82428451.99396978,1600351.4262932893,21271911.7078857,1513180.8221261827,95787.12229469209,7176448.410124018,22744266.46652938,34631117.30105669,136477.57801426447,778390.6468458798,26545.104063055966,,,,,4792570.1364306165,21330458.765858486,76384994.483663,7016861.972768582,82485862.154029,1601459.6363616516,21283447.336342,1513530.4476595921,5123577.309808,291488.562555809,912691.2707275031,35044644.10145385,135260.2358912433,830611.17117783,23914.50816491528,,,,,76384994.483663,7016861.972768582,82485862.154029,1601459.6363616516,21283447.336342,1513530.4476595921,5123577.309808,291488.562555809,912691.2707275031,35044644.10145385,135260.2358912433,830611.17117783,23914.50816491528,,,,,21330458.765858486
,04/06/2022,1654300800,4557103.535060524,247410024.0648551,247410024.0648551,4557103.535060524,4557103.535060524,72460429.63595137,6797287.087152407,82115333.49485165,1589248.5286986341,21040647.052132707,1469675.7553817297,94226.16940107531,6565071.174887529,20616832.7583456,33493259.941102784,132619.8093677657,1009648.3293830181,25744.328198823056,,,,,72460429.63595137,6797287.087152407,82115333.49485165,1589248.5286986341,21040647.052132707,1469675.7553817297,94226.16940107531,6565071.174887529,20616832.7583456,33493259.941102784,132619.8093677657,1009648.3293830181,25744.328198823056,,,,,4557103.535060524,21444385.78811397,72388041.59435701,6783719.647856693,82033300.194657,1590384.0629195587,21019627.424708,1470093.2618681001,5123368.162982,285313.82767872786,886745.4949826065,33680557.52147973,132995.92183471427,1079289.4832924644,23815.289730641125,,,,,72388041.59435701,6783719.647856693,82033300.194657,1590384.0629195587,21019627.424708,1470093.2618681001,5123368.162982,285313.82767872786,886745.4949826065,33680557.52147973,132995.92183471427,1079289.4832924644,23815.289730641125,,,,,21444385.78811397
,05/06/2022,1654387200,4815521.41589639,194803364.21822232,194803364.21822232,4815521.41589639,4815521.41589639,64307446.393307,5030045.5081119025,47962947.946814895,1579085.329841827,11043553.988957046,1420319.4236429208,91118.87567640092,6952884.894109029,22380117.02513577,32831275.891035736,156043.73439291725,1022090.2355958492,26434.97160101165,,,,,64307446.393307,5030045.5081119025,47962947.946814895,1579085.329841827,11043553.988957046,1420319.4236429208,91118.87567640092,6952884.894109029,22380117.02513577,32831275.891035736,156043.73439291725,1022090.2355958492,26434.97160101165,,,,,4815521.41589639,21419643.51562771,64307446.393307,5030045.5081119025,47915032.913901,1580012.7973538737,11021510.967023,1421756.8197877263,5095185.050905,285188.0596435205,897718.2922236571,33006308.344184946,156596.5201089017,1079991.838006914,23815.289730641125,,,,,64307446.393307,5030045.5081119025,47915032.913901,1580012.7973538737,11021510.967023,1421756.8197877263,5095185.050905,285188.0596435205,897718.2922236571,33006308.344184946,156596.5201089017,1079991.838006914,23815.289730641125,,,,,21419643.51562771
,06/06/2022,1654473600,5174842.361809668,197658057.89184055,197658057.89184055,5174842.361809668,5174842.361809668,64846978.01986804,6168300.738948594,47723536.68916102,1591284.0245684036,11745238.336174946,1395456.1757173955,85505.46065483843,7476782.524609679,22616905.2600264,32818056.853150945,147694.00574918065,1015884.8316101078,26434.97160101165,,,,,64846978.01986804,6168300.738948594,47723536.68916102,1591284.0245684036,11745238.336174946,1395456.1757173955,85505.46065483843,7476782.524609679,22616905.2600264,32818056.853150945,147694.00574918065,1015884.8316101078,26434.97160101165,,,,,5174842.361809668,21610917.96709055,64782195.824044004,6172318.918564579,47739004.126498,1597001.2891836811,11771005.066265,1399690.238689431,5093185.077792,289797.772271693,897496.2404772381,33108985.50881692,142287.09609747655,1080102.3147325304,23815.289730641125,,,,,64782195.824044004,6172318.918564579,47739004.126498,1597001.2891836811,11771005.066265,1399690.238689431,5093185.077792,289797.772271693,897496.2404772381,33108985.50881692,142287.09609747655,1080102.3147325304,23815.289730641125,,,,,21610917.96709055
,07/06/2022,1654560000,5323527.077432519,199939696.40726018,199939696.40726018,5323527.077432519,5323527.077432519,63364707.57082781,6073103.6422739,52131026.15584585,1582371.0757251836,12776553.178365622,1437525.2757759336,80512.30075296789,7336797.73062856,22435755.655848276,31457956.348343596,172202.66311673346,1040181.6046004463,51003.20515530052,,,,,63364707.57082781,6073103.6422739,52131026.15584585,1582371.0757251836,12776553.178365622,1437525.2757759336,80512.30075296789,7336797.73062856,22435755.655848276,31457956.348343596,172202.66311673346,1040181.6046004463,51003.20515530052,,,,,5323527.077432519,21786393.66089158,63439947.348382995,6042889.196292439,51975100.853286,1576066.8084912186,12738338.163874,1436089.1865893444,5088945.008158,298851.2313901654,897789.3419707194,31652938.449190613,170666.6631483979,1103281.5884910128,47312.80626651254,,,,,63439947.348382995,6042889.196292439,51975100.853286,1576066.8084912186,12738338.163874,1436089.1865893444,5088945.008158,298851.2313901654,897789.3419707194,31652938.449190613,170666.6631483979,1103281.5884910128,47312.80626651254,,,,,21786393.66089158
,08/06/2022,1654646400,5344721.829555795,199229783.57205713,199229783.57205713,5344721.829555795,5344721.829555795,62048479.90756073,5979023.981488454,53288090.503932945,1602584.122801898,12632996.641250784,1395125.1556456604,70046.78356479079,7273610.467254405,22554714.873685446,31082576.07276875,172254.81494062097,1078745.0519777478,51535.195184882716,,,,,62048479.90756073,5979023.981488454,53288090.503932945,1602584.122801898,12632996.641250784,1395125.1556456604,70046.78356479079,7273610.467254405,22554714.873685446,31082576.07276875,172254.81494062097,1078745.0519777478,51535.195184882716,,,,,5344721.829555795,21844614.499349307,62168340.467983,5983355.93118263,53289742.48595001,1607872.41517541,12638507.030316,1393731.424221439,5088945.008158,293645.96153631026,899310.800386182,31297023.276257668,170887.71323474302,1143432.4563296873,47323.41155636613,,,,,62168340.467983,5983355.93118263,53289742.48595001,1607872.41517541,12638507.030316,1393731.424221439,5088945.008158,293645.96153631026,899310.800386182,31297023.276257668,170887.71323474302,1143432.4563296873,47323.41155636613,,,,,21844614.499349307
,09/06/2022,1654732800,5083131.709663795,197403447.7250131,197403447.7250131,5083131.709663795,5083131.709663795,61100783.77143713,6140128.95082175,52497628.515138,1496674.1475340612,13071141.502462037,1362327.1861104332,48685.718263052106,7591895.927272104,21803522.343876526,30987024.144407984,176836.5819104617,1076565.3011762442,50233.634603270766,,,,,61100783.77143713,6140128.95082175,52497628.515138,1496674.1475340612,13071141.502462037,1362327.1861104332,48685.718263052106,7591895.927272104,21803522.343876526,30987024.144407984,176836.5819104617,1076565.3011762442,50233.634603270766,,,,,5083131.709663795,21835227.172678947,61273268.02091601,6154832.8464920195,52497628.515138,1493686.773986089,13109499.899167,1366813.066594998,5087837.260901,317121.80147335434,887404.2468000214,31336488.666011345,176836.5819104617,1145606.4175354347,46512.62463265812,,,,,61273268.02091601,6154832.8464920195,52497628.515138,1493686.773986089,13109499.899167,1366813.066594998,5087837.260901,317121.80147335434,887404.2468000214,31336488.666011345,176836.5819104617,1145606.4175354347,46512.62463265812,,,,,21835227.172678947
,10/06/2022,1654819200,5142170.647945372,199213654.61660945,199213654.61660945,5142170.647945372,5142170.647945372,61520269.28372224,5338756.173191419,53522661.57370081,1500012.7541048843,12966696.025620336,1383737.2708918029,57467.41007314287,8339545.568553841,21124852.678121027,32167895.419070795,171728.86415101733,1069782.0283967163,50249.56701137822,,,,,61520269.28372224,5338756.173191419,53522661.57370081,1500012.7541048843,12966696.025620336,1383737.2708918029,57467.41007314287,8339545.568553841,21124852.678121027,32167895.419070795,171728.86415101733,1069782.0283967163,50249.56701137822,,,,,5142170.647945372,21895646.342736706,61458810.473248996,5333422.750440978,53528335.577272,1498514.2398650195,12953742.283337,1383737.2708918029,5086624.334327,344466.97928764316,854565.2377880674,32320707.72519552,170874.49169255458,1145936.3762144218,45681.424555798374,,,,,61458810.473248996,5333422.750440978,53528335.577272,1498514.2398650195,12953742.283337,1383737.2708918029,5086624.334327,344466.97928764316,854565.2377880674,32320707.72519552,170874.49169255458,1145936.3762144218,45681.424555798374,,,,,21895646.342736706
,11/06/2022,1654905600,4505869.863843039,192954438.05495873,192954438.05495873,4505869.863843039,4505869.863843039,57826399.93729298,5707116.145348527,54510768.097440004,1539184.0575754314,12506626.668783197,1391831.7048363977,49899.2251910711,7460146.765260015,19208527.70516836,31436876.426300813,189187.11362352513,1077854.777486874,50019.43065152504,,,,,57826399.93729298,5707116.145348527,54510768.097440004,1539184.0575754314,12506626.668783197,1391831.7048363977,49899.2251910711,7460146.765260015,19208527.70516836,31436876.426300813,189187.11362352513,1077854.777486874,50019.43065152504,,,,,4505869.863843039,21882290.003802747,57768631.305987,5695724.695956613,54510768.097440004,1536111.833907616,12481663.342099,1390441.263572825,5086624.334327,336801.2083638833,852197.3249852866,31657433.767357994,188245.8842025126,1165423.5366037425,45805.33942447348,,,,,57768631.305987,5695724.695956613,54510768.097440004,1536111.833907616,12481663.342099,1390441.263572825,5086624.334327,336801.2083638833,852197.3249852866,31657433.767357994,188245.8842025126,1165423.5366037425,45805.33942447348,,,,,21882290.003802747
,12/06/2022,1654992000,3946588.563631857,188483516.04215074,188483516.04215074,3946588.563631857,3946588.563631857,55826190.967327,5569805.336806136,54461210.500707,1608910.833794039,12566347.701455226,1373491.1205368405,46000.54553095774,7215684.796651657,17150747.407482214,31390652.05416405,161189.52800827497,1063484.8599067982,49800.3897805506,,,,,55826190.967327,5569805.336806136,54461210.500707,1608910.833794039,12566347.701455226,1373491.1205368405,46000.54553095774,7215684.796651657,17150747.407482214,31390652.05416405,161189.52800827497,1063484.8599067982,49800.3897805506,,,,,3946588.563631857,21866694.907204278,55826190.967327,5558687.960884367,54406803.697009996,1605699.4349241906,12541265.171113,1372119.0015353053,5086524.687703,364244.56318281963,849046.9013605057,31682191.58109327,162029.97750157566,1167654.8522396546,44464.63373263446,,,,,55826190.967327,5558687.960884367,54406803.697009996,1605699.4349241906,12541265.171113,1372119.0015353053,5086524.687703,364244.56318281963,849046.9013605057,31682191.58109327,162029.97750157566,1167654.8522396546,44464.63373263446,,,,,21866694.907204278
,13/06/2022,1655078400,3436813.1265735254,179860145.30622154,179860145.30622154,3436813.1265735254,3436813.1265735254,54529377.576704845,5373421.153712056,52425681.12481994,1533260.0313481232,11631210.600389065,1373512.236719329,47729.86330442313,5497577.301411139,15824883.032800501,30299159.872281656,219809.7548444463,1055578.760470769,48943.997415252146,,,,,54529377.576704845,5373421.153712056,52425681.12481994,1533260.0313481232,11631210.600389065,1373512.236719329,47729.86330442313,5497577.301411139,15824883.032800501,30299159.872281656,219809.7548444463,1055578.760470769,48943.997415252146,,,,,3436813.1265735254,21884674.969584733,54312129.060463,5341372.916214767,52268874.501315996,1536857.815494195,11561839.563011,1369404.0246453928,5084525.368842,317228.92679810384,892045.2667869505,30481193.560223307,220304.55888369906,1169376.6490755568,43699.99769218941,,,,,54312129.060463,5341372.916214767,52268874.501315996,1536857.815494195,11561839.563011,1369404.0246453928,5084525.368842,317228.92679810384,892045.2667869505,30481193.560223307,220304.55888369906,1169376.6490755568,43699.99769218941,,,,,21884674.969584733
,14/06/2022,1655164800,2979622.896867888,155820254.62440598,155820254.62440598,2979622.896867888,2979622.896867888,47059338.74643902,4696075.460241254,49477469.70268572,1444432.2098989342,8565694.07058411,1308180.837705183,42485.07257043674,5101911.984910141,14694541.008820439,22231453.024919976,213570.7767759148,938078.765337819,47022.96351700641,,,,,47059338.74643902,4696075.460241254,49477469.70268572,1444432.2098989342,8565694.07058411,1308180.837705183,42485.07257043674,5101911.984910141,14694541.008820439,22231453.024919976,213570.7767759148,938078.765337819,47022.96351700641,,,,,2979622.896867888,21938189.03737981,47012326.420019,4686702.056128996,49329481.258909,1438677.4998993368,8540073.849037,1308180.837705183,5082104.5356,321887.1914769805,913839.6149763955,22444836.081547245,214220.07783182306,1128318.9883723368,43701.63895632565,,,,,47012326.420019,4686702.056128996,49329481.258909,1438677.4998993368,8540073.849037,1308180.837705183,5082104.5356,321887.1914769805,913839.6149763955,22444836.081547245,214220.07783182306,1128318.9883723368,43701.63895632565,,,,,21938189.03737981
,15/06/2022,1655251200,3120909.9574108105,153201139.68168753,153201139.68168753,3120909.9574108105,3120909.9574108105,44157080.85629533,4814858.161859221,45458396.37703363,1396274.369935973,14551119.163568985,1035235.5051628279,41450.8648179008,5422810.727568011,14890289.057119325,20232048.684095714,214935.18527809528,939612.7607825616,47027.96816995072,,,,,44157080.85629533,4814858.161859221,45458396.37703363,1396274.369935973,14551119.163568985,1035235.5051628279,41450.8648179008,5422810.727568011,14890289.057119325,20232048.684095714,214935.18527809528,939612.7607825616,47027.96816995072,,,,,3120909.9574108105,21955510.544793844,44025005.838779,4800456.791484767,45412983.39364,1396274.369935973,14536582.580988,1034201.303858969,5081188.816212,327069.4045577811,914636.9199704744,20407862.41883397,212807.114136728,1130164.074576539,43706.29012077204,,,,,44025005.838779,4800456.791484767,45412983.39364,1396274.369935973,14536582.580988,1034201.303858969,5081188.816212,327069.4045577811,914636.9199704744,20407862.41883397,212807.114136728,1130164.074576539,43706.29012077204,,,,,21955510.544793844
