,Date,Timestamp,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance,Platypus Finance
,28/02/2022,1646006400,67680098.35247254,824143307.3182508,824143307.3182508,67680098.35247254,67680098.35247254,141914405.82403192,162766125.35714197,276215631.9295949,119196.46623084716,243127947.74125114,,,,,,,,,,,,,141914405.82403192,162766125.35714197,276215631.9295949,119196.46623084716,243127947.74125114,,,,,,,,,,,,,67680098.35247254,11131595.123761931,141631143.536958,162279287.49465802,275389463.538978,118958.54913258199,244085740.18574,,,,,,,,,,,,,141631143.536958,162279287.49465802,275389463.538978,118958.54913258199,244085740.18574,,,,,,,,,,,,,11131595.123761931
,01/03/2022,1646092800,100378733.76913151,925473784.8673846,925473784.8673846,100378733.76913151,100378733.76913151,141941502.08555576,167645733.15568793,320892213.1545512,116889.89578356137,294877446.57580614,,,,,,,,,,,,,141941502.08555576,167645733.15568793,320892213.1545512,116889.89578356137,294877446.57580614,,,,,,,,,,,,,100378733.76913151,11685533.616895404,141966914.163191,167478254.90078714,320251709.735081,116656.58261832473,296789662.370459,,,,,,,,,,,,,141966914.163191,167478254.90078714,320251709.735081,116656.58261832473,296789662.370459,,,,,,,,,,,,,11685533.616895404
,02/03/2022,1646179200,93382793.3961333,984907330.1756262,984907330.1756262,93382793.3961333,93382793.3961333,157430950.00977844,171300106.21179387,361833212.28097534,116715.05550319354,294226346.61757535,,,,,,,,,,,,,157430950.00977844,171300106.21179387,361833212.28097534,116715.05550319354,294226346.61757535,,,,,,,,,,,,,93382793.3961333,11775888.196233708,157273676.333445,171128977.23455933,361471740.54043496,116482.09132055243,293932414.203372,,,,,,,,,,,,,157273676.333445,171128977.23455933,361471740.54043496,116482.09132055243,293932414.203372,,,,,,,,,,,,,11775888.196233708
,03/03/2022,1646265600,93642993.669851,1003583729.7427914,1003583729.7427914,93642993.669851,93642993.669851,176206874.69314986,171959415.72127447,360127579.15930593,104220.68670620944,295185639.482355,,,,,,,,,,,,,176206874.69314986,171959415.72127447,360127579.15930593,104220.68670620944,295185639.482355,,,,,,,,,,,,,93642993.669851,11883628.638305966,176286732.58301,171616183.35456532,359767811.347958,104012.66138344255,295185639.482355,,,,,,,,,,,,,176286732.58301,171616183.35456532,359767811.347958,104012.66138344255,295185639.482355,,,,,,,,,,,,,11883628.638305966
,04/03/2022,1646352000,85569991.76541251,1011349947.281094,1011349947.281094,85569991.76541251,85569991.76541251,186922127.0037091,160898671.13883933,375395733.9493411,104324.69936759287,288029090.4898367,,,,,,,,,,,,,186922127.0037091,160898671.13883933,375395733.9493411,104324.69936759287,288029090.4898367,,,,,,,,,,,,,85569991.76541251,12154828.375768822,186363037.890039,161459095.65987477,375020713.236105,104012.66138344255,286596109.940136,,,,,,,,,,,,,186363037.890039,161459095.65987477,375020713.236105,104012.66138344255,286596109.940136,,,,,,,,,,,,,12154828.375768822
,05/03/2022,1646438400,72521784.31928912,1062831248.6319276,1062831248.6319276,72521784.31928912,72521784.31928912,188564271.0088447,170240966.383037,397362183.4959804,103623.75804252985,306560203.98602295,,,,,,,,,,,,,188564271.0088447,170240966.383037,397362183.4959804,103623.75804252985,306560203.98602295,,,,,,,,,,,,,72521784.31928912,12291827.850726968,188375895.113731,170333457.45043257,396569045.40517,104012.66138344255,306253950.035987,,,,,,,,,,,,,188375895.113731,170333457.45043257,396569045.40517,104012.66138344255,306253950.035987,,,,,,,,,,,,,12291827.850726968
,06/03/2022,1646524800,75608666.8883925,1072462031.1120834,1072462031.1120834,75608666.8883925,75608666.8883925,200052842.67884,169810460.80767164,400859695.7392782,103851.23373297545,301635180.65256065,,,,,,,,,,,,,200052842.67884,169810460.80767164,400859695.7392782,103851.23373297545,301635180.65256065,,,,,,,,,,,,,75608666.8883925,12354357.334704656,200052842.67884,169892858.84421107,400059576.586106,104012.66138344255,301725396.546128,,,,,,,,,,,,,200052842.67884,169892858.84421107,400059576.586106,104012.66138344255,301725396.546128,,,,,,,,,,,,,12354357.334704656
,07/03/2022,1646611200,69163571.33070038,1074614709.4888659,1074614709.4888659,69163571.33070038,69163571.33070038,200811511.4835119,171662292.73564437,401276981.2095995,103924.45133825157,300759999.6087717,,,,,,,,,,,,,200811511.4835119,171662292.73564437,401276981.2095995,103924.45133825157,300759999.6087717,,,,,,,,,,,,,69163571.33070038,12394905.256397918,200610900.582929,171697834.18732113,402084366.617768,104002.66133957893,300459540.068703,,,,,,,,,,,,,200610900.582929,171697834.18732113,402084366.617768,104002.66133957893,300459540.068703,,,,,,,,,,,,,12394905.256397918
,08/03/2022,1646697600,70648031.70397042,1085347075.1962476,1085347075.1962476,70648031.70397042,70648031.70397042,197863325.32968,173628795.22771075,405278791.72517437,103872.8694582732,308472290.04422426,,,,,,,,,,,,,197863325.32968,173628795.22771075,405278791.72517437,103872.8694582732,308472290.04422426,,,,,,,,,,,,,70648031.70397042,12459970.318160567,197665659.67001,173455339.88782296,404873917.807367,103769.10035791529,308550661.91235,,,,,,,,,,,,,197665659.67001,173455339.88782296,404873917.807367,103769.10035791529,308550661.91235,,,,,,,,,,,,,12459970.318160567
,09/03/2022,1646784000,71100278.4360588,1096126351.8474681,1096126351.8474681,71100278.4360588,71100278.4360588,202687939.754621,172686168.5439811,412904824.89974415,103379.12861038964,307744039.5205116,,,,,,,,,,,,,202687939.754621,172686168.5439811,412904824.89974415,103379.12861038964,307744039.5205116,,,,,,,,,,,,,71100278.4360588,12451887.642041821,202687939.754621,172513654.88909203,412492332.567177,103275.85275763202,308586480.612584,,,,,,,,,,,,,202687939.754621,172513654.88909203,412492332.567177,103275.85275763202,308586480.612584,,,,,,,,,,,,,12451887.642041821
,10/03/2022,1646870400,79172617.46782693,1123334147.3599277,1123334147.3599277,79172617.46782693,79172617.46782693,208546227.73587683,175515001.3165005,419910633.513162,102323.41581333526,319259961.37857485,,,,,,,,,,,,,208546227.73587683,175515001.3165005,419910633.513162,102323.41581333526,319259961.37857485,,,,,,,,,,,,,79172617.46782693,12468128.735090856,208692312.354525,175858100.4705185,419910633.513162,103219.98459956709,317988009.34121,,,,,,,,,,,,,208692312.354525,175858100.4705185,419910633.513162,103219.98459956709,317988009.34121,,,,,,,,,,,,,12468128.735090856
,11/03/2022,1646956800,71618793.26897487,1145038050.053871,1145038050.053871,71618793.26897487,71618793.26897487,215593107.8321586,172573711.13406217,421961195.928443,102311.88123614049,334807723.277971,,,,,,,,,,,,,215593107.8321586,172573711.13406217,421961195.928443,102311.88123614049,334807723.277971,,,,,,,,,,,,,71618793.26897487,12498916.800868213,215716281.829083,172401309.82423794,421961195.928443,102785.41363676506,334807723.277971,,,,,,,,,,,,,215716281.829083,172401309.82423794,421961195.928443,102785.41363676506,334807723.277971,,,,,,,,,,,,,12498916.800868213
,12/03/2022,1647043200,72242145.69459693,1141161384.5025892,1141161384.5025892,72242145.69459693,72242145.69459693,220921138.61417997,179725557.3258791,422030799.4823551,102191.2447856673,318381697.8353892,,,,,,,,,,,,,220921138.61417997,179725557.3258791,422030799.4823551,102191.2447856673,318381697.8353892,,,,,,,,,,,,,72242145.69459693,12542039.183089744,220700438.176004,179725557.3258791,422211506.00692606,102784.41363676506,318063634.201188,,,,,,,,,,,,,220700438.176004,179725557.3258791,422211506.00692606,102784.41363676506,318063634.201188,,,,,,,,,,,,,12542039.183089744
,13/03/2022,1647129600,75073363.00379969,1168737377.2347949,1168737377.2347949,75073363.00379969,75073363.00379969,216966180.25423288,185391103.0095254,435586242.213444,99850.05275491842,330694001.7048377,,,,,,,,,,,,,216966180.25423288,185391103.0095254,435586242.213444,99850.05275491842,330694001.7048377,,,,,,,,,,,,,75073363.00379969,12596201.846275115,217014791.567544,185391103.0095254,435586242.213444,100141.96658752105,330363638.066771,,,,,,,,,,,,,217014791.567544,185391103.0095254,435586242.213444,100141.96658752105,330363638.066771,,,,,,,,,,,,,12596201.846275115
,14/03/2022,1647216000,65783598.860379644,1227623293.6977623,1227623293.6977623,65783598.860379644,65783598.860379644,230343244.39591706,195031232.77506906,462824525.53048706,100342.25052069609,339323948.7457684,,,,,,,,,,,,,230343244.39591706,195031232.77506906,462824525.53048706,100342.25052069609,339323948.7457684,,,,,,,,,,,,,65783598.860379644,12699536.45953275,229883477.441035,194836396.3786904,462362163.36711997,100141.96658752105,337635769.896287,,,,,,,,,,,,,229883477.441035,194836396.3786904,462362163.36711997,100141.96658752105,337635769.896287,,,,,,,,,,,,,12699536.45953275
,15/03/2022,1647302400,74243493.32338563,1215536863.36904,1215536863.36904,74243493.32338563,74243493.32338563,225147920.195795,193419313.8558562,458387073.0912505,97870.83366540291,338484685.39247304,,,,,,,,,,,,,225147920.195795,193419313.8558562,458387073.0912505,97870.83366540291,338484685.39247304,,,,,,,,,,,,,74243493.32338563,14672627.139009017,225147920.195795,193419313.8558562,458404950.884335,98159.12702146496,338544946.392931,,,,,,,,,,,,,225147920.195795,193419313.8558562,458404950.884335,98159.12702146496,338544946.392931,,,,,,,,,,,,,14672627.139009017
,16/03/2022,1647388800,69608236.7809779,1234965064.7742538,1234965064.7742538,69608236.7809779,69608236.7809779,235628804.31582028,197289721.38468695,437705875.2805096,97798.68670704213,364242865.10653,,,,,,,,,,,,,235628804.31582028,197289721.38468695,437705875.2805096,97798.68670704213,364242865.10653,,,,,,,,,,,,,69608236.7809779,14716329.129170803,235941426.706206,197412907.03867906,437851679.88991296,98159.12702146496,364242865.10653,,,,,,,,,,,,,235941426.706206,197412907.03867906,437851679.88991296,98159.12702146496,364242865.10653,,,,,,,,,,,,,14716329.129170803
,17/03/2022,1647475200,71773265.03293885,1254719052.746235,1254719052.746235,71773265.03293885,71773265.03293885,249602684.013707,211366345.20803165,424439233.17744,95615.21449439385,369215175.13256174,,,,,,,,,,,,,249602684.013707,211366345.20803165,424439233.17744,95615.21449439385,369215175.13256174,,,,,,,,,,,,,71773265.03293885,14768161.529411286,249602684.013707,211366345.20803165,424439233.17744,95867.53785402564,368846328.803758,,,,,,,,,,,,,249602684.013707,211366345.20803165,424439233.17744,95867.53785402564,368846328.803758,,,,,,,,,,,,,14768161.529411286
,18/03/2022,1647561600,58806356.124335736,1227804864.8750374,1227804864.8750374,58806356.124335736,58806356.124335736,227559051.56293586,211337396.9356287,388988595.518754,95444.37854193796,399824376.4791769,,,,,,,,,,,,,227559051.56293586,211337396.9356287,388988595.518754,95444.37854193796,399824376.4791769,,,,,,,,,,,,,58806356.124335736,14775466.362898426,227644645.949813,211337396.9356287,388988595.518754,95867.53785402564,400667782.160625,,,,,,,,,,,,,227644645.949813,211337396.9356287,388988595.518754,95867.53785402564,400667782.160625,,,,,,,,,,,,,14775466.362898426
,19/03/2022,1647648000,62294230.20292347,1186478279.580349,1186478279.580349,62294230.20292347,62294230.20292347,215142866.33563358,220871749.4005289,347884947.78619474,95666.63331529948,402483049.4246765,,,,,,,,,,,,,215142866.33563358,220871749.4005289,347884947.78619474,95666.63331529948,402483049.4246765,,,,,,,,,,,,,62294230.20292347,14938664.317247834,215154699.844125,220871749.4005289,347537410.37581897,95865.45827576342,402580071.221841,,,,,,,,,,,,,215154699.844125,220871749.4005289,347537410.37581897,95865.45827576342,402580071.221841,,,,,,,,,,,,,14938664.317247834
,20/03/2022,1647734400,61904228.543150865,1171148453.9491663,1171148453.9491663,61904228.543150865,61904228.543150865,211757886.48979548,220321359.54856843,333772964.421943,95399.60660142092,405200843.88225794,,,,,,,,,,,,,211757886.48979548,220321359.54856843,333772964.421943,95399.60660142092,405200843.88225794,,,,,,,,,,,,,61904228.543150865,14988917.32279682,211934003.646826,220406656.92479834,333439524.89704597,95666.32431360726,405272171.784492,,,,,,,,,,,,,211934003.646826,220406656.92479834,333439524.89704597,95666.32431360726,405272171.784492,,,,,,,,,,,,,14988917.32279682
,21/03/2022,1647820800,55249177.69493038,1118390213.4861536,1118390213.4861536,55249177.69493038,55249177.69493038,210889581.867239,219620282.19109753,290338524.73750716,93918.47861499198,397447906.211695,,,,,,,,,,,,,210889581.867239,219620282.19109753,290338524.73750716,93918.47861499198,397447906.211695,,,,,,,,,,,,,55249177.69493038,15013363.504057169,210889581.867239,219620282.19109753,290048476.26124597,94245.60511032994,397447906.211695,,,,,,,,,,,,,210889581.867239,219620282.19109753,290048476.26124597,94245.60511032994,397447906.211695,,,,,,,,,,,,,15013363.504057169
,22/03/2022,1647907200,54286103.86925242,1071334254.2086484,1071334254.2086484,54286103.86925242,54286103.86925242,198264711.54820266,217904426.95968917,290905823.843124,93723.1334908216,364165568.72414184,,,,,,,,,,,,,198264711.54820266,217904426.95968917,290905823.843124,93723.1334908216,364165568.72414184,,,,,,,,,,,,,54286103.86925242,15121477.400905967,198437550.654823,217928834.98920795,291015536.70046,94118.99799639444,364421027.864675,,,,,,,,,,,,,198437550.654823,217928834.98920795,291015536.70046,94118.99799639444,364421027.864675,,,,,,,,,,,,,15121477.400905967
,23/03/2022,1647993600,48378391.148379005,926424225.0041795,926424225.0041795,48378391.148379005,48378391.148379005,170070977.75353,193141013.42411238,246759125.44776693,93719.74520689373,316359388.6335632,,,,,,,,,,,,,170070977.75353,193141013.42411238,246759125.44776693,93719.74520689373,316359388.6335632,,,,,,,,,,,,,48378391.148379005,15118247.233868439,170070977.75353,192371527.31485295,246512612.83493203,94118.99799639444,316489149.184729,,,,,,,,,,,,,170070977.75353,192371527.31485295,246512612.83493203,94118.99799639444,316489149.184729,,,,,,,,,,,,,15118247.233868439
,24/03/2022,1648080000,41845151.159477346,853438788.225294,853438788.225294,41845151.159477346,41079137.02963102,151062862.63676623,187045470.9964497,219529766.6149875,93643.83151812432,294824578.23985183,,,,,,,,,,,,,151062862.63676623,187045470.9964497,219529766.6149875,93643.83151812432,294824578.23985183,,,,,,,,,,,,,41079137.02963102,14883745.30059095,151155672.219509,187223707.96643373,219732139.91584998,94117.99799200807,295342017.454432,,,,,,,,,,,,,151155672.219509,187223707.96643373,219732139.91584998,94117.99799200807,295342017.454432,,,,,,,,,,,,,14883745.30059095
,25/03/2022,1648166400,49775102.68276707,795754616.0516082,795754616.0516082,49775102.68276707,49775102.68276707,137693450.17629945,176534842.42775986,203295819.83696553,92874.25071636618,278137629.3598669,,,,,,,,,,,,,137693450.17629945,176534842.42775986,203295819.83696553,92874.25071636618,278137629.3598669,,,,,,,,,,,,,49775102.68276707,15037795.372437181,137810589.1771,176751362.84724775,203477525.267029,94108.00668399333,278642250.475478,,,,,,,,,,,,,137810589.1771,176751362.84724775,203477525.267029,94108.00668399333,278642250.475478,,,,,,,,,,,,,15037795.372437181
,26/03/2022,1648252800,46616581.759932585,789740570.1170688,789740570.1170688,46616581.759932585,46616581.759932585,134943535.80670565,171382423.31192186,200302032.56246528,93100.01582440107,283019478.4201514,,,,,,,,,,,,,134943535.80670565,171382423.31192186,200302032.56246528,93100.01582440107,283019478.4201514,,,,,,,,,,,,,46616581.759932585,15184554.319196282,135369272.167673,171651744.89966944,200362942.897106,94108.00668399333,282736741.678473,,,,,,,,,,,,,135369272.167673,171651744.89966944,200362942.897106,94108.00668399333,282736741.678473,,,,,,,,,,,,,15184554.319196282
,27/03/2022,1648339200,47195569.49699989,783780339.5151688,783780339.5151688,47195569.49699989,47195569.49699989,137090643.53391907,176153284.9249459,195334202.22206622,92368.90737761471,275109839.92686003,,,,,,,,,,,,,137090643.53391907,176153284.9249459,195334202.22206622,92368.90737761471,275109839.92686003,,,,,,,,,,,,,47195569.49699989,15224377.257096738,136953689.844075,176194338.20574784,195410216.7964,93326.24802990549,275144508.134885,,,,,,,,,,,,,136953689.844075,176194338.20574784,195410216.7964,93326.24802990549,275144508.134885,,,,,,,,,,,,,15224377.257096738
,28/03/2022,1648425600,45987043.31332828,774517852.5036273,774517852.5036273,45987043.31332828,45987043.31332828,135147900.42889425,175546603.2445652,200371636.75679752,90784.6219619971,263360927.45140836,,,,,,,,,,,,,135147900.42889425,175546603.2445652,200371636.75679752,90784.6219619971,263360927.45140836,,,,,,,,,,,,,45987043.31332828,15227497.785870291,135727320.359509,176606773.7071291,201048163.828079,92233.04977567428,264796921.154831,,,,,,,,,,,,,135727320.359509,176606773.7071291,201048163.828079,92233.04977567428,264796921.154831,,,,,,,,,,,,,15227497.785870291
,29/03/2022,1648512000,49952974.45051867,792051178.982401,792051178.982401,49952974.45051867,49952974.45051867,151354538.819947,182691836.00603732,203855693.86592805,91561.59317330738,254057548.6973153,,,,,,,,,,,,,151354538.819947,182691836.00603732,203855693.86592805,91561.59317330738,254057548.6973153,,,,,,,,,,,,,49952974.45051867,15370145.984774975,151641596.36186,182917006.84145916,203890151.301498,92233.04977567428,254582242.699519,,,,,,,,,,,,,151641596.36186,182917006.84145916,203890151.301498,92233.04977567428,254582242.699519,,,,,,,,,,,,,15370145.984774975
,30/03/2022,1648598400,45394876.89940473,788161245.9492222,788161245.9492222,45394876.89940473,45394876.89940473,138648910.11108336,187143190.650293,201946549.62153724,91244.31148207907,260331351.2548265,,,,,,,,,,,,,138648910.11108336,187143190.650293,201946549.62153724,91244.31148207907,260331351.2548265,,,,,,,,,,,,,45394876.89940473,15284470.336499907,138510399.711372,187311771.24441296,201963514.55676,92233.04977567428,260816731.191574,,,,,,,,,,,,,138510399.711372,187311771.24441296,201963514.55676,92233.04977567428,260816731.191574,,,,,,,,,,,,,15284470.336499907
,31/03/2022,1648684800,46869687.88671616,783564157.2330046,783564157.2330046,46869687.88671616,46869687.88671616,140198580.9842436,185918897.22244242,206490913.60561427,91335.47047106529,250864429.95023328,,,,,,,,,,,,,140198580.9842436,185918897.22244242,206490913.60561427,91335.47047106529,250864429.95023328,,,,,,,,,,,,,46869687.88671616,15266999.311633928,139085893.833575,186011158.757186,206515075.869491,92219.57958050357,250363702.545143,,,,,,,,,,,,,139085893.833575,186011158.757186,206515075.869491,92219.57958050357,250363702.545143,,,,,,,,,,,,,15266999.311633928
,01/04/2022,1648771200,46955948.90388768,780544680.992773,780544680.992773,46955948.90388768,46955948.90388768,143756079.141613,179095767.6106154,216250779.51355475,92101.72295779969,241349953.00403214,,,,,,,,,,,,,143756079.141613,179095767.6106154,216250779.51355475,92101.72295779969,241349953.00403214,,,,,,,,,,,,,46955948.90388768,15395393.083241863,143756079.141613,178916850.75985557,216034744.76878598,92219.57958050357,241423828.695613,,,,,,,,,,,,,143756079.141613,178916850.75985557,216034744.76878598,92219.57958050357,241423828.695613,,,,,,,,,,,,,15395393.083241863
,02/04/2022,1648857600,56021730.72673962,776697465.6776842,776697465.6776842,56021730.72673962,56021730.72673962,144996311.44344047,180631993.07585135,209575286.7570502,91577.78046605756,241402296.62087616,,,,,,,,,,,,,144996311.44344047,180631993.07585135,209575286.7570502,91577.78046605756,241402296.62087616,,,,,,,,,,,,,56021730.72673962,15475616.22285625,145105721.157193,180635425.14892918,209365920.836214,92092.39275678247,243168428.920123,,,,,,,,,,,,,145105721.157193,180635425.14892918,209365920.836214,92092.39275678247,243168428.920123,,,,,,,,,,,,,15475616.22285625
,03/04/2022,1648944000,52910155.31340891,778880641.8051007,778880641.8051007,52910155.31340891,52910155.31340891,142649617.63794568,183505109.3270714,211042031.44191438,91803.16396714796,241592080.23420203,,,,,,,,,,,,,142649617.63794568,183505109.3270714,211042031.44191438,91803.16396714796,241592080.23420203,,,,,,,,,,,,,52910155.31340891,15653892.10455885,142726832.85452,183138831.6637439,210620789.86219,91992.39231814639,241855702.950418,,,,,,,,,,,,,142726832.85452,183138831.6637439,210620789.86219,91992.39231814639,241855702.950418,,,,,,,,,,,,,15653892.10455885
,04/04/2022,1649030400,55061538.86172966,778423290.5065609,778423290.5065609,55061538.86172966,55061538.86172966,142488838.058788,177231451.33281618,215082905.98265988,91380.25992219626,243528714.8723747,,,,,,,,,,,,,142488838.058788,177231451.33281618,215082905.98265988,91380.25992219626,243528714.8723747,,,,,,,,,,,,,55061538.86172966,15731868.246208474,142488838.058788,177448293.14704186,215185980.06711203,91581.372616462,242800313.930583,,,,,,,,,,,,,142488838.058788,177448293.14704186,215185980.06711203,91581.372616462,242800313.930583,,,,,,,,,,,,,15731868.246208474
,05/04/2022,1649116800,64644485.76419211,776829788.3107989,776829788.3107989,64644485.76419211,64644485.76419211,142551782.05955598,171859872.80818087,218237713.28991097,91216.78717207587,244089203.365979,,,,,,,,,,,,,142551782.05955598,171859872.80818087,218237713.28991097,91216.78717207587,244089203.365979,,,,,,,,,,,,,64644485.76419211,16080717.851789083,142583578.197494,172070142.52234316,218237713.28991097,91581.372616462,244089203.365979,,,,,,,,,,,,,142583578.197494,172070142.52234316,218237713.28991097,91581.372616462,244089203.365979,,,,,,,,,,,,,16080717.851789083
,06/04/2022,1649203200,56695280.7073667,798974482.2070594,798974482.2070594,56695280.7073667,56695280.7073667,145962460.5995428,176434274.04421836,234754823.588131,91672.95398907845,241731251.0211783,,,,,,,,,,,,,145962460.5995428,176434274.04421836,234754823.588131,91672.95398907845,241731251.0211783,,,,,,,,,,,,,56695280.7073667,16433414.697787447,146146458.991413,176258016.0281902,234754823.588131,91581.372616462,241248753.51415,,,,,,,,,,,,,146146458.991413,176258016.0281902,234754823.588131,91581.372616462,241248753.51415,,,,,,,,,,,,,16433414.697787447
,07/04/2022,1649289600,57296141.645604976,778884557.3485546,778884557.3485546,57296141.645604976,57298576.00053547,141775502.57454687,159822714.71853286,257874401.096276,91564.1553184101,220708192.5761155,,,,,,,,,,,,,141775502.57454687,159822714.71853286,257874401.096276,91564.1553184101,220708192.5761155,,,,,,,,,,,,,57298576.00053547,16753969.590799846,142310304.699608,159663051.666866,257616784.31196404,91581.372616462,220838266.314975,,,,,,,,,,,,,142310304.699608,159663051.666866,257616784.31196404,91581.372616462,220838266.314975,,,,,,,,,,,,,16753969.590799846
,08/04/2022,1649376000,70895071.69705045,865441795.1499479,865441795.1499479,70895071.69705045,70895071.69705045,204940394.80145,159003398.8272974,256680574.1978808,7767450.4957523765,212016004.7721165,4162043.1811029743,20871928.874347925,,,,,,,,,,,204940394.80145,159003398.8272974,256680574.1978808,7767450.4957523765,212016004.7721165,4162043.1811029743,20871928.874347925,,,,,,,,,,,70895071.69705045,17679569.001758218,204940394.80145,158844554.27302438,256424150.047833,7767450.4957523765,211804200.571545,4176305.263578093,20788773.779231,,,,,,,,,,,204940394.80145,158844554.27302438,256424150.047833,7767450.4957523765,211804200.571545,4176305.263578093,20788773.779231,,,,,,,,,,,17679569.001758218
,09/04/2022,1649462400,63027567.590722494,876927144.1566474,876927144.1566474,63027567.590722494,63027567.590722494,206517010.53108892,164045323.53669116,248602085.03125495,11104379.927830487,220338111.369673,4183004.3620059965,22137229.39810296,,,,,,,,,,,206517010.53108892,164045323.53669116,248602085.03125495,11104379.927830487,220338111.369673,4183004.3620059965,22137229.39810296,,,,,,,,,,,63027567.590722494,17854835.011536118,206860605.997651,163881442.0945966,248353731.299955,11093286.6411893,220964324.264639,4183004.3620059965,22093043.31148,,,,,,,,,,,206860605.997651,163881442.0945966,248353731.299955,11093286.6411893,220964324.264639,4183004.3620059965,22093043.31148,,,,,,,,,,,17854835.011536118
,10/04/2022,1649548800,65565388.46112878,929440169.6173284,929440169.6173284,65565388.46112878,65565388.46112878,239710448.68353385,160806127.35621345,256536785.75664413,15616072.141583743,222437191.764064,6026283.20516766,28307260.710121475,,,,,,,,,,,239710448.68353385,160806127.35621345,256536785.75664413,15616072.141583743,222437191.764064,6026283.20516766,28307260.710121475,,,,,,,,,,,65565388.46112878,17963120.126336653,240283765.74861002,160645481.87433913,256024736.28407598,15616072.141583743,222437191.764064,6035197.191419385,28250759.191738,,,,,,,,,,,240283765.74861002,160645481.87433913,256024736.28407598,15616072.141583743,222437191.764064,6035197.191419385,28250759.191738,,,,,,,,,,,17963120.126336653
,11/04/2022,1649635200,63148012.083736986,947523459.5735996,947523459.5735996,63148012.083736986,63148012.083736986,275092592.4550984,156118728.0974784,252681876.08102635,15826357.168374216,211970228.9735829,6667071.285613519,29166605.51242591,,,,,,,,,,,275092592.4550984,156118728.0974784,252681876.08102635,15826357.168374216,211970228.9735829,6667071.285613519,29166605.51242591,,,,,,,,,,,63148012.083736986,17990886.6335433,275840119.17807096,155962765.33214626,252429446.634392,15826357.168374216,211336220.312645,6694592.756435224,29108388.734956,,,,,,,,,,,275840119.17807096,155962765.33214626,252429446.634392,15826357.168374216,211336220.312645,6694592.756435224,29108388.734956,,,,,,,,,,,17990886.6335433
,12/04/2022,1649721600,52901544.74613879,946012023.7640835,946012023.7640835,52901544.74613879,52901544.74613879,304393022.1101288,149717534.32401538,247888102.33198506,16378658.994592236,192910626.0907573,7927336.908730054,26796743.003874604,,,,,,,,,,,304393022.1101288,149717534.32401538,247888102.33198506,16378658.994592236,192910626.0907573,7927336.908730054,26796743.003874604,,,,,,,,,,,52901544.74613879,17993722.702768296,303482574.38696796,149418696.93015507,247640461.87011498,16378658.994592236,192333625.215112,7911513.880968118,26716593.224202,,,,,,,,,,,303482574.38696796,149418696.93015507,247640461.87011498,16378658.994592236,192333625.215112,7911513.880968118,26716593.224202,,,,,,,,,,,17993722.702768296
,13/04/2022,1649808000,53691536.75532776,933699950.7425828,933699950.7425828,53691536.75532776,53691536.75532776,292349527.41344005,144339015.1978903,256908861.540416,16010454.476200683,189650182.3324208,7688701.211024352,26753208.57119053,,,,,,,,,,,292349527.41344005,144339015.1978903,256908861.540416,16010454.476200683,189650182.3324208,7688701.211024352,26753208.57119053,,,,,,,,,,,53691536.75532776,18017294.213197235,293503878.166268,144389840.42171875,256908861.540416,16010454.476200683,189460721.61081,7665704.098728169,26673189.004178,,,,,,,,,,,293503878.166268,144389840.42171875,256908861.540416,16010454.476200683,189460721.61081,7665704.098728169,26673189.004178,,,,,,,,,,,18017294.213197235
,14/04/2022,1649894400,58189016.528472066,958439725.5328321,958439725.5328321,58189016.528472066,58189016.528472066,289933599.15149534,141530245.9689711,268123034.600449,16203697.999997344,205605382.75829348,7750907.91498459,29292857.13864119,,,,,,,,,,,289933599.15149534,141530245.9689711,268123034.600449,16203697.999997344,205605382.75829348,7750907.91498459,29292857.13864119,,,,,,,,,,,58189016.528472066,18127419.479274787,290408707.797452,141388857.11185926,267855179.421028,16203697.999997344,205194992.772748,7743164.750234357,29205241.414398,,,,,,,,,,,290408707.797452,141388857.11185926,267855179.421028,16203697.999997344,205194992.772748,7743164.750234357,29205241.414398,,,,,,,,,,,18127419.479274787
